"","census","cutoff","mort_r2","mort_r2adj","mort_p.value","mort_b","mort_b_95CIlo","mort_b_95CIhi","mort_b_p","mort_y0","mort_y095CIlo","mort_y095CIhi","mort_y0_p","agb_r2","agb_r2adj","agb_p.value","agb_b","agb_b95CIlo","agb_b95CIhi","agb_b_p","agb_y0","agb_y095CIlo","agb_y095CIhi","agb_y0_p"
"1","2008-2013","100",0.605714349041175,0.561904832267973,0.00478284616332655,-0.631609171159652,-1.01586591835123,-0.247352423968073,0.00478284616332656,2.70871104065046,1.37140097155248,4.04602110974844,0.00132407153367175,0.536121169405929,0.47813631558167,0.0160461001938502,0.203463117988917,0.049161108279461,0.357765127698374,0.0160461001938502,-3.99875081327706,-4.51596037413074,-3.48154125242338,0.000000100323871259478
"2","2008-2013","all",0.827042254999831,0.817939215789296,NA,-0.490664763859954,-0.59840761103478,-0.382921916685129,0.0000000113314529480389,2.23720643752927,1.94995324286953,2.52445963218901,0.00000000000126331201363177,0.78486105084093,0.772908886998759,0.000000203971806303364,0.440692565907114,0.326438269093436,0.554946862720793,0.000000203971806303361,-4.76365358765543,-5.05310187842498,-4.47420529688588,0.00000000000000000648950267427888
"3","2013-2014","100",0.396132962904786,0.320649583267885,NA,-0.501256691312635,-1.00583135806921,0.00331797544393952,0.0511976505105612,1.82182987505968,0.108339480445544,3.53532026967382,0.0398243595423052,0.629830187624703,0.576948785856803,0.0106750924135573,0.694449272108206,0.218629582206754,1.17026896200966,0.0106750924135573,-6.17915380397464,-7.72009375878717,-4.63821384916211,0.0000303431685314157
"4","2014-2015","100",0.310048458413675,0.233387176015195,NA,-0.62753224786178,-1.33341419391852,0.0783496981949565,0.0751983533369632,2.18579698674243,-0.273619480597885,4.64521345408275,0.0752692986219545,0.157596213173946,0.0522957398206889,0.25599933932409,0.448751923062715,-0.397127922444811,1.29463176857024,0.255999339324089,-5.38502507605498,-8.2235838760403,-2.54646627606966,0.0023654778459708
"5","2015-2016","100",0.642446755099646,0.597752599487102,NA,-0.954110927509425,-1.53442853809215,-0.373793316926698,0.00530165841156145,3.55803145145351,1.60876123424133,5.50730166866569,0.00295916889736289,0.223980124626863,0.126977640205221,0.167111415169591,0.387467993399033,-0.200539151422619,0.975475138220686,0.167111415169591,-4.92888544103888,-6.90564587302415,-2.95212500905362,0.000429081618096799
"6","2016-2017","100",0.769833406599673,0.744259340666303,NA,-0.424154831353914,-0.59903827886112,-0.249271383846708,0.000386870814682564,2.12604308208126,1.51672345427894,2.73536270988357,0.0000246414502818014,0.777402153914338,0.749577423153631,0.000741027492969404,0.85514710734166,0.48207435745932,1.228219857224,0.000741027492969406,-5.99853006958336,-7.24964488071977,-4.74741525844696,0.00000399201302129912
