treeid,stemid,tag,stemtag,quadratname,lx,ly,px,py
18258,18258,131335,1,1315,4.6,16.2,244.60001,296.20001
18259,18259,131336,1,1315,0.3,14.8,240.3,294.79999
18260,18260,131337,1,1315,0.4,19.9,240.39999,299.89999
18261,18261,131338,1,1315,8.2,17.8,248.2,297.79999
18262,18262,131339,1,1315,9.5,18.3,249.5,298.29999
18263,18263,131340,1,1315,9.9,19.5,249.89999,299.5
18264,18264,131341,1,1315,12,18.6,252,298.60001
18265,18265,131342,1,1315,13.7,17.1,253.7,297.10001
18266,18266,131343,1,1315,14.3,17.5,254.3,297.5
18267,18267,131345,1,1315,15.5,14.7,255.5,294.70001
18268,18268,131346,1,1315,17.5,15.6,257.5,295.60001
18269,18269,131347,1,1315,19.9,17.3,259.89999,297.29999
18270,18270,131348,1,1315,17.5,18.7,257.5,298.70001
18271,18271,131349,1,1315,19.2,14.4,259.20001,294.39999
18272,18272,131350,1,1316,5.5,1,245.5,301
18273,18273,131351,1,1316,3.3,2.7,243.3,302.70001
18274,18274,133461,1,1316,5.5,3.3,245.5,303.29999
18275,18275,131353,1,1316,8.9,3.1,248.89999,303.10001
18276,18276,131354,1,1316,10.9,3.3,250.89999,303.29999
18277,18277,131355,1,1316,12.6,2.7,252.60001,302.70001
18278,18278,131356,1,1316,10.3,6.7,250.3,306.70001
18279,18279,131357,1,1316,6.8,7.1,246.8,307.10001
18280,18280,131358,1,1316,6.2,9,246.2,309
18281,18281,131359,1,1316,4.6,11.1,244.60001,311.10001
18282,18282,131360,1,1316,11.9,10.7,251.89999,310.70001
18283,18283,131361,1,1316,12.5,9.5,252.5,309.5
18284,18284,131362,1,1316,12.1,13.6,252.10001,313.60001
18285,18285,131363,1,1316,9.2,3.2,249.2,303.20001
18286,18286,131364,1,1316,12,12.9,252,312.89999
18287,18287,131366,1,1316,5.7,17.6,245.7,317.60001
18288,18288,131367,1,1316,1.3,19.5,241.3,319.5
18289,18289,131368,1,1316,7.2,19.9,247.2,319.89999
18290,18290,131369,1,1316,12,18.1,252,318.10001
18291,18291,131370,1,1316,13.5,17.9,253.5,317.89999
18292,18292,131371,1,1316,14,19.5,254,319.5
18293,18293,131372,1,1316,13.9,18.7,253.89999,318.70001
18294,18294,131373,1,1316,15,19.1,255,319.10001
18295,18295,131374,1,1316,15.2,18.9,255.2,318.89999
18296,18296,131375,1,1316,15,20,255,320
18297,18297,131376,1,1316,16.3,19,256.29999,319
18298,18298,131377,1,1316,17.8,19.5,257.79999,319.5
18299,18299,131378,1,1308,0.1,7.5,240.10001,147.5
18300,18300,131379,1,1309,4.8,10.8,244.8,170.8
18301,18301,131380,1,1311,18.9,18.3,258.89999,218.3
18302,18302,131381,1,1313,0.1,1.6,240.10001,241.60001
18303,18303,131390,1,1308,0.1,0.7,240.10001,140.7
18304,18304,131401,1,1315,9.7,9.8,249.7,289.79999
18305,18305,131402,1,1316,18.2,1.1,258.20001,301.10001
18306,18306,131403,1,1316,17,2.2,257,302.20001
18307,18307,131404,1,1316,17.2,2.2,257.20001,302.20001
18308,18308,131405,1,1316,16,3.4,256,303.39999
18309,18309,131406,1,1316,15.3,2.3,255.3,302.29999
18310,18310,131407,1,1316,15.3,3.6,255.3,303.60001
18311,18311,131408,1,1316,15.3,3.9,255.3,303.89999
18312,18312,131409,1,1316,16.9,0.7,256.89999,300.70001
18313,18313,131410,1,1316,14.3,1.6,254.3,301.60001
18314,18314,131411,1,1316,13.3,0.1,253.3,300.10001
18315,18315,131412,1,1316,14.7,5,254.7,305
18316,18316,131413,1,1316,13.1,4.5,253.10001,304.5
18317,18317,131414,1,1316,12.7,6,252.7,306
18318,18318,131415,1,1316,14.2,5.6,254.2,305.60001
18319,18319,131416,1,1316,14.6,6.1,254.60001,306.10001
18320,18320,131417,1,1316,15.8,6.9,255.8,306.89999
18321,18321,131418,1,1316,15.1,7.8,255.10001,307.79999
18322,18322,131419,1,1316,14.2,9.2,254.2,309.20001
18323,18323,131420,1,1316,12.6,8.4,252.60001,308.39999
18324,18324,131421,1,1316,13.8,9.2,253.8,309.20001
18325,18325,131422,1,1316,13.4,9.6,253.39999,309.60001
18326,18326,131423,1,1316,18.5,9.8,258.5,309.79999
18327,18327,131424,1,1316,17.4,13.5,257.39999,313.5
18328,18328,131425,1,1316,16.2,14.1,256.20001,314.10001
18329,18329,131426,1,1316,16.1,14.1,256.10001,314.10001
18330,18330,131427,1,1316,15.8,14.4,255.8,314.39999
18331,18331,131428,1,1316,15.9,15.5,255.89999,315.5
18332,18332,131429,1,1316,15.4,16,255.39999,316
18333,18333,131430,1,1316,16.6,15.7,256.60001,315.70001
18334,18334,131431,1,1316,17,16.2,257,316.20001
18335,18335,131432,1,1316,16.4,16.6,256.39999,316.60001
18336,18336,131433,1,1316,15.7,17,255.7,317
18337,18337,131434,1,1316,15.5,17.6,255.5,317.60001
18338,18338,131435,1,1316,17.1,18.1,257.10001,318.10001
18339,18339,131436,1,1316,17.4,18.1,257.39999,318.10001
18340,18340,131437,1,1316,16.9,18.8,256.89999,318.79999
18341,18341,131438,1,1316,18.6,18.8,258.60001,318.79999
18342,18342,131439,1,1316,19,19.6,259,319.60001
18343,18343,132001,1,1317,3.6,1.7,243.60001,321.70001
18344,18344,132002,1,1317,3.6,2.4,243.60001,322.39999
18345,18345,132003,1,1317,2.3,4.4,242.3,324.39999
18346,18346,132004,1,1317,6.6,3,246.60001,323
18347,18347,132005,1,1317,2.7,8.7,242.7,328.70001
18348,18348,132006,1,1317,6.6,10,246.60001,330
18349,18349,132007,1,1317,1.9,16.7,241.89999,336.70001
18350,18350,132008,1,1317,9.7,17.6,249.7,337.60001
18351,18351,132009,1,1317,9.7,17.7,249.7,337.70001
18352,18352,132010,1,1317,8.7,19.5,248.7,339.5
18353,18353,132011,1,1317,9.2,20,249.2,340
18354,18354,132012,1,1317,15.1,20,255.10001,340
18355,18355,132013,1,1317,15.2,18.3,255.2,338.29999
18356,18356,132014,1,1317,15.8,17.1,255.8,337.10001
18357,18357,132015,1,1317,19.2,18.7,259.20001,338.70001
18358,18358,132016,1,1317,19.5,18.4,259.5,338.39999
18359,18359,132017,1,1317,18.4,16.4,258.39999,336.39999
18360,18360,132018,1,1317,17.1,14.1,257.10001,334.10001
18361,18361,132020,1,1317,19.9,14.3,259.89999,334.29999
18362,18362,132021,1,1317,19.8,14.4,259.79999,334.39999
18363,18363,132022,1,1317,11,18.5,251,338.5
18364,18364,132023,1,1317,15.8,7.4,255.8,327.39999
18365,18365,132024,1,1317,14.9,11.7,254.89999,331.70001
18366,18366,132025,1,1317,13,8.8,253,328.79999
18367,18367,132026,1,1317,12.8,8.8,252.8,328.79999
18368,18368,132027,1,1317,14.6,8.8,254.60001,328.79999
18369,18369,132028,1,1317,17,6.7,257,326.70001
18370,18370,132029,1,1317,18.4,8.2,258.39999,328.20001
18371,18371,132030,1,1318,1.8,1.2,241.8,341.20001
18372,18372,132031,1,1318,0.2,2.8,240.2,342.79999
18373,18373,132032,1,1318,2.1,2.5,242.10001,342.5
18374,18374,132033,1,1318,2.5,4.4,242.5,344.39999
18375,18375,132034,1,1318,7.5,1.4,247.5,341.39999
18376,18376,132035,1,1318,0.8,6.2,240.8,346.20001
18377,18377,132036,1,1318,7.3,18.4,247.3,358.39999
18378,18378,132038,1,1318,0.7,8.4,240.7,348.39999
18379,18379,132039,1,1318,1.7,8.4,241.7,348.39999
18380,18380,132040,1,1318,1.6,9.2,241.60001,349.20001
18381,18381,132041,1,1318,1.6,8.2,241.60001,348.20001
18382,18382,132042,1,1318,3.6,11.2,243.60001,351.20001
18383,18383,132044,1,1318,2.3,11.2,242.3,351.20001
18384,18384,132045,1,1318,2.7,11.3,242.7,351.29999
18385,18385,132046,1,1318,1.4,11.3,241.39999,351.29999
18386,18386,132047,1,1318,11,18.3,251,358.29999
18387,18387,132048,1,1318,3,12.2,243,352.20001
18388,18388,132049,1,1318,4.1,11.4,244.10001,351.39999
18389,18389,132051,1,1318,5.6,11.1,245.60001,351.10001
18390,18390,132052,1,1318,7.7,12.8,247.7,352.79999
18391,18391,132053,1,1318,10.6,14,250.60001,354
18392,18392,132055,1,1318,3.4,16.7,243.39999,356.70001
18393,18393,132056,1,1318,3,17.1,243,357.10001
18394,18394,132057,1,1318,10.4,17.5,250.39999,357.5
18395,18395,132058,1,1318,9.4,18.4,249.39999,358.39999
18396,18396,132059,1,1318,8.3,18,248.3,358
18397,18397,132060,1,1318,17.6,17.6,257.60001,357.60001
18398,18398,132061,1,1318,17.8,16.9,257.79999,356.89999
18399,18399,132062,1,1318,17,15.1,257,355.10001
18400,18400,132063,1,1318,11.1,12,251.10001,352
18401,18401,132064,1,1319,3.5,1.8,243.5,361.79999
18402,18402,132065,1,1319,2.5,3.4,242.5,363.39999
18403,18403,132066,1,1319,4.5,4.3,244.5,364.29999
18404,18404,132067,1,1319,6.6,5.3,246.60001,365.29999
18405,18405,132068,1,1319,7.7,5.3,247.7,365.29999
18406,18406,132069,1,1319,2.6,9.2,242.60001,369.20001
18407,18407,132070,1,1319,1.1,8.8,241.10001,368.79999
18408,18408,132071,1,1319,8.4,13.1,248.39999,373.10001
18409,18409,132072,1,1319,8.2,15.3,248.2,375.29999
18410,18410,132073,1,1319,6.7,15.1,246.7,375.10001
18411,18411,132074,1,1319,4.8,15.2,244.8,375.20001
18412,18412,132075,1,1319,7.9,17.2,247.89999,377.20001
18413,18413,132076,1,1319,8.4,17.2,248.39999,377.20001
18414,18414,132077,1,1319,9.9,15.9,249.89999,375.89999
18415,18415,132078,1,1319,10.3,17.7,250.3,377.70001
18416,18416,132079,1,1319,10.7,18.9,250.7,378.89999
18417,18417,132080,1,1319,7.5,19.6,247.5,379.60001
18418,18418,132081,1,1319,4.2,18.1,244.2,378.10001
18419,18419,132082,1,1319,3.2,18.9,243.2,378.89999
18420,18420,132083,1,1319,0.9,19.7,240.89999,379.70001
18421,18421,132084,1,1319,17.6,19.3,257.60001,379.29999
18422,18422,132085,1,1319,18.4,18.6,258.39999,378.60001
18423,18423,132086,1,1319,19.9,19.1,259.89999,379.10001
18424,18424,132087,1,1319,19,16.5,259,376.5
18425,18425,132088,1,1319,18.8,16.8,258.79999,376.79999
18426,18426,132089,1,1319,16.9,16.1,256.89999,376.10001
18427,18427,132090,1,1319,17.1,14.8,257.10001,374.79999
18428,18428,132091,1,1319,19.6,14.8,259.60001,374.79999
18429,18429,132092,1,1319,17.9,12.7,257.89999,372.70001
18430,18430,132093,1,1319,16.7,13.5,256.70001,373.5
18431,18431,132094,1,1319,15,12.8,255,372.79999
18432,18432,132095,1,1319,17.3,10.9,257.29999,370.89999
18433,18433,132096,1,1320,4.2,0.6,244.2,380.60001
18434,18434,132097,1,1320,4.7,4.3,244.7,384.29999
18435,18435,132098,1,1320,3.4,5.8,243.39999,385.79999
18436,18436,132099,1,1320,2.9,6.2,242.89999,386.20001
18437,18437,132101,1,1317,11.7,0.5,251.7,320.5
18438,18438,132102,1,1317,14.9,1.6,254.89999,321.60001
18439,18439,132103,1,1317,15.1,1.4,255.10001,321.39999
18440,18440,132104,1,1317,15.6,2.5,255.60001,322.5
18441,18441,132105,1,1317,15.9,4.3,255.89999,324.29999
18442,18442,132106,1,1317,17.6,0.7,257.60001,320.70001
18443,18443,132107,1,1317,17.3,2.5,257.29999,322.5
18444,18444,132108,1,1317,18.6,3.7,258.60001,323.70001
18445,18445,132109,1,1317,18.9,0.3,258.89999,320.29999
18446,18446,132110,1,1317,19.5,1.9,259.5,321.89999
18447,18447,132111,1,1317,20,2.6,260,322.60001
18448,18448,132112,1,1317,19.5,3.7,259.5,323.70001
18449,18449,132113,1,1317,18.6,3.7,258.60001,323.70001
18450,18450,132114,1,1317,15.4,1.6,255.39999,321.60001
18451,18451,132115,1,1317,6.7,15.1,246.7,335.10001
18452,18452,132116,1,1317,20,6.6,260,326.60001
18453,18453,132117,1,1317,11.8,6.7,251.8,326.70001
18454,18454,132118,1,1318,10,2.9,250,342.89999
18455,18455,132119,1,1318,10.3,3.9,250.3,343.89999
18456,18456,132120,1,1318,11,1.2,251,341.20001
18457,18457,132122,1,1318,13.3,1.9,253.3,341.89999
18458,18458,132123,1,1318,13.8,3,253.8,343
18459,18459,132124,1,1318,13.6,4.7,253.60001,344.70001
18460,18460,132125,1,1318,18.8,4,258.79999,344
18461,18461,132126,1,1318,17.8,4.8,257.79999,344.79999
18462,18462,132127,1,1318,19.4,7.5,259.39999,347.5
18463,18463,132129,1,1318,18.4,9.5,258.39999,349.5
18464,18464,132130,1,1318,18.4,9.8,258.39999,349.79999
18465,18465,132131,1,1318,18.3,10.5,258.29999,350.5
18466,18466,132132,1,1318,19,11,259,351
18467,18467,132133,1,1318,17.9,11.5,257.89999,351.5
18468,18468,132134,1,1318,14.8,10.7,254.8,350.70001
18469,18469,132136,1,1318,12.9,12.6,252.89999,352.60001
18470,18470,132137,1,1318,15.8,13.7,255.8,353.70001
18471,18471,132138,1,1319,13,0.6,253,360.60001
18472,18472,132140,1,1319,13.7,3.5,253.7,363.5
18473,18473,132142,1,1319,16.2,1.8,256.20001,361.79999
18474,18474,132143,1,1319,20,5.9,260,365.89999
18475,18475,132144,1,1319,19.2,5.4,259.20001,365.39999
18476,18476,132145,1,1319,19.1,5.7,259.10001,365.70001
18477,18477,132146,1,1319,19,5.8,259,365.79999
18478,18478,132147,1,1319,18.5,5.5,258.5,365.5
18479,18479,132148,1,1319,16.7,5.3,256.70001,365.29999
18480,18480,132149,1,1319,14.4,4.9,254.39999,364.89999
18481,18481,132150,1,1319,14.4,7.3,254.39999,367.29999
18482,18482,132151,1,1319,16,6.9,256,366.89999
18483,18483,132152,1,1319,16.5,6.5,256.5,366.5
18484,18484,132153,1,1319,18.3,6.4,258.29999,366.39999
18485,18485,132154,1,1319,19.6,7,259.60001,367
18486,18486,132155,1,1319,19,8.5,259,368.5
18487,18487,132157,1,1319,17.2,8.1,257.20001,368.10001
18488,18488,132158,1,1319,14.4,9.1,254.39999,369.10001
18489,18489,132159,1,1319,14.5,9.1,254.5,369.10001
18490,18490,132160,1,1319,14.9,8.3,254.89999,368.29999
18491,18491,132161,1,1319,14.2,7.9,254.2,367.89999
18492,18492,132162,1,1319,13.7,8.6,253.7,368.60001
18493,18493,132163,1,1319,14.8,10.6,254.8,370.60001
18494,18494,132164,1,1319,16.1,10.7,256.10001,370.70001
18495,18495,132165,1,1319,18.2,10.9,258.20001,370.89999
18496,18496,132166,1,1320,19.4,3.2,259.39999,383.20001
18497,18497,132167,1,1320,13.5,3.2,253.5,383.20001
18498,18498,132168,1,1320,12.5,5.4,252.5,385.39999
18499,18499,132169,1,1320,11.9,5.9,251.89999,385.89999
18500,18500,132170,1,1320,13.1,6.1,253.10001,386.10001
18501,18501,132171,1,1320,13.7,6.7,253.7,386.70001
18502,18502,132172,1,1320,17.6,7,257.60001,387
18503,18503,132173,1,1320,17.5,8.9,257.5,388.89999
18504,18504,132174,1,1320,20,9.1,260,389.10001
18505,18505,132176,1,1320,13.5,11,253.5,391
18506,18506,132177,1,1320,13.8,9.6,253.8,389.60001
18507,18507,132178,1,1320,13.7,13.7,253.7,393.70001
18508,18508,132179,1,1320,16.5,13.7,256.5,393.70001
18509,18509,132180,1,1320,19.4,15.1,259.39999,395.10001
18510,18510,132181,1,1320,20,19.2,260,399.20001
18511,18511,132182,1,1321,10,1.4,250,401.39999
18512,18512,132183,1,1321,16.2,1.9,256.20001,401.89999
18513,18513,132184,1,1321,16.9,1.1,256.89999,401.10001
18514,18514,132185,1,1321,20,2.9,260,402.89999
18515,18515,132186,1,1321,16.4,3.9,256.39999,403.89999
18516,18516,132187,1,1321,17.5,5.1,257.5,405.10001
18517,18517,132190,1,1321,11.2,6.4,251.2,406.39999
18518,18518,132191,1,1321,11.8,6.4,251.8,406.39999
18519,18519,132192,1,1321,16.7,9.7,256.70001,409.70001
18520,18520,132193,1,1321,17.7,11.8,257.70001,411.79999
18521,18521,132194,1,1321,11,11.1,251,411.10001
18522,18522,132196,1,1321,14.3,13,254.3,413
18523,18523,132197,1,1321,18.4,15.5,258.39999,415.5
18524,18524,132198,1,1321,18.1,16.9,258.10001,416.89999
18525,18525,132199,1,1321,16.1,18.9,256.10001,418.89999
18526,18526,132200,1,1321,15.5,16.8,255.5,416.79999
18527,18527,132201,1,1320,3.8,7.1,243.8,387.10001
18528,18528,132202,1,1320,5.2,8.6,245.2,388.60001
18529,18529,132203,1,1320,8.1,7.8,248.10001,387.79999
18530,18530,132204,1,1320,6.6,12.6,246.60001,392.60001
18531,18531,132205,1,1320,3.8,12,243.8,392
18532,18532,132206,1,1320,3.1,16.3,243.10001,396.29999
18533,18533,132207,1,1320,2.5,18.8,242.5,398.79999
18534,18534,132208,1,1320,9.7,14.7,249.7,394.70001
18535,18535,132209,1,1320,11.3,18.2,251.3,398.20001
18536,18536,132210,1,1320,13.1,16.9,253.10001,396.89999
18537,18537,132211,1,1320,12.8,14.8,252.8,394.79999
18538,18538,132212,1,1320,14.4,18.4,254.39999,398.39999
18539,18539,132213,1,1321,5.1,0.7,245.10001,400.70001
18540,18540,132214,1,1321,3.3,4.1,243.3,404.10001
18541,18541,132215,1,1321,6.2,4.7,246.2,404.70001
18542,18542,132216,1,1321,4.7,5.2,244.7,405.20001
18543,18543,132217,1,1321,8.2,3.8,248.2,403.79999
18544,18544,132218,1,1321,7.1,6.2,247.10001,406.20001
18545,18545,132219,1,1321,5,6.1,245,406.10001
18546,18546,132220,1,1321,4.3,6.3,244.3,406.29999
18547,18547,132221,1,1321,4.7,9.1,244.7,409.10001
18548,18548,132222,1,1321,7.9,10.4,247.89999,410.39999
18549,18549,132223,1,1321,2,10,242,410
18550,18550,132224,1,1321,5.5,13.7,245.5,413.70001
18551,18551,132225,1,1321,9.8,16.8,249.8,416.79999
18552,18552,132226,1,1321,9.5,16.2,249.5,416.20001
18553,18553,132227,1,1321,6.8,15.2,246.8,415.20001
18554,18554,132228,1,1321,6.2,17.2,246.2,417.20001
18555,18555,132229,1,1321,5.1,17.4,245.10001,417.39999
18556,18556,132230,1,1322,13.7,0,253.7,420
18557,18557,132231,1,1322,5.8,3.1,245.8,423.10001
18558,18558,132232,1,1322,6.3,4.6,246.3,424.60001
18559,18559,132233,1,1322,9.9,7.6,249.89999,427.60001
18560,18560,132234,1,1322,4.1,9.4,244.10001,429.39999
18561,18561,132235,1,1322,1.7,9.4,241.7,429.39999
18562,18562,132236,1,1322,1.6,10.5,241.60001,430.5
18563,18563,132237,1,1322,12,4,252,424
18564,18564,132238,1,1322,9.5,13.1,249.5,433.10001
18565,18565,132239,1,1322,9.6,15.2,249.60001,435.20001
18566,18566,132240,1,1322,9.4,18.7,249.39999,438.70001
18567,18567,132241,1,1322,14.4,2.4,254.39999,422.39999
18568,18568,132242,1,1322,1.1,19,241.10001,439
18569,18569,132243,1,1322,2.6,18.8,242.60001,438.79999
18570,18570,132244,1,1322,10.4,19.6,250.39999,439.60001
18571,18571,132245,1,1323,2.8,0.2,242.8,440.20001
18572,18572,132246,1,1323,6.8,0.4,246.8,440.39999
18573,18573,132247,1,1323,8.3,2.4,248.3,442.39999
18574,18574,132248,1,1323,5.8,3.6,245.8,443.60001
18575,18575,132249,1,1323,2.5,4.1,242.5,444.10001
18576,18576,132250,1,1323,0.5,4.5,240.5,444.5
18577,18577,132251,1,1323,1.1,7.5,241.10001,447.5
18578,18578,132252,1,1323,2,7.9,242,447.89999
18579,18579,132253,1,1323,5.6,8.4,245.60001,448.39999
18580,18580,132254,1,1323,3.7,9.7,243.7,449.70001
18581,18581,132255,1,1323,4.1,12.4,244.10001,452.39999
18582,18582,132256,1,1323,0.6,15.5,240.60001,455.5
18583,18583,132257,1,1323,2.9,13.6,242.89999,453.60001
18584,18584,132258,1,1323,3.7,14.8,243.7,454.79999
18585,18585,132259,1,1323,6.9,14.3,246.89999,454.29999
18586,18586,132261,1,1323,7.6,14.7,247.60001,454.70001
18587,18587,132262,1,1323,8.4,12.6,248.39999,452.60001
18588,18588,132263,1,1323,4.2,16,244.2,456
18589,18589,132265,1,1323,2,17.9,242,457.89999
18590,18590,132266,1,1323,3.1,18,243.10001,458
18591,18591,132267,1,1324,3,1.8,243,461.79999
18592,18592,132268,1,1324,6.7,2.3,246.7,462.29999
18593,18593,132269,1,1324,8,5.3,248,465.29999
18594,18594,132270,1,1324,5.6,5.6,245.60001,465.60001
18595,18595,132271,1,1324,4,6,244,466
18596,18596,132272,1,1324,0.1,7.9,240.10001,467.89999
18597,18597,132273,1,1324,3.4,8.1,243.39999,468.10001
18598,18598,132274,1,1324,8.9,7.4,248.89999,467.39999
18599,18599,132276,1,1324,4.5,11.8,244.5,471.79999
18600,18600,132277,1,1324,5.4,12.2,245.39999,472.20001
18601,18601,132278,1,1324,9.2,12.1,249.2,472.10001
18602,18602,132279,1,1324,9.8,12.3,249.8,472.29999
18603,18603,132280,1,1324,6.1,18.2,246.10001,478.20001
18604,18604,132281,1,1324,11.5,13.6,251.5,473.60001
18605,18605,132282,1,1324,13.9,13.8,253.89999,473.79999
18606,18606,132283,1,1324,14,14.8,254,474.79999
18607,18607,132284,1,1325,5.5,1.8,245.5,481.79999
18608,18608,132285,1,1325,0.5,1.8,240.5,481.79999
18609,18609,132286,1,1325,5,3.2,245,483.20001
18610,18610,132287,1,1325,9.1,3.9,249.10001,483.89999
18611,18611,132288,1,1325,5.2,4.6,245.2,484.60001
18612,18612,132289,1,1325,1.2,7.8,241.2,487.79999
18613,18613,132290,1,1325,0.4,8.5,240.39999,488.5
18614,18614,132291,1,1325,1.7,13.6,241.7,493.60001
18615,18615,132292,1,1325,2.7,13.3,242.7,493.29999
18616,18616,132293,1,1325,3.4,13.1,243.39999,493.10001
18617,18617,132294,1,1325,7.1,7.7,247.10001,487.70001
18618,18618,132295,1,1325,11,17.6,251,497.60001
18619,18619,132296,1,1325,11.3,15.6,251.3,495.60001
18620,18620,132297,1,1325,9.4,16.8,249.39999,496.79999
18621,18621,132299,1,1325,3.5,16.4,243.5,496.39999
18622,18622,132300,1,1325,5.2,17.5,245.2,497.5
18623,18623,132301,1,1321,13,18.3,253,418.29999
18624,18624,132302,1,1321,13,14.4,253,414.39999
18625,18625,132303,1,1322,10.3,3,250.3,423
18626,18626,132304,1,1322,13.8,3,253.8,423
18627,18627,132305,1,1322,18.3,1,258.29999,421
18628,18628,132306,1,1322,8.2,3.2,248.2,423.20001
18629,18629,132307,1,1322,19.2,2.4,259.20001,422.39999
18630,18630,132308,1,1322,20,7.3,260,427.29999
18631,18631,132309,1,1322,18.4,8.5,258.39999,428.5
18632,18632,132310,1,1322,10.2,4.6,250.2,424.60001
18633,18633,132311,1,1322,12.9,14.2,252.89999,434.20001
18634,18634,132312,1,1322,14.4,16,254.39999,436
18635,18635,132313,1,1322,14.7,13.1,254.7,433.10001
18636,18636,132314,1,1322,18.3,15.6,258.29999,435.60001
18637,18637,132315,1,1322,20,14.9,260,434.89999
18638,18638,132316,1,1322,16.3,17.8,256.29999,437.79999
18639,18639,132317,1,1322,14.6,17.9,254.60001,437.89999
18640,18640,132318,1,1322,12.3,18.5,252.3,438.5
18641,18641,132319,1,1323,13.9,0.2,253.89999,440.20001
18642,18642,132320,1,1323,15.8,0.9,255.8,440.89999
18643,18643,132321,1,1323,17.6,1,257.60001,441
18644,18644,132322,1,1323,15.5,4,255.5,444
18645,18645,132323,1,1323,13.6,3.6,253.60001,443.60001
18646,18646,132324,1,1323,12.4,7,252.39999,447
18647,18647,132325,1,1323,10.5,5.5,250.5,445.5
18648,18648,132326,1,1323,9,5.9,249,445.89999
18649,18649,132327,1,1323,8.9,6.6,248.89999,446.60001
18650,18650,132328,1,1323,10.5,7.6,250.5,447.60001
18651,18651,132329,1,1323,17,6.9,257,446.89999
18652,18652,132330,1,1323,19.5,10.2,259.5,450.20001
18653,18653,132331,1,1323,16,10.2,256,450.20001
18654,18654,132332,1,1323,19.2,14.2,259.20001,454.20001
18655,18655,132333,1,1323,14,14.6,254,454.60001
18656,18656,132334,1,1323,14.3,16.7,254.3,456.70001
18657,18657,132335,1,1323,12.1,15.6,252.10001,455.60001
18658,18658,132336,1,1323,12.1,17.8,252.10001,457.79999
18659,18659,132337,1,1323,5.8,20,245.8,460
18660,18660,132338,1,1323,5,18.9,245,458.89999
18661,18661,132339,1,1324,9.4,2.3,249.39999,462.29999
18662,18662,132340,1,1324,12.7,3.4,252.7,463.39999
18663,18663,132341,1,1324,18.1,1.7,258.10001,461.70001
18664,18664,132342,1,1324,20,4.1,260,464.10001
18665,18665,132343,1,1324,16,5.9,256,465.89999
18666,18666,132344,1,1324,16.5,8.4,256.5,468.39999
18667,18667,132345,1,1324,13.3,5.6,253.3,465.60001
18668,18668,132346,1,1324,11.5,7.7,251.5,467.70001
18669,18669,132347,1,1324,11.4,9.1,251.39999,469.10001
18670,18670,132348,1,1324,14.3,11,254.3,471
18671,18671,132349,1,1324,13.1,10.6,253.10001,470.60001
18672,18672,132350,1,1324,19.1,12.5,259.10001,472.5
18673,18673,132351,1,1324,19.9,11.3,259.89999,471.29999
18674,18674,132352,1,1324,18.9,14.9,258.89999,474.89999
18675,18675,132353,1,1324,15.7,15.2,255.7,475.20001
18676,18676,132354,1,1325,10.7,0,250.7,480
18677,18677,132355,1,1325,18.4,0,258.39999,480
18678,18678,132356,1,1325,17.1,4.6,257.10001,484.60001
18679,18679,132357,1,1325,16.9,5.4,256.89999,485.39999
18680,18680,132358,1,1325,13.6,7,253.60001,487
18681,18681,132359,1,1325,13.4,7.2,253.39999,487.20001
18682,18682,132360,1,1325,10.9,8.8,250.89999,488.79999
18683,18683,132361,1,1325,14.7,10.5,254.7,490.5
18684,18684,132362,1,1325,15.4,9.8,255.39999,489.79999
18685,18685,132363,1,1325,16.3,7.7,256.29999,487.70001
18686,18686,132364,1,1325,18.9,7.4,258.89999,487.39999
18687,18687,132365,1,1325,19,8.6,259,488.60001
18688,18688,132366,1,1325,16.3,11.1,256.29999,491.10001
18689,18689,132368,1,1325,15.8,14.9,255.8,494.89999
18690,18690,132369,1,1325,16.2,14.9,256.20001,494.89999
18691,18691,132370,1,1325,17.3,14.5,257.29999,494.5
18692,18692,132371,1,1325,19.9,12.9,259.89999,492.89999
18693,18693,132372,1,1325,20,15.9,260,495.89999
18694,18694,132373,1,1325,18.9,16.9,258.89999,496.89999
18695,18695,132374,1,1325,20,18.1,260,498.10001
18696,18696,132375,1,1325,16.6,18.3,256.60001,498.29999
18697,18697,132376,1,1326,10.4,0.4,250.39999,500.39999
18698,18698,132377,1,1326,10.3,3.2,250.3,503.20001
18699,18699,132378,1,1326,9.3,2.4,249.3,502.39999
18700,18700,132379,1,1326,17.1,1.1,257.10001,501.10001
18701,18701,132380,1,1326,17.8,5.8,257.79999,505.79999
18702,18702,132382,1,1326,14.7,4.7,254.7,504.70001
18703,18703,132384,1,1326,13,8.1,253,508.10001
18704,18704,132385,1,1326,16.1,3.9,256.10001,503.89999
18705,18705,132386,1,1326,19.2,10.7,259.20001,510.70001
18706,18706,132387,1,1326,14.9,11.9,254.89999,511.89999
18707,18707,132388,1,1326,11.7,14.1,251.7,514.09998
18708,18708,132389,1,1326,11.4,13.1,251.39999,513.09998
18709,18709,132390,1,1326,3.8,15.1,243.8,515.09998
18710,18710,132391,1,1326,19.4,15.3,259.39999,515.29999
18711,18711,132393,1,1326,18.9,18.3,258.89999,518.29999
18712,18712,132394,1,1326,15,17.7,255,517.70001
18713,18713,132395,1,1327,15.6,4.1,255.60001,524.09998
18714,18714,132396,1,1327,10.7,2.4,250.7,522.40002
18715,18715,132397,1,1327,11.1,7.2,251.10001,527.20001
18716,18716,132398,1,1327,16.1,10.8,256.10001,530.79999
