treeid,stemid,tag,stemtag,quadratname,lx,ly,px,py
1,1,10079,1,104,3.7,13,3.7,73
2,2,10168,1,103,17.3,18.9,17.3,58.9
3,3,10567,1,110,9,17.1,9,197.10001
4,4,12165,1,122,14.2,8.5,14.2,428.5
5,5,12190,1,122,9.4,16.4,9.4,436.39999
6,6,12192,1,122,1.3,14,1.3,434
7,7,12212,1,123,17.8,7.1,17.8,447.10001
8,8,12261,1,125,18,3.7,18,483.70001
9,9,12456,1,130,18,17.8,18,597.79999
10,10,12551,1,132,5.6,7.7,5.6,627.70001
11,11,12608,1,132,13.3,3.3,13.3,623.29999
12,12,12655,1,132,9,16.1,9,636.09998
13,13,20001,1,201,2.5,2.7,22.5,2.7
14,14,20002,1,201,2.2,3.6,22.2,3.6
15,15,20011,1,201,7.6,0.4,27.6,0.4
16,16,20012,1,201,10.7,1.5,30.7,1.5
17,17,20031,1,201,17.1,7.4,37.1,7.4
18,18,20036,1,201,20,13.2,40,13.2
19,19,20038,1,201,18.1,14.3,38.1,14.3
20,20,20053,1,201,6.7,9.3,26.7,9.3
21,21,20064,1,217,11.4,1.7,31.4,321.70001
22,22,20090,1,204,19.1,7.3,39.1,67.3
23,23,20106,1,202,5.7,8.3,25.7,28.3
24,24,20111,1,202,14.2,1.4,34.2,21.4
25,25,20114,1,202,15.8,2.2,35.8,22.2
26,26,20120,1,202,2.3,12.6,22.3,32.6
27,27,20132,1,202,13.2,13.9,33.2,33.9
28,28,20133,1,202,14.2,15.8,34.2,35.8
29,29,20151,1,203,11.5,5.8,31.5,45.8
30,30,20158,1,203,3.9,12.2,23.9,52.2
31,31,20163,1,203,2.2,14.6,22.2,54.6
32,32,20165,1,203,5.4,14.5,25.4,54.5
33,33,20168,1,203,16,13.1,36,53.1
34,34,20169,1,203,17.2,13.4,37.2,53.4
35,35,20172,1,203,18.4,15.4,38.4,55.4
36,36,20179,1,203,11.6,18.4,31.6,58.4
37,37,20180,1,203,11.5,18.2,31.5,58.2
38,38,20181,1,203,9.8,19.2,29.8,59.2
39,39,20186,1,205,1,7.5,21,87.5
40,40,20189,1,205,1.5,8.9,21.5,88.9
41,41,20193,1,205,0.3,9.8,20.3,89.8
42,42,20194,1,205,0.8,10,20.8,90
43,43,20216,1,204,14.1,7.1,34.1,67.1
44,44,20238,1,204,8.7,9,28.7,69
45,45,20241,1,204,7.9,11.4,27.9,71.4
46,46,20262,1,204,4.9,9.6,24.9,69.6
47,47,20290,1,204,2.2,14.8,22.2,74.8
48,48,20294,1,204,5.3,14.4,25.3,74.4
49,49,20318,1,205,12.5,10.1,32.5,90.1
50,50,20320,1,205,4.4,5.8,24.4,85.8
51,51,20335,1,205,5.4,13,25.4,93
52,52,20338,1,205,6.9,12.9,26.9,92.9
53,53,20357,1,205,7.9,9.1,27.9,89.1
54,54,20359,1,205,8.3,7.7,28.3,87.7
55,55,20360,1,205,10.6,8.1,30.6,88.1
56,56,20364,1,205,8.9,10.4,28.9,90.4
57,57,20365,1,205,9.2,7.1,29.2,87.1
58,58,20384,1,205,12.9,3.5,32.9,83.5
59,59,20426,1,204,4.3,16.4,24.3,76.4
60,60,20427,1,204,3.3,16.4,23.3,76.4
61,61,20445,1,204,1.4,16.6,21.4,76.6
62,62,20448,1,204,0,16.1,20,76.1
63,63,20452,1,204,1.9,19.9,21.9,79.9
64,64,20467,1,205,9.9,15.3,29.9,95.3
65,65,20471,1,205,5.7,14.5,25.7,94.5
66,66,20478,1,205,2.8,16,22.8,96
67,67,20482,1,205,3,16.6,23,96.6
68,68,20493,1,205,1.2,16.2,21.2,96.2
69,69,20513,1,206,6,6.5,26,106.5
70,70,20533,1,206,8.6,17.3,28.6,117.3
71,71,20578,1,207,8.9,15,28.9,135
72,72,20586,1,208,7,1.7,27,141.7
73,73,20631,1,209,11.4,15.6,31.4,175.60001
74,74,20632,1,209,6.4,13.8,26.4,173.8
75,75,20637,1,209,2.6,13.4,22.6,173.39999
76,76,20641,1,210,11,3,31,183
77,77,20825,1,216,14.7,7.2,34.7,307.20001
78,78,22108,1,219,10.5,14,30.5,374
79,79,22123,1,220,20,1.1,40,381.10001
80,80,22184,1,222,18.7,1.7,38.7,421.70001
81,81,30084,1,304,4.6,12.6,44.6,72.6
82,82,30103,1,301,15.4,3.3,55.4,3.3
83,83,30106,1,301,14.5,3.7,54.5,3.7
84,84,30145,1,302,11.5,16.3,51.5,36.3
85,85,30173,1,303,8,13.1,48,53.1
86,86,30176,1,303,18.8,15.1,58.8,55.1
87,87,30186,1,304,13.8,0.9,53.8,60.9
88,88,30203,1,304,15.8,13.6,55.8,73.6
89,89,30235,1,306,15.9,19.6,55.9,119.6
90,90,30362,1,307,12.8,17.1,52.8,137.10001
91,91,30367,1,308,18,0.6,58,140.60001
92,92,30384,1,308,19.7,17.8,59.7,157.8
93,93,30428,1,311,15.3,12.2,55.3,212.2
94,94,30431,1,312,8.3,3.1,48.3,223.10001
95,95,30560,1,315,6.7,15.3,46.7,295.29999
96,96,30612,1,316,20,10,60,310
97,97,30613,1,306,4,15.9,44,115.9
98,98,32077,1,317,11.2,3.4,51.2,323.39999
99,99,32128,1,321,4.5,4.3,44.5,404.29999
100,100,32285,1,324,12.5,16.3,52.5,476.29999
101,101,32417,1,329,7.1,7.3,47.1,567.29999
102,102,32447,1,329,0.8,15.5,40.8,575.5
103,103,32454,1,330,9.9,0.6,49.9,580.59998
104,104,40024,1,401,6.9,12.6,66.9,12.6
105,105,40115,1,402,4.7,17.8,64.7,37.8
106,106,40452,1,404,4.4,1.5,64.4,61.5
107,107,40453,1,404,6.5,0.9,66.5,60.9
108,108,40618,1,406,13.5,14.9,73.5,114.9
109,109,40631,1,407,20,9.3,80,129.3
110,110,40659,1,409,13.1,7,73.1,167
111,111,40664,1,409,19.4,18,79.4,178
112,112,40705,1,409,12,16.1,72,176.10001
113,113,40758,1,410,1.8,11.7,61.8,191.7
114,114,40798,1,411,2.4,0.8,62.4,200.8
115,115,40865,1,412,18.3,0.8,78.3,220.8
116,116,40873,1,412,15.9,13.4,75.9,233.39999
117,117,40881,1,412,2.1,16.9,62.1,236.89999
118,118,40915,1,411,0.1,17.2,60.1,217.2
119,119,40917,1,412,12.8,2.2,72.8,222.2
120,120,40919,1,412,4.3,7.6,64.3,227.60001
121,121,40969,1,415,4.6,6.6,64.6,286.60001
122,122,40982,1,416,2.5,2.7,62.5,302.70001
123,123,40991,1,416,11.2,3.4,71.2,303.39999
124,124,41021,1,416,15.5,4.8,75.5,304.79999
125,125,41047,1,403,15.4,17.8,75.4,57.8
126,126,42119,1,421,0.6,0.2,60.6,400.20001
127,127,42340,1,426,12.7,14.1,72.7,514.09998
128,128,42553,1,431,9.8,7.7,69.8,607.70001
129,129,50005,1,501,10.8,0.4,90.8,0.4
130,130,50015,1,501,11.9,5,91.9,5
131,131,50171,1,503,5.3,7,85.3,47
132,132,50199,1,504,7.6,10.2,87.6,70.2
133,133,50313,1,505,1.8,15,81.8,95
134,134,50335,1,506,2.2,12.8,82.2,112.8
135,135,50414,1,506,15.5,17.2,95.5,117.2
136,136,50469,1,509,9.4,15.5,89.4,175.5
137,137,50501,1,510,4.3,2.8,84.3,182.8
138,138,50571,1,515,10.8,6.3,90.8,286.29999
139,139,50594,1,516,16.7,15.1,96.7,315.10001
140,140,52219,1,523,18.1,8.2,98.1,448.20001
141,141,60032,1,602,9.6,18.3,109.6,38.3
142,142,60057,1,603,14.7,11.7,114.7,51.7
143,143,60063,1,603,19.2,19.5,119.2,59.5
144,144,60084,1,605,15.5,1.6,115.5,81.6
145,145,60095,1,605,9.9,6.8,109.9,86.8
146,146,60102,1,605,19.5,9.6,119.5,89.6
147,147,60173,1,609,11.9,6.8,111.9,166.8
148,148,60200,1,610,19,11.3,119,191.3
149,149,60340,1,607,2.2,14.9,102.2,134.89999
150,150,60391,1,610,6.2,2.2,106.2,182.2
151,151,60393,1,610,13.4,4.5,113.4,184.5
152,152,60394,1,610,8.9,4.8,108.9,184.8
153,153,60396,1,610,5.2,4.5,105.2,184.5
154,154,60445,1,613,5.3,15.9,105.3,255.89999
155,155,60503,1,610,13.4,15.9,113.4,195.89999
156,156,60515,1,611,16.9,7.4,116.9,207.39999
157,157,60553,1,613,20,18.3,120,258.29999
158,158,70034,1,702,1.6,17.1,121.6,37.1
159,159,70039,1,702,9.5,18.1,129.5,38.1
160,160,70048,1,703,8.3,1.7,128.3,41.7
161,161,70062,1,703,6.3,6.6,126.3,46.6
162,162,70095,1,704,5.7,12.7,125.7,72.7
163,163,70097,1,704,6.3,13.4,126.3,73.4
164,164,70098,1,704,6.9,14.7,126.9,74.7
165,165,70112,1,705,6.6,0,126.6,80
166,166,70118,1,705,1.3,11.6,121.3,91.6
167,167,70130,1,705,4,14.2,124,94.2
168,168,70133,1,705,3.7,18.5,123.7,98.5
169,169,70140,1,706,3.3,3.4,123.3,103.4
170,170,70145,1,706,8.8,7.2,128.8,107.2
171,171,70166,1,707,4.6,3.3,124.6,123.3
172,172,70281,1,704,12.2,15.8,132.2,75.8
173,173,70286,1,704,16.5,18.6,136.5,78.6
174,174,70289,1,705,18.7,4.3,138.7,84.3
175,175,70291,1,705,15.6,3.5,135.60001,83.5
176,176,70296,1,705,12.5,1.3,132.5,81.3
177,177,70304,1,705,16,13.1,136,93.1
178,178,70313,1,705,13,20,133,100
179,179,70338,1,707,14.1,2.6,134.10001,122.6
180,180,70341,1,707,9.7,14.7,129.7,134.7
181,181,70494,1,714,0.4,15.7,120.4,275.70001
182,182,70517,1,710,10.7,18.1,130.7,198.10001
183,183,70547,1,712,11.5,4.4,131.5,224.39999
184,184,70609,1,715,17.4,15.7,137.39999,295.70001
185,185,72041,1,717,14.3,18,134.3,338
186,186,80002,1,801,8.3,6.5,148.3,6.5
187,187,80041,1,802,8.8,16.2,148.8,36.2
188,188,80099,1,804,1.5,13.3,141.5,73.3
189,189,80124,1,802,18.2,4.4,158.2,24.4
190,190,80129,1,802,13.7,3.6,153.7,23.6
191,191,80132,1,802,10.6,4.7,150.60001,24.7
192,192,80163,1,803,15.5,16.4,155.5,56.4
193,193,80192,1,804,17.1,10.3,157.10001,70.3
194,194,80197,1,804,19.6,14.1,159.60001,74.1
195,195,80198,1,804,17.7,15.9,157.7,75.9
196,196,80254,1,805,18.4,16.5,158.39999,96.5
197,197,80267,1,806,0.1,11.2,140.10001,111.2
198,198,80314,1,806,8.2,17.4,148.2,117.4
199,199,80321,1,806,14.1,16.4,154.10001,116.4
200,200,80345,1,807,18.4,0.5,158.39999,120.5
201,201,80373,1,807,17.2,12,157.2,132
202,202,80388,1,807,14.8,14.3,154.8,134.3
203,203,80578,1,815,7.5,7.6,147.5,287.60001
204,204,80606,1,810,1.5,6.3,141.5,186.3
205,205,80680,1,814,16.9,11.9,156.89999,271.89999
206,206,80684,1,814,12.6,15.3,152.60001,275.29999
207,207,80700,1,816,0.4,20,140.39999,320
208,208,80713,1,810,13.6,11.2,153.60001,191.2
209,209,90019,1,901,4.1,18.1,164.10001,18.1
210,210,90027,1,901,9.1,15.7,169.10001,15.7
211,211,90033,1,901,11.4,17.9,171.39999,17.9
212,212,90053,1,902,9.8,1,169.8,21
213,213,90100,1,902,13.8,13.9,173.8,33.9
214,214,90105,1,902,16.9,11.1,176.89999,31.1
215,215,90178,1,904,4.2,13.8,164.2,73.8
216,216,90206,1,901,14.4,11.2,174.39999,11.2
217,217,90247,1,902,19.2,5.6,179.2,25.6
218,218,90352,1,905,0.4,5.1,160.39999,85.1
219,219,90383,1,905,18.2,18.4,178.2,98.4
220,220,90387,1,905,16.5,15.4,176.5,95.4
221,221,90413,1,904,11.7,17.2,171.7,77.2
222,222,90435,1,905,11.5,0.6,171.5,80.6
223,223,90448,1,905,18.7,3.3,178.7,83.3
224,224,90493,1,907,20,0.6,180,120.6
225,225,90505,1,909,19.3,10.2,179.3,170.2
226,226,90633,1,911,2,18.7,162,218.7
227,227,90681,1,914,9.4,17,169.39999,277
228,228,90685,1,915,12.2,4.8,172.2,284.79999
229,229,90695,1,915,3,17.3,163,297.29999
230,230,90706,1,915,16.7,18.2,176.7,298.20001
231,231,91314,1,906,14.7,17.1,174.7,117.1
232,232,91342,1,907,10.2,15.7,170.2,135.7
233,233,91343,1,907,12,17,172,137
234,234,91358,1,908,8.2,3.2,168.2,143.2
235,235,91363,1,908,3.2,3.3,163.2,143.3
236,236,91421,1,906,16.3,20,176.3,120
237,237,91456,1,907,14.3,17.2,174.3,137.2
238,238,92029,1,917,11.5,14,171.5,334
239,239,92154,1,920,16.6,16.6,176.60001,396.60001
240,240,92205,1,921,2.4,18.4,162.39999,418.39999
241,241,92260,1,923,7.5,9.1,167.5,449.10001
242,242,92270,1,923,19.8,5.2,179.8,445.20001
243,243,92356,1,924,15,1.2,175,461.20001
244,244,92384,1,925,2.2,1.5,162.2,481.5
245,245,92385,1,925,2.8,5.9,162.8,485.89999
246,246,92423,1,926,10,5.1,170,505.10001
247,247,92425,1,926,19,13.5,179,513.5
248,248,92441,1,926,4.6,19.5,164.60001,519.5
249,249,100004,1,1001,11.2,1.2,191.2,1.2
250,250,100031,1,1001,15.8,6.5,195.8,6.5
251,251,100090,1,1001,11.3,12,191.3,12
252,252,100099,1,1001,14.6,15.4,194.60001,15.4
253,253,100108,1,1001,15.8,19.5,195.8,19.5
254,254,100144,1,1002,10.5,7.8,190.5,27.8
255,255,100162,1,1002,15.3,12,195.3,32
256,256,100181,1,1002,19.1,9.3,199.10001,29.3
257,257,100222,1,1001,2.6,20,182.60001,20
258,258,100225,1,1001,4.1,20,184.10001,20
259,259,100240,1,1001,7.1,8.5,187.10001,8.5
260,260,100241,1,1001,8.9,10.9,188.89999,10.9
261,261,100244,1,1001,8,9.7,188,9.7
262,262,100255,1,1001,10,14.8,190,14.8
263,263,100269,1,1001,8.8,19,188.8,19
264,264,100294,1,1002,9,0.3,189,20.3
265,265,100341,1,1002,5.1,10.2,185.10001,30.2
266,266,100351,1,1002,7.7,13.2,187.7,33.2
267,267,100358,1,1002,6.1,12,186.10001,32
268,268,100360,1,1002,5.5,11.5,185.5,31.5
269,269,100362,1,1002,4.3,11.8,184.3,31.8
270,270,100367,1,1002,3.6,12.3,183.60001,32.3
271,271,100369,1,1002,5.2,13.3,185.2,33.3
272,272,100407,1,1002,18.8,18.8,198.8,38.8
273,273,100409,1,1002,18.1,20,198.10001,40
274,274,100411,1,1002,15.9,20,195.89999,40
275,275,100425,1,1002,13.3,16.9,193.3,36.9
276,276,100426,1,1002,13.8,14.2,193.8,34.2
277,277,100429,1,1002,12.5,15.4,192.5,35.4
278,278,100432,1,1002,11.1,19.2,191.10001,39.2
279,279,100439,1,1003,19.8,3.3,199.8,43.3
280,280,100462,1,1003,17,4.1,197,44.1
281,281,100475,1,1003,16.8,8.6,196.8,48.6
282,282,100500,1,1003,18,14.1,198,54.1
283,283,100512,1,1003,11.7,13.1,191.7,53.1
284,284,100513,1,1003,11.2,11.4,191.2,51.4
285,285,100520,1,1004,14.7,0.7,194.7,60.7
286,286,100528,1,1004,13.1,2.4,193.10001,62.4
287,287,100583,1,1005,12.5,5.2,192.5,85.2
288,288,100595,1,1005,10.3,8.9,190.3,88.9
289,289,100598,1,1005,10.9,6.8,190.89999,86.8
290,290,100600,1,1005,14,12.6,194,92.6
291,291,100607,1,1003,12,3.7,192,43.7
292,292,100637,1,1003,8.4,9.1,188.39999,49.1
293,293,100646,1,1003,4.1,9.8,184.10001,49.8
294,294,100653,1,1003,7.9,11.9,187.89999,51.9
295,295,100656,1,1003,9,13.3,189,53.3
296,296,100667,1,1003,4.9,19.6,184.89999,59.6
297,297,100758,1,1005,1.1,9.2,181.10001,89.2
298,298,100787,1,1006,4.5,3.6,184.5,103.6
299,299,100802,1,1005,14.2,11.7,194.2,91.7
300,300,100808,1,1005,18.5,11.9,198.5,91.9
301,301,100812,1,1005,17.8,15.5,197.8,95.5
302,302,100817,1,1005,18.6,18,198.60001,98
303,303,100820,1,1005,16.5,18,196.5,98
304,304,100827,1,1006,18,1.9,198,101.9
305,305,100839,1,1006,15.2,10.5,195.2,110.5
306,306,100843,1,1006,20,9.3,200,109.3
307,307,100846,1,1006,20,11.8,200,111.8
308,308,100847,1,1006,17.1,11.9,197.10001,111.9
309,309,100849,1,1006,16.2,12.8,196.2,112.8
310,310,100850,1,1006,15.1,11.5,195.10001,111.5
311,311,100851,1,1006,15.1,14,195.10001,114
312,312,100852,1,1006,15.4,16.1,195.39999,116.1
313,313,100859,1,1006,19.4,14.5,199.39999,114.5
314,314,100862,1,1006,19.3,18.2,199.3,118.2
315,315,100863,1,1006,18.1,15.6,198.10001,115.6
316,316,100864,1,1006,12.4,19.1,192.39999,119.1
317,317,100871,1,1007,14.2,1.4,194.2,121.4
318,318,100873,1,1007,16.5,3.9,196.5,123.9
319,319,100875,1,1007,19.7,6.5,199.7,126.5
320,320,100878,1,1007,12.8,6.3,192.8,126.3
321,321,100888,1,1007,14.1,16.1,194.10001,136.10001
322,322,100920,1,1008,14.9,14.8,194.89999,154.8
323,323,101001,1,1006,9.6,7.4,189.60001,107.4
324,324,101101,1,1010,1.2,3.1,181.2,183.10001
325,325,101263,1,1015,4.7,16.1,184.7,296.10001
326,326,101283,1,1016,17,5.9,197,305.89999
327,327,101284,1,1016,15.8,5.1,195.8,305.10001
328,328,102184,1,1020,4.4,17.4,184.39999,397.39999
329,329,110003,1,1101,19.8,1.8,219.8,1.8
330,330,110006,1,1101,17.9,1.1,217.89999,1.1
331,331,110019,1,1101,11.5,2,211.5,2
332,332,110022,1,1101,12.9,0.9,212.89999,0.9
333,333,110026,1,1101,10.1,3.1,210.10001,3.1
334,334,110031,1,1101,13.8,4.9,213.8,4.9
335,335,110044,1,1101,18.8,6.4,218.8,6.4
336,336,110065,1,1101,16,10.8,216,10.8
337,337,110094,1,1101,13,10.9,213,10.9
338,338,110105,1,1101,17.5,14,217.5,14
339,339,110108,1,1101,11.6,15.6,211.60001,15.6
340,340,110131,1,1101,11.4,19.7,211.39999,19.7
341,341,110146,1,1101,16.1,19.5,216.10001,19.5
342,342,110180,1,1102,17.7,0.9,217.7,20.9
343,343,110191,1,1102,13.5,2.7,213.5,22.7
344,344,110192,1,1102,12.6,6.5,212.60001,26.5
345,345,110198,1,1102,9.6,3.8,209.60001,23.8
346,346,110210,1,1101,3.1,2.8,203.10001,2.8
347,347,110296,1,1102,2.4,3.1,202.39999,23.1
348,348,110389,1,1103,0.7,3,200.7,43
349,349,110398,1,1103,3.9,2.4,203.89999,42.4
350,350,110407,1,1102,15.3,5.9,215.3,25.9
351,351,110412,1,1102,13.7,6,213.7,26
352,352,110415,1,1102,16.5,3,216.5,23
353,353,110416,1,1102,18,1.8,218,21.8
354,354,110446,1,1102,0,0,200,20
355,355,110466,1,1102,9,9,209,29
356,356,110481,1,1102,19.6,17.5,219.60001,37.5
357,357,110487,1,1102,15.8,19,215.8,39
358,358,110489,1,1102,15,14,215,34
359,359,110491,1,1102,15,13.1,215,33.1
360,360,110493,1,1102,8.5,14.1,208.5,34.1
361,361,110495,1,1102,16.1,15.4,216.10001,35.4
362,362,110498,1,1102,12.7,17.2,212.7,37.2
363,363,110502,1,1102,10.7,20,210.7,40
364,364,110507,1,1102,9.6,18.4,209.60001,38.4
365,365,110520,1,1103,19.2,0.3,219.2,40.3
366,366,110525,1,1103,16.7,2.2,216.7,42.2
367,367,110531,1,1103,15.2,3.8,215.2,43.8
368,368,110538,1,1103,17.2,2.6,217.2,42.6
369,369,110539,1,1103,15.1,4,215.10001,44
370,370,110557,1,1103,16.1,7.1,216.10001,47.1
371,371,110558,1,1103,16,9.1,216,49.1
372,372,110563,1,1103,20,14.8,220,54.8
373,373,110592,1,1103,12.1,15.4,212.10001,55.4
374,374,110594,1,1103,14.8,14.3,214.8,54.3
375,375,110597,1,1103,12.2,14.6,212.2,54.6
376,376,110608,1,1103,10.3,2,210.3,42
377,377,110611,1,1103,10.6,4,210.60001,44
378,378,110626,1,1103,5,10.1,205,50.1
379,379,110677,1,1104,4.8,4.1,204.8,64.1
380,380,110720,1,1103,6.4,19.8,206.39999,59.8
381,381,110724,1,1103,7.3,16.1,207.3,56.1
382,382,110725,1,1103,8,15.1,208,55.1
383,383,110731,1,1103,5,17,205,57
384,384,110744,1,1104,16.7,0.1,216.7,60.1
385,385,110764,1,1104,15.8,5,215.8,65
386,386,110773,1,1104,15.9,6.4,215.89999,66.4
387,387,110781,1,1104,10.3,6,210.3,66
388,388,110782,1,1104,11.3,9.9,211.3,69.9
389,389,110784,1,1104,13.2,7.9,213.2,67.9
390,390,110846,1,1105,5.2,15.4,205.2,95.4
391,391,110863,1,1106,0.9,1.8,200.89999,101.8
392,392,110872,1,1106,7.7,1.9,207.7,101.9
393,393,110912,1,1105,14.5,8.5,214.5,88.5
394,394,110917,1,1105,18.3,12,218.3,92
395,395,110918,1,1105,20,14.9,220,94.9
396,396,110922,1,1105,18.9,17.4,218.89999,97.4
397,397,110939,1,1106,15.6,0.5,215.60001,100.5
398,398,110955,1,1106,14,7.1,214,107.1
399,399,110959,1,1106,19,11.4,219,111.4
400,400,110964,1,1106,15.3,15.6,215.3,115.6
401,401,110986,1,1106,6.6,12.8,206.60001,112.8
402,402,110989,1,1106,2.9,14.7,202.89999,114.7
403,403,110997,1,1107,18.9,1,218.89999,121
404,404,111009,1,1107,17.6,7.7,217.60001,127.7
405,405,111010,1,1107,15.3,6.1,215.3,126.1
406,406,111026,1,1107,13.6,15.5,213.60001,135.5
407,407,111034,1,1107,7.4,16.8,207.39999,136.8
408,408,111104,1,1107,8,5.1,208,125.1
409,409,111108,1,1107,4.8,5.4,204.8,125.4
410,410,111271,1,1115,19.9,15.5,219.89999,295.5
411,411,111281,1,1115,19.7,18.9,219.7,298.89999
412,412,111298,1,1116,9.6,17.1,209.60001,317.10001
413,413,111364,1,1116,8,16.4,208,316.39999
414,414,112016,1,1117,17.4,13.4,217.39999,333.39999
415,415,112028,1,1117,10.8,14,210.8,334
416,416,112038,1,1118,11.6,3.3,211.60001,343.29999
417,417,112059,1,1117,0.3,7.2,200.3,327.20001
418,418,112064,1,1117,2.6,11.7,202.60001,331.70001
419,419,120001,1,1201,9.5,0.8,229.5,0.8
420,420,120004,1,1201,6.2,4,226.2,4
421,421,120005,1,1201,9,2.9,229,2.9
422,422,120018,1,1201,4.5,1.3,224.5,1.3
423,423,120030,1,1201,11,3.1,231,3.1
424,424,120084,1,1201,12.5,19,232.5,19
425,425,120098,1,1201,7,16,227,16
426,426,120100,1,1201,8,17.5,228,17.5
427,427,120104,1,1201,12,17.5,232,17.5
428,428,120120,1,1201,0,16,220,16
429,429,120148,1,1202,13.6,4.3,233.60001,24.3
430,430,120163,1,1202,5.7,8.6,225.7,28.6
431,431,120204,1,1201,1.6,3.2,221.60001,3.2
432,432,120205,1,1201,3.2,2,223.2,2
433,433,120228,1,1201,5,8.8,225,8.8
434,434,120293,1,1201,8.1,13,228.10001,13
435,435,120302,1,1201,3.8,13.5,223.8,13.5
436,436,120329,1,1202,18,7.5,238,27.5
437,437,120350,1,1202,7.7,10.5,227.7,30.5
438,438,120362,1,1202,12.1,10.4,232.10001,30.4
439,439,120366,1,1202,13.4,12,233.39999,32
440,440,120399,1,1202,18.6,0.9,238.60001,20.9
441,441,120400,1,1203,18.8,1.6,238.8,41.6
442,442,120409,1,1202,2,12.2,222,32.2
443,443,120458,1,1202,18.8,15.2,238.8,35.2
444,444,120459,1,1202,18,15.5,238,35.5
445,445,120495,1,1203,6.3,3.4,226.3,43.4
446,446,120501,1,1203,6.9,6.9,226.89999,46.9
447,447,120504,1,1203,4.1,3.6,224.10001,43.6
448,448,120512,1,1203,2,5.3,222,45.3
449,449,120513,1,1203,0.8,6.2,220.8,46.2
450,450,120519,1,1203,4.9,6.5,224.89999,46.5
451,451,120533,1,1203,4.3,9.8,224.3,49.8
452,452,120540,1,1203,0.9,9.3,220.89999,49.3
453,453,120554,1,1203,10.5,5.2,230.5,45.2
454,454,120556,1,1203,5.2,12.2,225.2,52.2
455,455,120568,1,1203,5,14.3,225,54.3
456,456,120588,1,1203,0.8,17.3,220.8,57.3
457,457,120593,1,1203,2.5,18.5,222.5,58.5
458,458,120600,1,1203,4.3,19.3,224.3,59.3
459,459,120627,1,1203,11,3,231,43
460,460,120645,1,1203,17.9,9.2,237.89999,49.2
461,461,120676,1,1203,13,13.3,233,53.3
462,462,120720,1,1203,5.4,19.2,225.39999,59.2
463,463,120737,1,1204,8.9,1.6,228.89999,61.6
464,464,120746,1,1204,4.3,6.9,224.3,66.9
465,465,120758,1,1204,9.9,9.2,229.89999,69.2
466,466,120769,1,1204,11.5,17.4,231.5,77.4
467,467,120776,1,1204,18.3,18.8,238.3,78.8
468,468,120780,1,1205,3,1.9,223,81.9
469,469,120791,1,1205,6.9,7.8,226.89999,87.8
470,470,120795,1,1205,9.2,8.4,229.2,88.4
471,471,120843,1,1205,16.6,3.2,236.60001,83.2
472,472,120847,1,1205,12,3.3,232,83.3
473,473,120856,1,1205,15,3.5,235,83.5
474,474,120872,1,1205,16,12.5,236,92.5
475,475,120873,1,1205,17,12.4,237,92.4
476,476,120878,1,1205,19.9,14.3,239.89999,94.3
477,477,120883,1,1205,12.1,13.3,232.10001,93.3
478,478,120889,1,1205,11.8,15.3,231.8,95.3
479,479,120891,1,1205,14.1,17,234.10001,97
480,480,120901,1,1205,12,20,232,100
481,481,120920,1,1206,14.8,11.1,234.8,111.1
482,482,120928,1,1206,12,2.2,232,102.2
483,483,120932,1,1206,10.2,10.3,230.2,110.3
484,484,120954,1,1206,15,17.7,235,117.7
485,485,120972,1,1207,12.5,0.3,232.5,120.3
486,486,121004,1,1205,5.6,12,225.60001,92
487,487,121008,1,1205,0.2,9,220.2,89
488,488,121012,1,1205,7.8,15.5,227.8,95.5
489,489,121018,1,1205,2.1,19.6,222.10001,99.6
490,490,121025,1,1206,9,1,229,101
491,491,121031,1,1206,7.4,3.8,227.39999,103.8
492,492,121037,1,1206,0.4,8,220.39999,108
493,493,121063,1,1206,1.5,15.4,221.5,115.4
494,494,121065,1,1206,1.9,17.3,221.89999,117.3
495,495,121094,1,1207,8.9,8.6,228.89999,128.60001
496,496,121124,1,1208,18,1.9,238,141.89999
497,497,121134,1,1208,13.3,4.8,233.3,144.8
498,498,121138,1,1208,19,3.1,239,143.10001
499,499,121146,1,1208,15.3,8.6,235.3,148.60001
500,500,121159,1,1208,19.6,16.5,239.60001,156.5
501,501,121171,1,1209,11.6,4.2,231.60001,164.2
502,502,121177,1,1209,13,7.1,233,167.10001
503,503,121208,1,1207,8,15,228,135
504,504,121214,1,1207,10.6,15.3,230.60001,135.3
505,505,121241,1,1208,7.5,8.4,227.5,148.39999
506,506,121371,1,1216,4.7,15.1,224.7,315.10001
507,507,121444,1,1215,11.9,6.5,231.89999,286.5
508,508,121448,1,1215,16.9,12.3,236.89999,292.29999
509,509,121455,1,1216,16.5,3.6,236.5,303.60001
510,510,122024,1,1217,18.9,15,238.89999,335
511,511,122287,1,1224,10.9,4.2,230.89999,464.20001
512,512,130019,1,1301,7.3,7.1,247.3,7.1
513,513,130026,1,1301,8.1,9.9,248.10001,9.9
514,514,130066,1,1301,3.2,11.3,243.2,11.3
515,515,130141,1,1301,1.4,19.4,241.39999,19.4
516,516,130142,1,1301,2.3,19.8,242.3,19.8
517,517,130189,1,1302,1.4,16.7,241.39999,36.7
518,518,130215,1,1301,14.3,5.3,254.3,5.3
519,519,130229,1,1301,16,7.7,256,7.7
520,520,130255,1,1301,18.1,14.8,258.10001,14.8
521,521,130262,1,1301,13.2,12.6,253.2,12.6
522,522,130270,1,1301,13.9,14.2,253.89999,14.2
523,523,130281,1,1301,17.4,18.4,257.39999,18.4
