tag,stemtag,species.code,species,height.year,height.m,DBH.2008.cm,DBH.2013.cm,DBH.with.height.cm,researcher,publication,publication.doi,data.publication.doi,source.file,source.file.prior
170801,1,aial,Ailanthus altissima,2012,18.2,16.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
170801,2,aial,Ailanthus altissima,2012,6.7,3.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
171154,1,prse,Prunus serotina,2012,25.5,50.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
171384,1,prav,Prunus avium,2012,12.0,12.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
172434,1,prav,Prunus avium,2012,6.9,5.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180036,1,ploc,Platanus occidentalis,2012,10.3,8.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180208,1,prse,Prunus serotina,2012,12.7,21.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180449,1,aial,Ailanthus altissima,2012,27.0,32.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180784,1,cato,Carya tomentosa,2012,27.7,57.3,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180813,1,ceoc,Celtis occidentalis,2012,13.1,15.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180975,1,ceoc,Celtis occidentalis,2012,7.4,12.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180983,1,ceoc,Celtis occidentalis,2012,13.9,15.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
180991,1,ploc,Platanus occidentalis,2012,35.6,92.3,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
181510,1,aial,Ailanthus altissima,2012,9.7,5.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
181542,1,aial,Ailanthus altissima,2012,8.0,4.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
181563,1,aial,Ailanthus altissima,2012,11.8,5.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
181567,1,aial,Ailanthus altissima,2012,10.5,4.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
182318,1,ploc,Platanus occidentalis,2012,36.5,72.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
200347,1,ploc,Platanus occidentalis,2012,36.6,50.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
202554,1,ceoc,Celtis occidentalis,2012,3.2,4.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
202593,1,ceoc,Celtis occidentalis,2012,14.4,18.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
202922,1,ceoc,Celtis occidentalis,2012,9.2,16.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
202945,1,ceoc,Celtis occidentalis,2012,16.9,18.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
10494,1,havi,Hamamelis virginiana,2012,8.5,11.4,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
10498,1,caca,Carpinus caroliniana,2012,8.4,12.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
10561,1,caovl,Carya ovalis,2012,34.5,46.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
20720,1,aial,Ailanthus altissima,2012,7.2,2.5,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
20739,1,caca,Carpinus caroliniana,2012,7.5,9.7,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
20829,1,caovl,Carya ovalis,2012,33.2,45.4,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
20833,1,caovl,Carya ovalis,2012,39.5,62.4,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
32029,1,havi,Hamamelis virginiana,2012,5.4,8.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
32115,1,caca,Carpinus caroliniana,2012,4.0,5.4,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
32486,1,caovl,Carya ovalis,2012,28.2,50.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
40955,1,acru,Acer rubrum,2012,30.6,29.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
42580,1,caovl,Carya ovalis,2012,29.7,32.6,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
42585,1,caovl,Carya ovalis,2012,30.9,56.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
50484,1,quru,Quercus rubra,2012,33.3,44.2,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
50528,1,havi,Hamamelis virginiana,2012,7.8,7.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
52087,1,quru,Quercus rubra,2012,35.3,143.2,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
52190,1,quru,Quercus rubra,2012,32.0,93.2,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
52245,1,caovl,Carya ovalis,2012,20.3,22.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
60432,1,caco,Carya cordiformis,2012,37.4,44.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
60433,1,caca,Carpinus caroliniana,2012,10.1,18.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
70581,1,quru,Quercus rubra,2012,36.1,58.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
72094,1,acru,Acer rubrum,2012,5.6,3.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
72103,1,acru,Acer rubrum,2012,6.0,5.4,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
72337,1,quru,Quercus rubra,2012,31.9,87.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
80507,1,caovl,Carya ovalis,2012,29.5,26.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
80554,1,caovl,Carya ovalis,2012,31.5,45.7,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
80614,1,caco,Carya cordiformis,2012,10.6,10.5,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
80640,1,caovl,Carya ovalis,2012,31.8,54.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
80774,1,acru,Acer rubrum,2012,17.9,30.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
90719,1,acru,Acer rubrum,2012,17.4,17.7,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
91302,1,caovl,Carya ovalis,2012,32.0,60.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
91332,1,caovl,Carya ovalis,2012,28.7,47.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
91385,1,caovl,Carya ovalis,2012,36.2,42.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
92018,1,acru,Acer rubrum,2012,24.1,50.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
92035,1,acru,Acer rubrum,2012,24.2,37.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
92081,1,acru,Acer rubrum,2012,5.4,3.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
92348,1,caovl,Carya ovalis,2012,22.2,48.7,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
112057,1,acru,Acer rubrum,2012,30.7,69.2,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
112497,1,ulru,Ulmus rubra,2012,6.6,6.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
121314,1,caco,Carya cordiformis,2012,20.5,22.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
121434,1,quru,Quercus rubra,2012,30.8,72.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
121440,1,havi,Hamamelis virginiana,2012,6.8,6.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
122006,1,acru,Acer rubrum,2012,23.7,39.5,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
130768,1,ulru,Ulmus rubra,2012,2.7,1.6,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
131130,1,caco,Carya cordiformis,2012,15.8,12.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
131364,1,acru,Acer rubrum,2012,32.8,39.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
132287,1,caovl,Carya ovalis,2012,11.4,10.4,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
132378,1,caco,Carya cordiformis,2012,3.6,3.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
140875,1,caco,Carya cordiformis,2012,36.0,51.7,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
140882,1,caco,Carya cordiformis,2012,15.6,15.4,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
141075,1,caco,Carya cordiformis,2012,24.4,19.2,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
141135,1,caco,Carya cordiformis,2012,32.9,48.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
142021,1,caovl,Carya ovalis,2012,16.2,17.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
142065,1,caco,Carya cordiformis,2012,30.6,34.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
151160,1,caco,Carya cordiformis,2012,37.9,68.2,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
152016,1,caovl,Carya ovalis,2012,3.5,2.2,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
161525,1,caco,Carya cordiformis,2012,32.3,39.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
171409,1,caovl,Carya ovalis,2012,39.6,63.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
182001,1,caovl,Carya ovalis,2012,28.7,26.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
182385,1,caco,Carya cordiformis,2012,10.9,9.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
182425,1,quru,Quercus rubra,2012,32.0,93.6,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
190694,1,quru,Quercus rubra,2012,40.0,127.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
190759,1,caco,Carya cordiformis,2012,7.2,6.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
192133,1,caovl,Carya ovalis,2012,32.8,54.7,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
192466,1,quru,Quercus rubra,2012,29.9,78.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
192537,1,quru,Quercus rubra,2012,10.5,7.8,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
192554,1,quru,Quercus rubra,2012,10.8,13.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
192619,1,quru,Quercus rubra,2012,37.0,75.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
201131,1,quru,Quercus rubra,2012,7.4,5.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
201235,1,caco,Carya cordiformis,2012,11.2,16.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
202323,1,quru,Quercus rubra,2012,29.0,62.1,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
202332,1,quru,Quercus rubra,2012,31.4,71.9,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
202496,1,quru,Quercus rubra,2012,13.3,23.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
202734,1,ulru,Ulmus rubra,2012,12.1,14.5,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
202791,1,quru,Quercus rubra,2012,23.1,31.3,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
202902,1,quru,Quercus rubra,2012,10.9,9.0,NA,NA,Jonathan Thompson,NA,NA,NA,Tree height Jonathan.xls (159 trees tab),
10035,1,acru,Acer rubrum,2018,24.7,NA,46.7,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
10484,1,acru,Acer rubrum,2018,24.0,NA,26.18,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
20331,1,fram,Fraxinus americana,2018,22.9,NA,70.8,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
30308,1,fram,Fraxinus americana,2018,19.6,NA,43.5,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
50380,1,cagl,Carya glabra,2018,36.0,NA,29.25,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
70178,1,litu,Liriodendron tulipifera,2018,24.2,NA,36.61,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
70606,1,litu,Liriodendron tulipifera,2018,28.9,NA,43.49,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
80463,1,litu,Liriodendron tulipifera,2018,41.2,NA,58.86,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
90043,1,quve,Quercus velutina,2018,33.9,NA,143.7,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
90512,1,litu,Liriodendron tulipifera,2018,39.5,NA,48.07,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
90529,1,quru,Quercus rubra,2018,24.6,NA,32,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
90546,1,qual,Quercus alba,2018,36.7,NA,66.49,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
90645,1,litu,Liriodendron tulipifera,2018,24.9,NA,16.39,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
100893,1,litu,Liriodendron tulipifera,2018,31.0,NA,44.91,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
101041,1,cagl,Carya glabra,2018,18.8,NA,27.5,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
50499,1,quru,Quercus rubra,2018,33.8,NA,62.47,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
50540,1,litu,Liriodendron tulipifera,2018,34.9,NA,63.38,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
90283,1,qual,Quercus alba,2018,32.3,NA,48.7,NA,Sarah Macey (GIS Lab),NA,NA,NA,V:\SIGEO\Canopy_Height_SIGEO\TreeHeights_7-13-18_Sarah Macey,NA
