"tag","sp","stemtag","quadrat","treeID","stemID","dbh2008","dbh2013","dbh2018","biannual","intraannual","cored","year.cored","status","illum","crown.condition","crown.position","tree.notes","lx","ly","gx","gy","NAD83_X","NAD83_Y","lat","lon"
160777,"litu",1,1608,23089,23089,434.2,464.9,493,0,0,1,"2010-2011","alive",5,4,"canopy","",12.4,9.3,312.4,149.3,747694.4,4308663,38.89194,-78.14411
160930,"litu",1,1608,23203,23203,490.5,525.5,558,0,0,1,"2010-2011","alive",4,4,"canopy","",4.8,8,304.8,148,747686.8,4308661,38.89193,-78.1442
170994,"litu",1,1704,24846,24846,528.9,555.9,570,1,0,1,"2010-2011","alive",4,4,"canopy","",18.4,16.1,338.4,76.1,747722.1,4308590,38.89128,-78.14381
172229,"litu",1,1719,25531,25531,708.1,740,769,0,0,1,"2010-2011","alive",5,4,"canopy","",11.6,2,331.6,362,747708.6,4308876,38.89386,-78.14387
180751,"litu",1,1807,26572,26572,591.9,605,618,0,0,1,"2010-2011","alive",4,4,"canopy","",16.4,13.3,356.4,133.3,747738.7,4308648,38.89179,-78.1436
180794,"litu",1,1811,26612,26612,415.6,450,473,0,0,1,"2010-2011","alive",4,4,"canopy","",17.8,6.3,357.8,206.3,747738.4,4308721,38.89245,-78.14358
190018,"litu",1,1901,27640,27640,775.1,805.9,806,0,0,1,"2010-2011","alive",4,4,"canopy","",4.8,11.1,364.8,11.1,747750,4308526,38.89069,-78.14352
190075,"litu",1,1902,27693,27693,500.1,518,530,0,0,1,"2016-2017","alive",4,4,"canopy","",5.5,10.3,365.5,30.3,747750.2,4308545,38.89087,-78.14351
190438,"litu",1,1905,28026,28026,675.1,701.2,706,0,0,1,"2010-2011","alive",4,4,"canopy","",13,13.8,373,93.8,747756.2,4308609,38.89144,-78.14341
200038,"litu",2,2001,29145,36227,819.5,843.8,871,1,0,1,"2010-2011","alive",4,2,"canopy","",3.6,9.6,383.6,9.6,747768.8,4308525,38.89068,-78.1433
200038,"litu",1,2001,29145,29145,914.2,941.2,982,1,0,1,"2010-2011","alive",5,3,"canopy","",3.6,9.6,383.6,9.6,747768.8,4308525,38.89068,-78.1433
200389,"litu",1,2003,29462,29462,329.5,359,386,0,0,1,"2010-2011","alive",4,4,"canopy","",8.7,18.2,388.7,58.2,747772.8,4308574,38.89112,-78.14324
12366,"litu",1,128,2023,2023,100.5,106.2,112,0,0,1,"2010-2011","alive",1,1,"sub-canopy","Poss dead",16,14.1,16,554.1,747388.662,4309060.76,38.89560816,-78.14748489
12369,"litu",1,128,2025,2025,116.1,117.7,117.7,0,0,1,"2016-2017","dead",1,1,"sub-canopy","Poss dead",20,16.2,20,556.2,747392.6122,4309062.952,38.89562678,-78.1474386
12490,"litu",1,131,2139,2139,312.9,322,342,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",19.1,2.3,19.1,602.3,747390.6429,4309109.019,38.89604195,-78.14744468
20804,"litu",1,215,2988,2988,312.7,302.3,302.3,0,0,1,"2016-2017","dead",1,1,"sub-canopy","Poss dead",7.4,10.5,27.4,290.5,747406.1742,4308797.495,38.89323376,-78.14737806
22603,"litu",1,231,3619,3619,130.7,133.5,141,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",13,18.8,33,618.8,747404.1564,4309125.837,38.89618951,-78.14728298
22604,"litu",1,231,3620,3620,275.6,287.5,312,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",13.1,20,33.1,620,747404.2285,4309127.039,38.89620031,-78.14728172
42232,"litu",1,423,5718,5718,120.9,120,120,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",7.3,10.2,67.3,450.2,747442.3586,4308958.078,38.89466887,-78.14690346
42250,"litu",1,424,5735,5735,181.3,179.6,179.6,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",0.6,0.1,60.6,460.1,747435.4307,4308967.82,38.8947585,-78.14697974
42544,"litu",1,430,5926,5926,308.5,312.5,320,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",11.5,13,71.5,593,747443.2446,4309100.937,38.8959544,-78.14684177
50281,"litu",1,505,6169,6169,136.3,139,153,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",17.5,8.4,97.5,88.4,747480.9439,4308597.076,38.89140887,-78.14658919
52237,"litu",1,523,6787,6787,316,323.8,338,0,0,1,"2016-2017","dead",1,1,"sub-canopy","Poss dead",3.6,12.3,83.6,452.3,747458.6055,4308960.556,38.89468659,-78.14671545
52246,"litu",1,524,6796,6796,100,102,100,0,0,1,"2016-2017","dead",1,1,"sub-canopy","Poss dead",20,17.9,100,477.9,747474.4071,4308986.529,38.89491591,-78.1465241
52388,"litu",1,530,6938,6938,251.1,255.5,265,0,0,1,"2010-2011","alive",2,3,"sub-canopy","",7.4,6.9,87.4,586.9,747459.2818,4309095.208,38.89589831,-78.14665913
60083,"litu",1,604,7089,7089,187.3,192.9,198,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",15.9,19.6,115.9,79.6,747499.5431,4308588.705,38.89132829,-78.14637801
60125,"litu",1,606,7127,7127,103,105,109,0,0,1,"2010-2011","alive",2,1,"sub-canopy","",19.6,15.8,119.6,115.8,747502.4023,4308624.981,38.89165398,-78.146332
62248,"litu",1,623,7825,7825,215.2,226.2,242,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",20,18.6,120,458.6,747494.8495,4308967.698,38.89474067,-78.14629545
72345,"litu",1,727,8985,8985,194,190,191,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",15.1,3.6,135.1,523.6,747508.4375,4309033.031,38.89532486,-78.14611541
80248,"litu",1,805,9332,9332,132.7,138.4,142,0,0,1,"2010-2011","alive",2,2,"sub-canopy","",17.6,8.7,157.6,88.7,747541.0208,4308598.77,38.89140719,-78.1458967
80282,"litu",1,806,9364,9364,260.8,268.7,277,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.1,9.3,147.1,109.3,747530.0457,4308619.121,38.89159345,-78.14601576
80641,"litu",1,811,9713,9713,101.8,102,102,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",1.4,16.5,141.4,216.5,747521.8603,4308726.16,38.89255914,-78.14607144
80719,"litu",1,810,9787,9787,200.5,209,219,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",18,14.8,158,194.8,747538.9593,4308704.851,38.89236253,-78.1458822
80746,"litu",1,812,9814,9814,215.8,237.5,284,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",12.3,11.9,152.3,231.9,747532.4001,4308741.809,38.89269701,-78.14594442
82317,"litu",1,827,10156,10156,145,148.6,148,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",3.6,2.1,143.6,522.1,747516.97,4309031.729,38.89531073,-78.14601761
82403,"litu",1,830,10241,10241,190.1,190.8,190.8,0,0,1,"2016-2017","dead",2,1,"sub-canopy","",4.6,19.7,144.6,599.7,747516.1695,4309109.331,38.8960094,-78.14599885
90285,"litu",1,904,10540,10540,179.5,181.5,180,0,0,1,"2016-2017","dead",2,1,"sub-canopy","Poss dead",19.2,0.1,179.2,60.1,747563.2785,4308570.679,38.89114809,-78.1456505
90369,"litu",1,905,10622,10622,122.7,127.3,134,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",12.6,14.6,172.6,94.6,747555.8799,4308605.017,38.89145922,-78.14572332
90645,"litu",1,912,10889,10889,155.2,163.9,174,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",1.2,4.5,161.2,224.5,747541.4694,4308734.617,38.89262973,-78.14584256
91491,"litu",1,908,11157,11157,125.1,128.5,134,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",14.5,14.6,174.5,154.6,747556.3874,4308665.045,38.89199935,-78.14569584
92360,"litu",1,924,11510,11510,103.9,103.1,103,0,0,1,"2016-2017","dead",2,1,"sub-canopy","",19,6.5,179,466.5,747553.6504,4308976.965,38.89480751,-78.1456149
92389,"litu",1,925,11536,11536,260.8,266.2,271,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",2.9,3.9,162.9,483.9,747537.151,4308993.987,38.89496536,-78.14579879
92486,"litu",1,928,11630,11630,180.4,183.5,189,0,0,1,"2010-2011","alive",3,1,"sub-canopy","",10.3,18.1,170.3,558.1,747542.8276,4309068.339,38.89563294,-78.1457066
92493,"litu",1,928,11637,11637,187.3,195,199,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",2.4,15.4,162.4,555.4,747534.9924,4309065.456,38.89560921,-78.14579788
92501,"litu",1,929,11645,11645,186.7,186.3,187,0,0,1,"2016-2017","dead",3,3,"sub-canopy","",18.1,3.3,178.1,563.3,747550.5049,4309073.718,38.8956792,-78.14561624
100997,"litu",1,1012,12619,12619,123.6,123.1,125,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",10.1,5.8,190.1,225.8,747570.3314,4308736.587,38.89263933,-78.14550946
102470,"litu",1,1030,13406,13406,234.5,237,234,0,0,1,"2016-2017","dead",2,1,"sub-canopy","",1.3,3.3,181.3,583.3,747553.2401,4309093.787,38.89585905,-78.1455775
110899,"litu",1,1107,14263,14263,133.9,133.7,133.7,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",4.4,2.5,204.4,122.5,747587.0241,4308633.647,38.89170813,-78.14535433
110902,"litu",1,1105,14266,14266,130.9,138,131,0,0,1,"2016-2017","dead",1,1,"sub-canopy","Poss dead",14.8,2.7,214.8,82.7,747598.3446,4308594.099,38.891349,-78.14523821
110950,"litu",1,1106,14309,14309,282.8,286.7,295,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",19.3,4,219.3,104,747602.3493,4308615.498,38.89154046,-78.14518438
110952,"litu",1,1106,14311,14311,102.4,106.8,108,0,0,1,"2010-2011","dead",1,4,"sub-canopy","",17.5,7.6,217.5,107.6,747600.4662,4308619.055,38.89157301,-78.14520478
111166,"litu",1,1110,14513,14513,226.8,229.6,229.6,0,0,1,"2016-2017","dead",3,1,"sub-canopy","Poss dead",5.1,2.7,205.1,182.7,747586.3273,4308693.847,38.89225015,-78.14534065
120924,"litu",1,1206,16044,16044,136.1,137.6,141,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",12.3,5,232.3,105,747615.3226,4308616.799,38.89154852,-78.1450345
121017,"litu",1,1205,16130,16130,151.2,150.3,150.3,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",2.9,17.2,222.9,97.2,747606.106,4308608.783,38.89147897,-78.14514354
121423,"litu",1,1213,16494,16494,176.7,175.7,175.7,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",18.4,16.4,238.4,256.4,747617.9085,4308768.3,38.89291134,-78.14495009
121442,"litu",1,1215,16513,16513,254.7,263.9,269,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",12.5,3.9,232.5,283.9,747611.3721,4308795.655,38.8931594,-78.1450155
122554,"litu",1,1230,16976,16976,137.9,138.4,137,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",8.6,13,228.6,593,747600.3023,4309104.582,38.89594295,-78.14503158
131017,"litu",1,1308,17944,17944,205,210.6,217,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",16.9,7.1,256.9,147.1,747638.9392,4308659.458,38.89192581,-78.14474714
131047,"litu",1,1309,17973,17973,118.7,120.1,126,0,0,1,"2010-2011","alive",1,3,"sub-canopy","",12.5,3.4,252.5,163.4,747634.1623,4308675.652,38.8920729,-78.14479631
131080,"litu",1,1310,18006,18006,265.5,268,272,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",10.2,8.2,250.2,188.2,747631.2876,4308700.392,38.89229638,-78.1448205
131192,"litu",1,1314,18117,18117,153.5,153.9,153.9,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",9.1,2.3,249.1,262.3,747628.4688,4308774.446,38.89296369,-78.14482625
140735,"litu",1,1407,19529,19529,228.5,246.9,262,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",8.8,6.5,268.8,126.5,747651.3,4308639,38.89174,-78.14461
160962,"litu",1,1611,23231,23231,134.8,137.9,137.9,0,0,1,"2016-2017","dead",1,4,"sub-canopy","",8.9,12.2,308.9,212.2,747689.4,4308726,38.89251,-78.14414
171403,"litu",1,1710,25222,25222,180.5,143.9,143.9,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",3.4,13.9,323.4,193.9,747704.3,4308708,38.89234,-78.14398
172220,"litu",1,1718,25522,25522,130,131.2,131.2,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",11.8,13.3,331.8,353.3,747709,4308867,38.89378,-78.14386
190497,"litu",1,1909,28084,28084,136,152.2,162,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",3.6,6.2,363.6,166.2,747745.2,4308681,38.89209,-78.14352
192128,"litu",1,1923,28548,28548,136.2,157.6,195,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",19.2,11.6,379.2,451.6,747754.1,4308967,38.89466,-78.14331
192129,"litu",1,1923,28549,28549,114.3,133.8,152,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",19.9,14.2,379.9,454.2,747754.8,4308969,38.89468,-78.1433
200168,"litu",1,2002,29265,29265,423.1,432,437,0,0,1,"2010-2011","alive",2,2,"sub-canopy","",2.8,14.6,382.8,34.6,747767.4,4308550,38.8909,-78.14331
200188,"litu",1,2002,29284,29284,224.1,224.2,224.2,0,0,1,"2016-2017","dead",4,1,"sub-canopy","Poss dead",7.9,18.2,387.9,38.2,747772.4,4308554,38.89094,-78.14325
200988,"litu",1,2010,30030,30030,361.7,389.2,412,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",4.2,6.6,384.2,186.6,747765.3,4308702,38.89227,-78.14328
202162,"litu",1,2024,992,992,260.5,287.5,317,0,0,1,"2010-2011","alive",4,4,"sub-canopy","",13.4,17.2,393.4,477.2,747767.7,4308993,38.89489,-78.14314
112170,"pist",1,1121,14894,14894,324.7,342.2,351,0,0,1,"2010-2011","alive",4,4,"canopy","",4.4,1.8,204.4,401.8,747580.5445,4308912.872,38.89422307,-78.14532827
122146,"pist",1,1220,16675,16675,357.1,379.2,409,0,0,1,"2010-2011","alive",4,4,"canopy","",5.7,17.4,225.7,397.4,747601.9409,4308908.967,38.89418189,-78.14508326
122150,"pist",1,1221,16679,16679,329,331.8,340,0,0,1,"2010-2011","alive",4,2,"canopy","",0.8,0.7,220.8,400.7,747596.9656,4308912.153,38.89421197,-78.14513941
122157,"pist",1,1221,16684,16684,438.9,463.4,501,0,0,1,"2010-2011","alive",4,4,"canopy","",8.4,6.4,228.4,406.4,747604.4313,4308918.027,38.89426274,-78.14505131
122180,"pist",1,1222,16706,16706,297.1,315,345,0,0,1,"2010-2011","alive",4,4,"canopy","",2.8,8.3,222.8,428.3,747598.3248,4308939.792,38.89446034,-78.14511379
122278,"pist",1,1223,16794,16794,346.9,383.9,419,0,0,1,"2010-2011","alive",4,4,"canopy","",15.4,15.4,235.4,455.4,747610.2927,4308967.177,38.89470344,-78.14496608
132233,"pist",1,1322,18559,18559,315.8,323,356,0,0,1,"2010-2011","alive",4,4,"canopy","",9.9,7.6,249.9,427.6,747625.4337,4308939.72,38.89445206,-78.1448016
132236,"pist",1,1322,18562,18562,253.2,260.1,276,0,0,1,"2010-2011","alive",4,4,"canopy","",1.6,10.5,241.6,430.5,747617.0687,4308942.427,38.89447878,-78.14489697
132241,"pist",1,1322,18567,18567,284.6,299.3,320,0,0,1,"2010-2011","alive",4,4,"canopy","",14.4,2.4,254.4,422.4,747630.0531,4308934.626,38.89440491,-78.14475024
142046,"pist",1,1418,20015,20015,331.8,346,362,0,0,1,"2010-2011","alive",4,4,"canopy","",13.5,5.2,273.5,345.2,747650.9,4308858,38.89371,-78.14454
142484,"pist",1,1421,20423,20423,509.6,578.5,618,0,0,1,"2010-2011","alive",4,4,"canopy","",9.2,5.2,269.2,405.2,747645.2,4308918,38.89425,-78.14458
142521,"pist",1,1422,20457,20457,418,452,484,1,0,1,"2010-2011","alive",4,4,"canopy","",6.4,11.1,266.4,431.1,747641.8,4308944,38.89448,-78.14461
162432,"pist",1,1626,23771,23771,384.6,402.8,439,0,0,1,"2010-2011","alive",4,4,"canopy","",6,11.5,306,511.5,747679.6,4309025,38.8952,-78.14415
192213,"pist",1,1917,28630,28630,452.3,502.5,543,0,0,1,"2010-2011","alive",1,4,"canopy","",8.4,17.6,368.4,337.6,747746,4308852,38.89363,-78.14344
72458,"pist",1,732,9096,9096,279.1,296.1,316,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",4.2,13,124.2,633,747495.0024,4309142.149,38.89631074,-78.14623081
102273,"pist",1,1023,13209,13209,219.2,233.2,232,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",13.8,0.7,193.8,440.7,747569.0449,4308951.515,38.89457411,-78.14544678
102279,"pist",1,1023,13215,13215,331,358.1,376,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",14.7,11.8,194.7,451.8,747569.6872,4308962.633,38.894674,-78.14543537
112136,"pist",1,1120,14862,14862,262.2,274.1,293,1,0,1,"2010-2011","alive",3,4,"sub-canopy","",13.9,2.5,213.9,382.5,747590.4897,4308893.797,38.89404859,-78.14522061
112145,"pist",1,1120,14871,14871,239.4,237.8,239,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",18.5,9.1,218.5,389.1,747594.9353,4308900.502,38.89410768,-78.14516699
112180,"pist",1,1121,14903,14903,188.6,187.3,215,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",10.1,8.3,210.1,408.3,747586.0922,4308919.502,38.89428118,-78.14526199
112215,"pist",1,1122,14936,14936,157.6,165,170,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",16.2,1.1,216.2,421.1,747591.8936,4308932.44,38.89439599,-78.14519051
112258,"pist",1,1123,14975,14975,157.9,158.5,164,0,0,1,"2010-2011","alive",1,4,"sub-canopy","",0.6,0.5,200.6,440.5,747575.8477,4308951.473,38.89457182,-78.14536844
122131,"pist",1,1219,16661,16661,293.3,306.1,338,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",10.7,15.9,230.7,375.9,747607.4383,4308887.589,38.89398793,-78.14502765
122149,"pist",1,1220,16678,16678,150.1,149.4,151,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",2,17.4,222,397.4,747598.2419,4308908.881,38.89418216,-78.14512589
122164,"pist",1,1221,16690,16690,191.6,188.9,190,0,0,1,"2010-2011","alive",2,3,"sub-canopy","",9,14.3,229,414.3,747604.8479,4308925.939,38.89433383,-78.14504366
122165,"pist",1,1221,16691,16691,217,224.6,241,0,0,1,"2010-2011","alive",2,3,"sub-canopy","",5.8,16.7,225.8,416.7,747601.5931,4308928.264,38.89435567,-78.14508031
122166,"pist",1,1221,16692,16692,374.2,380.1,402,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.4,19,227.4,419,747603.1393,4308930.601,38.89437627,-78.14506166
122184,"pist",1,1222,16710,16710,206.3,217.8,237,1,0,1,"2010-2011","alive",2,4,"sub-canopy","",2.9,13.9,222.9,433.9,747598.2948,4308945.392,38.89451076,-78.14511211
122187,"pist",1,1222,16713,16713,288.9,298.9,318,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",9.5,14.9,229.5,434.9,747604.8699,4308946.545,38.89451928,-78.14503597
122229,"pist",1,1221,16750,16750,221.4,209.3,211,0,0,1,"2010-2011","alive",1,3,"sub-canopy","",12.3,16.7,232.3,416.7,747608.0913,4308928.415,38.8943552,-78.14500541
122256,"pist",1,1222,16774,16774,501.9,139.2,139.2,0,0,1,"2016-2017","dead",1,1,"sub-canopy","",14.2,18.8,234.2,438.8,747609.4781,4308950.553,38.89455406,-78.14498146
122275,"pist",1,1223,16791,16791,156.7,155.4,155,0,0,1,"2010-2011","dead",1,1,"sub-canopy","",14.6,9.6,234.6,449.6,747609.6275,4308961.36,38.89465128,-78.14497584
122302,"pist",1,1223,16813,16813,200,193.9,208,0,0,1,"2010-2011","alive",1,3,"sub-canopy","",7.2,8.3,227.2,448.3,747602.2596,4308959.888,38.89464011,-78.14506122
132194,"pist",1,1321,18521,18521,169.4,172.4,184,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",11,11.1,251,411.1,747626.9162,4308923.25,38.89430341,-78.14479047
182058,"pist",1,1819,26973,26973,311.2,328,342,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",20,14.8,360,374.8,747736.7,4308889,38.89397,-78.14354
32138,"qual",1,321,4366,4366,624.7,646,646,0,0,1,"2016-2017","dead",4,2,"canopy","",14.3,10.5,54.3,410.5,747430.2831,4308918.087,38.89431234,-78.14705695
50314,"qual",1,505,6201,6201,417.2,412.8,419,0,0,1,"2010-2011","alive",4,3,"canopy","",7.2,17,87.2,97,747470.4472,4308605.435,38.89148705,-78.14670706
50322,"qual",1,506,6209,6209,496.4,499,511,0,0,1,"2010-2011","alive",4,4,"canopy","",4.1,0.3,84.1,100.3,747467.2715,4308608.662,38.89151699,-78.14674247
52111,"qual",1,520,6662,6662,494.6,516,538,0,0,1,"2010-2011","alive",4,4,"canopy","",15.1,1.4,95.1,381.4,747471.7472,4308889.942,38.89404734,-78.14658955
60016,"qual",1,601,7027,7027,502.1,521,532,0,0,1,"2010-2011","alive",4,4,"canopy","",12.9,11.7,112.9,11.7,747498.1192,4308520.754,38.8907171,-78.14641889
60078,"qual",1,604,7084,7084,575.9,626.8,623,0,0,1,"2010-2011","alive",4,3,"canopy","",18,17.8,118,77.8,747501.6843,4308586.955,38.89131193,-78.14635398
60121,"qual",1,606,7123,7123,683.2,709,731,0,0,1,"2010-2011","alive",4,3,"canopy","",16.2,7.7,116.2,107.7,747499.1912,4308616.805,38.89158129,-78.14637193
60315,"qual",1,606,7309,7309,524.8,548,555,0,0,1,"2010-2011","alive",4,3,"canopy","",1.8,12.2,101.8,112.2,747484.6906,4308620.969,38.89162286,-78.14653743
60377,"qual",1,609,7370,7370,430.9,449,469,0,0,1,"2010-2011","alive",4,4,"canopy","",2.7,8.9,102.7,168.9,747484.275,4308677.675,38.89213334,-78.14652178
70069,"qual",1,703,8101,8101,654.3,676.5,701,0,0,1,"2010-2011","alive",5,3,"canopy","",4.9,11.4,124.9,51.4,747509.1949,4308560.722,38.89107371,-78.14627694
70371,"qual",1,708,8375,8375,564,607.9,620,0,0,1,"2010-2011","alive",4,2,"canopy","",17.3,13.6,137.3,153.6,747519.2206,4308663.182,38.89199306,-78.14612454
70471,"qual",1,712,8474,8474,343.4,355.1,365,0,0,1,"2010-2011","alive",4,3,"canopy","",16.5,17.1,136.5,237.1,747516.4837,4308746.641,38.89274499,-78.14612598
70519,"qual",1,711,8520,8520,334.4,544.8,550,1,1,1,"2010-2011","alive",4,2,"canopy","",15.5,3.3,135.5,203.3,747516.2681,4308712.827,38.89244071,-78.14614065
70536,"qual",1,711,8537,8537,564.5,583.9,600,1,1,1,"2010-2011","alive",5,4,"canopy","",11.9,7.4,131.9,207.4,747512.574,4308716.842,38.89247789,-78.14618175
70559,"qual",1,712,8559,8559,585.1,596,615,0,0,1,"2010-2011","alive",4,4,"canopy","",19.7,13.3,139.7,233.3,747519.771,4308742.916,38.89271054,-78.14608946
72232,"qual",1,722,8875,8875,711.4,728.5,745,1,0,1,"2010-2011","alive",4,2,"canopy","",14.5,12.6,134.5,432.6,747509.9488,4308942.042,38.8945055,-78.1461308
80089,"qual",1,804,9187,9187,512.1,534.1,553,0,0,1,"2010-2011","alive",4,4,"canopy","",6.9,0,146.9,60,747530.9895,4308569.83,38.89114954,-78.14602266
80451,"qual",1,808,9527,9527,531.4,543,545,0,0,1,"2010-2011","alive",3,4,"canopy","",0.2,11.9,140.2,151.9,747522.1593,4308661.55,38.89197754,-78.14609129
80745,"qual",1,812,9813,9813,600.6,628,645,0,0,1,"2010-2011","alive",4,4,"canopy","",11.9,9,151.9,229,747532.0675,4308738.9,38.89267093,-78.1459493
82058,"qual",1,818,9906,9906,200,298.3,311,0,0,1,"2010-2011","alive",4,4,"canopy","",1.7,8.6,141.7,348.6,747519.0956,4308858.232,38.8937486,-78.14605567
90283,"qual",1,903,10538,10538,462,487,504,0,0,1,"2010-2011","alive",4,3,"canopy","",17.1,18.8,177.1,58.8,747561.2092,4308569.331,38.89113654,-78.14567481
90546,"qual",1,911,10792,10792,639.8,664.9,694,0,0,1,"2010-2011","alive",5,4,"canopy","",16.1,19.7,176.1,219.7,747556.4767,4308730.164,38.89258542,-78.14567133
90558,"qual",1,912,10804,10804,401.9,411.5,418,0,0,1,"2010-2011","alive",5,4,"canopy","",17.9,12.9,177.9,232.9,747557.97,4308743.402,38.89270415,-78.14564936
90752,"qual",1,916,10963,10963,484.7,510.1,535,1,1,1,"2010-2011","alive",4,4,"canopy","",12.4,7.4,172.4,307.4,747550.7431,4308817.755,38.89337538,-78.14570579
92046,"qual",1,918,11210,11210,560,578.9,604,0,0,1,"2010-2011","alive",4,3,"canopy","",9.3,0.8,169.3,340.8,747546.8691,4308851.074,38.89367636,-78.14573839
100990,"qual",1,1011,12613,12613,613.1,639.5,664,0,0,1,"2010-2011","alive",4,3,"canopy","",5.5,11.5,185.5,211.5,747566.0644,4308722.185,38.8925109,-78.14556379
101212,"qual",1,1012,12830,12830,694.3,716.2,740,0,0,1,"2010-2011","alive",4,4,"canopy","",10.3,15.1,190.3,235.1,747570.3156,4308745.89,38.89272306,-78.14550628
102271,"qual",1,1023,13208,13208,723,751.1,750,0,0,1,"2010-2011","alive",4,4,"canopy","",13,2.5,193,442.5,747568.2034,4308953.296,38.89459038,-78.14545583
102371,"qual",1,1026,13307,13307,767.3,783,791,1,0,1,"2010-2011","alive",4,4,"canopy","",1.6,6.6,181.6,506.6,747555.3194,4309017.115,38.89516839,-78.1455812
112142,"qual",1,1120,14868,14868,367.1,385.6,398,1,0,1,"2010-2011","alive",4,2,"canopy","",16,3.5,216,383.5,747592.5659,4308894.846,38.89405744,-78.14519632
122474,"qual",1,1227,16923,16923,600,617.5,630,0,0,1,"2010-2011","alive",4,4,"canopy","",2.3,12,222.3,532,747595.4191,4309043.452,38.89539414,-78.14510987
132206,"qual",1,1320,18532,18532,467,480.2,489,0,0,1,"2010-2011","alive",4,4,"canopy","",3.1,16.3,243.1,396.3,747619.3617,4308908.271,38.89417072,-78.14488288
142363,"qual",1,1424,20312,20312,474.9,503.4,511,0,0,1,"2010-2011","alive",5,3,"canopy","RT",5.2,18.7,265.2,478.7,747639.5,4308991,38.89491,-78.14462
142539,"qual",1,1423,20473,20473,586.9,605.2,612,0,0,1,"2010-2011","alive",4,4,"canopy","",1.3,14.4,261.3,454.4,747636.2,4308967,38.89469,-78.14467
162295,"qual",1,1623,23641,23641,511.3,537,556,0,0,1,"2010-2011","alive",4,4,"canopy","",3.4,12.6,303.4,452.6,747678.3,4308966,38.89467,-78.14418
162398,"qual",1,1624,23739,23739,522,532,540,0,0,1,"2010-2011","alive",4,3,"canopy","",18.6,5.4,318.6,465.4,747693.2,4308979,38.89479,-78.14401
172036,"qual",1,1719,25343,25343,480.9,488,499,0,0,1,"2010-2011","alive",4,3,"canopy","",8.8,6.6,328.8,366.6,747705.7,4308881,38.8939,-78.1439
180996,"qual",1,1814,26784,26784,623,645,653,0,0,1,"2010-2011","alive",4,4,"canopy","",3.1,12.2,343.1,272.2,747722.2,4308787,38.89305,-78.14374
20835,"qual",1,216,3016,3016,415.6,417.5,417.5,0,0,1,"2010-2011","dead",3,1,"sub-canopy","Poss dead",5.3,13,25.3,313,747403.5528,4308819.941,38.89343651,-78.14740016
50234,"qual",1,504,6122,6122,261.3,275.5,294,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",15.4,0.5,95.4,60.5,747479.4918,4308569.135,38.89115779,-78.14661598
