"tag","coreID","sp","status.at.coring","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
50442,"50442","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,0.134,0.228,0.142,0.208,0.042,0.05,0.052,0.446,0.842,0.87,0.368,0.724,2.29,2.69,3.566,2.884,3.094,3.048,1.898,2.528,2.522,2.826,1.804,1.762,1.828,2.948,2.178,1.876,1.46,1.944,2.048,2.268,1.912,2.054,2.382,1.874,1.684,1.498,1.486,1.9,2.106,2,2.3,1.778,1.228,1.118,1.308,1.11,1.414,1.476,2.106,1.508,2.206,1.494,1.68,1.132,1.058,1.132,1.246,1.422,1.584,1.222,2.03,1.714,1.86,1.49,1.256,1.576,1.512,0.69,1.236,1.42,1.018,0.998,0.966,1.19,0.982,1.032,1.148,0.746,0.736,0.828,0.828,0.896,0.988,1.208,1.142,1.422,1.14,1.204,0.646,0.638,0.406,0.508,0.742,0.436,0.546,0.52,0.704,0.534,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA
60124,"60124","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474,1.354,1.3,1.292,1.198,1.162,1.446,1.372,1.604,1.65,1.17,1.472,0.946,0.338,0.474,0.73,0.612,0.542,0.418,0.34,0.424,0.244,0.228,0.348,0.472,0.284,0.178,0.204,0.172,0.2,0.242,0.282,0.518,0.45,0.292,0.296,0.49,0.59,2.034,3.052,3.61,3.198,2.75,2.366,2.972,1.952,2.326,1.39,1.446,1.184,1.362,1.488,1.398,1.258,1.16,1.108,1.388,1.876,1.138,2.02,2.376,1.784,2.308,1.766,1.35,0.642,0.69,0.468,1.406,1.974,1.066,1.128,0.92,0.96,1.768,2.408,1.78,1.278,0.944,1.002,1.11,1.028,0.956,1.202,1.392,1.25,1.438,1.254,1.296,1.49,1.57,1.342,0.884,0.912,0.902,0.458,0.392,0.3,0.244,0.158,0.334,0.354,0.196,0.226,0.284,0.384,0.318,0.276,0.3,0.356,0.292,NA,NA,NA,NA,NA,NA,NA,NA
60358,"60358r","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.428,1.949,1.308,1.294,1.86,1.391,1.836,1.834,1.467,1.263,1.678,1.542,1.793,1.387,1.216,1.12,1.051,0.695,0.577,0.475,0.388,0.296,0.313,0.199,0.257,0.278,0.291,0.342,0.261,0.352,0.593,1.081,1.341,0.947,1.333,1.248,1.106,1.088,1.2,1.168,1.115,1.014,1.245,0.548,0.843,0.627,0.657,0.487,0.696,0.424,0.746,0.499,0.634,0.92,0.842,0.741,0.564,0.476,0.5,0.635,0.535,0.539,1.008,0.443,0.503,0.98,0.833,0.475,0.478,0.516,0.383,0.279,0.246,0.417,0.285,0.162,0.186,0.333,0.527,0.372,0.25,0.644,0.584,0.411,0.945,1.654,1.643,0.434,1.194,0.828,0.682,1.111,1.486,1.379,1.488,1.28,1.732,0.597,1.013,1.19,0.837,0.677,0.846,0.542,0.71,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70162,"70162","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.438,1.12,1.764,2.42,1.64,1.558,1.66,1.536,1.41,1.112,0.846,0.902,0.434,0.4,0.25,0.594,0.426,0.318,0.212,0.22,0.158,0.246,0.168,0.768,1.576,2.924,1.81,2.636,2.94,4.044,5.122,5.386,5.958,5.666,6.174,7.056,6.982,6.008,3.374,4.176,3.292,2.998,2.468,2.134,2.92,2.786,3.004,2.916,2.28,2.296,1.79,1.876,1.512,2.132,1.018,0.738,1.996,0.998,1.39,0.892,0.756,1.088,1.762,1.64,2.848,1.472,2.908,1.18,1.508,2.216,1.088,1.498,1.082,1.466,0.824,1.746,1.024,1.312,1.142,1.226,1.262,1.202,0.996,1.518,0.994,0.71,0.802,1.152,0.644,0.808,0.954,0.984,0.718,0.822,0.794,1.512,1.18,0.768,1.532,0.826,0.918,1.076,0.874,0.666,0.594,0.706,1.658,1.524,1.36,1.024,0.646,1.098,0.622,0.688,0.642,0.646,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA
80503,"80503","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.264,1.31,1.054,1.472,1.404,1.446,1.234,0.77,0.774,0.9,1.008,0.6,0.684,0.786,0.86,1.106,1.548,1.586,1.238,1.372,1.278,2,2.494,1.754,2.138,2.528,2.35,2.198,2.278,1.934,1.634,1.676,1.09,1.232,1.104,1.124,1.326,1.096,1.198,0.986,0.936,0.66,0.82,0.622,0.528,0.708,0.53,0.464,0.618,0.564,0.486,0.388,0.454,0.42,0.682,1.224,1.364,1.228,1.764,1.19,1.6,1.464,0.608,0.718,0.686,0.592,0.626,0.574,1.018,0.572,0.452,0.508,0.58,0.396,0.42,0.418,0.52,0.338,0.36,0.378,0.438,0.69,0.472,0.512,0.53,0.446,0.472,0.508,0.47,0.418,0.376,0.34,0.234,0.408,0.472,0.324,0.308,0.312,0.134,0.18,0.294,0.248,0.232,0.248,0.15,0.264,0.356,0.37,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA
80554,"80554","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.404,1.858,1.958,2.128,1.222,2.07,2.072,2.398,2.172,1.736,1.604,2.816,3.356,4.914,3.598,4.292,3.15,3.616,3.376,2.704,2.888,2.538,2.552,2.166,3.222,3.388,3.592,3.416,2.98,2.944,2.91,2.382,3.034,2.548,1.144,2.69,1.958,0.952,1.056,1.116,1.13,1.012,0.956,2.414,1.708,2.782,2.41,3.396,2.234,2.78,2.936,3.088,1.536,2.022,1.544,1.562,1.48,2.632,4.358,4.882,2.036,4.024,2.562,2.534,2.358,2.978,NA,NA,NA,NA,NA,NA,NA,NA,NA
80640,"80640A","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.571,1.408,0.883,0.776,0.786,0.595,0.655,1.095,1.79,1.248,1.758,1.47,1.879,1.549,1.399,1.044,1.119,0.921,0.78,0.689,0.701,1.44,1.297,1.656,1.172,1.298,1.5,1.292,0.96,1.117,1.127,0.679,0.58,0.845,0.57,0.603,0.578,0.426,0.465,1.303,1.824,1.671,1.851,1.985,1.77,1.765,1.774,1.293,1.844,1.631,1.465,1.119,1.201,1.667,2.077,1.566,1.543,1.962,1.969,2,2.075,2.26,1.187,1.57,1.44,0.573,0.591,0.642,0.562,0.718,0.845,1.285,1.175,1.542,1.404,1.962,0.775,1.065,1.468,0.803,0.728,0.804,0.767,1.258,1.639,1.697,0.871,0.858,0.854,0.633,0.724,1.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90552,"90552","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,2.718,2.146,1.632,2.902,3.04,3.242,2.956,2.754,2.904,2.042,2.732,2.1,2.218,1.968,2.444,2.488,2.306,2.37,1.822,2.07,2.28,2.136,2.014,1.676,2.714,1.59,2.34,2.15,1.652,1.996,2.356,1.902,1.804,1.638,1.568,1.89,1.71,2.062,1.344,1.822,1.774,1.676,1.276,0.974,1.088,0.994,1.12,1.636,1.406,1.528,1.226,1.8,1.73,1.832,2.074,1.422,0.974,1.41,1.28,0.828,1.008,1.096,0.89,0.652,0.77,0.748,0.858,0.934,1.2,1.62,0.9,1.208,1.244,1.214,0.942,1.108,1.12,1.256,1.212,1.12,1.544,1.384,0.968,1.188,1.272,1.302,1.134,1.22,1.18,NA,NA,NA,NA,NA,NA,NA,NA
91302,"91302","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784,0.786,0.608,0.46,0.472,0.506,0.558,0.702,0.942,0.786,0.798,0.648,0.576,0.326,0.426,0.572,0.568,0.35,0.21,0.348,1.818,1.746,0.986,1.566,1.658,2.152,3.256,2.644,3.796,3.302,4.232,4.438,4.244,3.868,3.194,4.078,3.774,3.866,3.028,2.052,2.34,3.146,4.23,4.624,3.722,3.746,3.09,2.314,2.354,2.37,2.17,3.36,3.206,2.854,2.658,3.044,2.528,2.616,2.788,2.64,3.882,3.492,5.174,3.922,4.296,3.308,2.348,2.242,1.996,2.584,1.848,3.192,3.242,2.912,3.266,2.856,3.274,3.256,3.142,3.646,2.908,2.086,3.994,3.152,1.656,1.27,1.53,1.482,1.578,1.54,1.92,2.156,2.194,2.576,2.332,1.436,2.474,3.05,3.314,2.488,1.994,1.834,2.38,1.86,2.6,2.13,2.316,2.12,2.344,2.414,2.322,2.398,2.498,2.118,NA,NA,NA,NA,NA,NA,NA,NA
91332,"91332","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.088,4.134,4.054,3.64,2.548,2.978,2.122,2.316,2.746,1.888,2.266,2.174,1.826,1.86,1.848,2.226,2.074,2.084,1.73,2.552,3.188,2.792,2.292,2.312,2.068,2.934,2.324,3.336,3.144,2.904,2.906,2.576,2.09,2.674,2.766,3.61,3.24,4.568,3.336,2.936,2.842,1.464,2.596,1.908,2.376,2.032,2.814,2.37,2.49,1.934,2.08,1.988,2.428,1.654,2.29,1.648,1.524,2.542,1.672,1.41,1.978,2.354,1.732,2.232,2.576,2.248,2.566,2.89,2.332,2.764,1.3,1.712,2.65,2.704,2.036,1.824,1.644,1.704,1.788,2.088,3.344,2.676,1.654,2.614,1.628,1.98,2.152,1.6,1.46,NA,NA,NA,NA,NA,NA,NA,NA
91385,"91385","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382,0.66,0.734,0.998,0.964,0.932,0.752,0.92,1.174,1.89,1.606,1.934,1.896,2.838,2.85,1.95,1.86,1.7,1.834,1.48,1.504,1.34,1.064,1.244,1.342,0.68,0.836,0.878,0.396,0.618,0.774,0.6,1.012,2.71,2.73,1.616,1.706,2.004,2.052,1.584,1.336,1.496,2.656,2.326,2.058,3.074,1.818,1.264,1.478,1.77,2.088,1.78,2.002,1.704,2.046,1.716,1.65,1.762,1.524,1.84,1.686,1.652,1.238,1.33,1.866,2.052,1.782,1.828,1.43,1.414,1.544,1.362,1.56,1.418,1.732,1.324,1.774,1.53,1.44,1.584,1.016,1.13,1.052,1.238,1.608,1.524,1.522,1.158,1.206,1.482,1.472,1.92,1.948,1.462,1.592,1.712,0.992,1.04,1.332,1.048,0.88,1.198,1.356,1.204,1.18,1.112,1.736,1.03,0.766,1.53,1.25,0.884,1.312,1.066,1.216,1.01,1.088,1.046,1.296,1.096,0.66,0.744,0.542,0.758,1.296,0.938,NA,NA,NA,NA,NA,NA,NA,NA
100963,"100963","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912,0.73,0.348,0.488,0.266,0.186,0.146,0.304,1.868,3.558,2.822,2.194,1.704,2.234,1.742,1.898,1.154,1.168,1.046,1.368,0.814,0.632,0.8,0.832,0.546,0.388,0.142,0.256,0.208,0.146,0.212,0.346,0.76,0.782,0.698,0.816,0.536,0.46,0.982,1.196,1.03,0.682,0.812,0.826,0.846,0.622,0.39,0.42,0.372,0.576,0.426,0.628,0.422,0.73,1.254,1.376,1.642,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA
111081,"111081r","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.315,1.087,1.143,1.052,1.407,2.061,2.064,2.417,1.909,2.263,1.82,3.116,3.694,2.932,2.67,2.156,2.25,1.927,1.653,0.864,1.455,1.329,1.118,3.284,4.192,3.612,2.696,3.16,3.566,3.536,2.847,2.155,3.01,3.13,3.646,3.664,2.945,3.09,2.081,3.564,2.236,2.557,1.796,2.052,2.562,2.206,2.402,1.306,1.238,1.197,0.953,1.311,1.033,1.504,1.367,1.015,1.503,0.915,1.196,1.049,0.981,0.782,1.84,1.123,1.521,1.043,2.242,1.112,1.106,1.441,1.099,1.249,1.168,1.375,0.772,1.641,1.524,2.143,1.067,1.355,1.096,1.137,1.314,1.035,1.447,0.76,0.931,1.415,0.463,0.843,0.936,0.827,0.737,0.93,0.902,0.857,0.872,0.948,1.676,0.674,0.923,0.968,0.914,0.805,0.696,0.521,0.533,0.484,0.613,0.795,0.86,0.76,0.859,0.605,0.612,0.895,0.586,0.707,NA,NA,NA,NA,NA,NA,NA,NA
121162,"121162","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.104,1.112,1.354,1.144,1.014,1.302,0.964,1.006,1.084,1.04,1.284,1.314,1.1,0.8,0.512,0.624,0.756,0.31,0.67,0.458,1.944,1.78,1.626,1.156,1.704,2.734,2.802,3.432,1.784,2.892,2.512,2.002,2.366,2.632,2.038,1.8,1.936,1.494,1.422,1.726,1.152,1.506,1.76,2.078,1.276,0.984,1.466,1.194,0.966,0.852,0.992,0.974,0.534,0.71,0.664,0.51,0.49,0.47,0.57,0.592,0.74,0.862,0.998,1.522,0.966,1.414,1.35,0.852,0.882,0.7,0.69,0.532,0.588,0.662,0.62,0.658,0.592,0.476,0.498,0.384,0.38,0.564,0.402,0.476,0.462,0.466,0.54,0.434,0.232,0.28,0.254,0.606,0.392,0.498,0.316,0.432,0.274,0.208,0.262,0.32,0.344,0.246,0.488,0.338,0.35,0.476,0.47,0.504,0.29,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121301,"121301","caovl","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.146,2.356,1.768,1.736,2.142,2.342,1.524,1.672,1.072,1.576,2.266,1.318,1.07,0.99,1.136,0.996,0.338,0.444,0.332,0.334,0.188,0.268,0.534,0.776,1.084,1.53,1.376,1.436,0.896,1.014,0.478,0.652,0.414,0.442,0.492,0.434,0.334,0.622,0.524,0.704,0.608,0.464,0.542,0.436,0.388,0.258,0.276,0.502,0.498,1.356,1.546,1.106,0.988,0.656,0.848,0.88,0.552,0.726,0.548,0.726,0.544,0.644,0.872,0.714,0.532,0.556,0.45,0.536,0.598,0.812,0.664,0.368,0.696,0.4,0.462,0.472,0.406,0.602,0.59,NA,NA,NA,NA,NA,NA,NA,NA
