"tag","coreID","sp","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
171403,"171403B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.369,2.489,1.396,1.427,1.235,0.895,1.159,1.368,1.666,1.702,1.927,1.662,1.542,1.478,1.137,0.811,0.931,0.458,0.335,0.273,0.419,0.397,0.387,0.358,0.536,0.413,0.585,1.348,1.457,1.239,1.138,0.918,0.997,0.803,0.837,0.692,0.59,0.534,0.423,0.238,0.301,0.494,0.395,0.447,0.361,0.371,0.49,0.395,0.35,0.26,0.213,0.279,0.261,0.886,0.776,0.631,0.563,0.475,0.512,0.394,0.278,0.298,0.362,0.28,0.199,0.224,0.161,0.088,0.202,0.215,0.172,0.076,0.116,0.15,0.09,0.133,0.126,0.15,0.207,0.135,0.09,0.082,0.069,0.1,0.112,0.129,0.118,0.094,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA
172220,"172220A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.008,1.484,2.656,2.481,1.905,1.04,1.126,0.998,1.165,1.592,1.401,2.018,1.659,2.088,1.955,1.459,1.372,1.321,0.469,0.506,0.295,3.137,1.879,2.152,1.601,0.545,0.408,0.33,0.189,0.198,0.111,0.13,0.142,0.208,0.788,0.499,0.692,0.59,0.929,1.184,0.365,0.312,0.401,0.874,0.105,0.12,0.137,0.163,0.218,0.266,0.165,0.042,0.058,0.089,0.091,0.062,0.053,0.074,NA,NA,NA,NA,NA,NA,NA,NA
172220,"172220B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.253,2.028,1.437,1.379,2.108,2.059,1.655,1.12,0.857,0.632,1.284,1.764,1.314,1.465,0.902,1.68,2.065,0.949,0.728,0.438,0.38,0.243,0.259,0.322,0.197,0.115,0.153,0.173,0.155,0.158,0.222,0.159,0.08,0.105,0.089,0.132,0.147,0.148,0.151,0.371,0.644,0.338,0.65,0.329,0.074,0.09,0.123,0.117,NA,NA,NA,NA,NA,NA,NA
172229,"172229","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328,0.389,0.566,0.539,0.428,0.408,0.507,0.529,0.627,1.356,1.762,1.863,1.438,1.652,2.59,2.82,2.387,2.658,2.575,1.685,1.977,2.828,1.961,2.844,2.518,2.208,2.438,2.465,2.7,1.837,1.927,0.818,1.151,1.34,1.116,0.95,2.351,1.564,0.777,1.161,0.732,0.981,1.208,0.817,1.239,0.563,0.447,1.039,1.103,1.225,0.524,0.507,0.495,0.444,0.86,0.694,0.637,0.869,0.823,0.713,0.796,1.183,1.048,0.968,0.511,0.89,0.828,1.15,1.509,1.935,2.854,2.544,1.614,1.376,1.105,0.854,0.793,0.959,1.088,0.704,1.127,1.332,1.048,0.762,0.25,0.226,0.199,0.212,0.343,0.536,1.071,0.917,1.451,1.626,1.445,1.013,0.803,0.66,1.187,0.979,0.642,1.014,1.087,0.642,0.653,1.121,1.443,1.33,1.103,1.171,1.535,0.826,0.501,1.213,0.746,2.176,2.173,1.094,1.043,0.827,1.358,2.66,1.804,2.105,1.993,1.671,1.139,0.96,0.957,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180751,"180751","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.364,3.582,5.854,4.692,4.537,4.07,3.88,2.976,1.687,1.806,2.338,1.801,1.778,1.98,1.594,2.174,1.819,2.532,2.521,2.269,1.379,1.36,0.841,0.555,0.596,0.697,0.602,0.821,0.794,1.023,0.914,0.984,1.208,1,0.991,0.945,0.991,2.02,1.895,1.585,1.127,1.254,1.337,1.754,1.41,1.171,1.016,1.479,0.778,0.99,1.552,1.229,0.98,0.778,0.736,1.366,0.583,0.997,1.246,1.434,1.177,0.932,0.809,0.588,0.837,0.989,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180794,"180794","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.555,2.94,2.46,2.53,2.238,2.134,1.742,0.759,0.765,1.46,1.823,0.794,1.011,0.619,0.814,0.704,0.606,0.695,0.545,1.111,1.367,2.152,2.081,1.529,1.599,1.407,1.725,1.559,1.411,1.127,1.218,1.307,0.592,0.756,0.845,1.115,1.022,0.965,0.946,1.1,0.777,0.941,0.897,0.549,0.805,1.534,2.124,2.811,2.564,1.587,2.323,1.599,1.595,1.583,1.886,1.378,0.452,0.562,0.61,1.027,0.862,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190018,"190018","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.804,4.765,5.94,5.633,4.65,6.568,4.557,6.563,5.186,4.336,3.554,2.843,2.581,1.557,2.6,3.299,3.239,3.109,2.794,2.694,2.81,2.861,2.699,2.186,1.565,3.608,3.381,2.085,2.173,2.41,1.945,1.958,2.001,2.496,2.205,1.953,2.573,2.205,1.487,2.061,2.374,2.356,2.623,2.097,0.837,1.103,0.861,1.974,2.678,2.121,2.675,2.123,1.621,1.696,1.331,1.691,1.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190075,"190075A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.536,6.168,5.718,5.158,2.879,2.45,1.312,0.359,0.2,0.117,0.114,0.093,0.124,0.144,0.082,0.106,0.101,0.086,0.074,0.096,0.097,0.069,0.068,0.133,0.174,0.083,0.481,0.372,4.462,1.999,0.501,0.106,0.039,0.04,0.054,0.078,0.121,0.107,1.085,1.21,0.36,0.285,0.087,0.32,0.378,0.433,0.524,0.153,0.109,0.053,0.063,0.169,0.105,0.079,0.197,0.111,0.077,0.062,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA
190075,"190075B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.941,1.281,2.174,3.528,1.144,2.259,2.736,4.229,1.596,0.867,0.318,0.256,0.206,0.179,0.087,0.099,0.099,0.154,0.074,0.127,0.068,0.084,0.096,0.089,0.084,0.072,0.081,0.119,0.094,1.542,4.08,2.862,0.291,0.199,0.139,0.169,0.183,0.188,0.274,0.126,0.185,0.236,0.331,0.468,1.487,1.383,0.589,0.076,0.11,0.211,0.203,0.201,0.147,0.09,0.049,0.051,0.099,0.098,0.095,0.137,0.103,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA
190438,"190438","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.926,1.389,1.591,1.631,1.831,2.209,2.55,2.41,3.125,4.188,4.104,3.863,4.002,4.038,3.712,3.423,3.181,3.183,2.561,2.072,2.804,1.772,1.507,1.29,1.895,2.466,2.046,1.536,1.338,0.782,0.775,1.039,2.058,1.806,2.052,1.641,2.002,1.98,2.664,2.552,2.736,1.299,1.13,1.047,1.683,1.25,0.802,0.754,0.694,0.909,0.797,0.622,1.151,1.109,2.191,1.071,1.462,1.841,0.719,0.82,0.961,1.022,0.698,0.748,0.768,0.751,0.767,0.836,0.953,0.656,0.537,0.536,1.029,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190497,"190497","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.361,0.066,0.017,0.053,0.056,0.133,0.138,0.107,0.078,0.19,0.232,0.263,0.151,0.134,0.155,0.074,0.087,0.135,0.108,0.057,0.045,0.086,0.311,0.486,0.605,0.329,0.373,0.409,0.504,0.867,1.559,1.197,1.154,1.176,0.779,0.976,0.862,1.199,0.819,0.568,0.352,0.238,0.441,0.524,0.545,0.494,0.251,0.406,0.239,0.285,0.495,0.482,0.648,0.56,0.366,0.596,0.384,0.639,0.803,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192128,"192128","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,0.123,0.071,0.086,0.168,0.529,0.54,0.719,0.18,0.524,0.503,0.503,0.188,0.368,0.212,1.561,1.626,1.975,1.603,0.828,1.146,0.744,0.569,0.601,0.5,0.626,0.413,1.14,1.491,0.578,0.776,0.369,0.765,0.253,0.14,0.167,0.148,0.326,0.38,0.626,0.623,0.873,1.019,1.324,1.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192129,"192129","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,0.694,0.476,0.42,0.412,0.576,0.326,0.377,0.319,0.638,0.651,0.709,0.776,0.262,0.395,0.412,0.375,0.545,0.799,0.849,0.682,0.695,0.908,0.582,1.206,1.318,1.341,0.889,0.62,0.77,0.629,1.178,1.012,1.099,0.529,0.66,0.366,0.767,1.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200038,"200038","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.965,5.618,6.704,6.01,2.312,3.734,5.771,4.831,3.703,3.892,3.283,2.398,3.44,4.009,3.202,3.354,3.556,2.509,2.86,3.374,2.824,1.619,1.782,3.163,2.518,2.637,2.592,2.549,2.486,2.699,1.844,1.645,1.962,1.913,2.058,2.512,2.266,2.267,2.558,2.413,3.108,3.201,1.907,1.921,1.232,2.241,2.528,1.808,2.324,2.311,2.201,2.211,2.461,2.744,2.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200168,"200168","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.359,2.594,2.901,3.281,4.148,4.409,5.257,5.28,6.241,4.323,5.906,3.667,3.64,2.971,2.537,1.326,0.878,0.945,1.597,1.848,1.253,0.878,1.415,1.363,1.511,0.647,0.804,1.151,1.854,1.903,1.068,0.512,0.606,0.479,0.315,0.511,0.752,0.594,0.24,0.509,0.602,0.368,0.373,0.469,0.632,0.364,0.569,0.488,0.447,0.233,0.336,0.392,0.247,0.44,0.3,0.307,0.331,0.426,0.324,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200188,"200188A","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.852,6.543,7.486,8.231,8.459,7.628,9.22,7.132,7.219,4.896,2.929,2.21,1.964,0.919,1.163,1.733,1.374,0.624,2.286,0.697,0.875,0.629,0.613,0.248,0.196,0.197,0.349,0.385,NA,NA,NA,NA,NA,NA,NA
200188,"200188B","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.061,8.84,8.339,7.572,9.475,8.681,7.226,9.253,5.894,5.899,3.881,2.326,1.766,1.85,1.669,1.282,1.439,1.589,1.122,1.276,0.247,0.71,0.535,0.185,0.191,0.132,0.121,0.259,0.195,0.242,0.153,0.258,0.179,0.255,0.278,0.192,0.137,0.133,0.14,0.13,0.112,0.094,0.104,0.136,0.143,0.085,0.148,0.116,0.122,0.09,0.174,0.153,0.248,0.143,0.176,0.082,0.075,0.121,0.148,0.122,0.131,0.116,0.079,NA,NA,NA,NA,NA,NA,NA
200389,"200389","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,1.013,0.54,0.107,0.223,0.38,0.383,0.27,0.481,0.337,0.271,0.223,0.275,0.244,0.215,0.242,0.199,0.224,0.35,0.335,0.518,0.526,1.133,1.081,1.367,1.304,1.783,1.791,2.458,2.189,1.681,1.612,1.941,1.333,1.146,1.51,1.873,2.088,1.731,1.96,2.098,1.925,1.608,2.001,1.616,2.813,2.619,2.052,2.9,1.905,3.244,2.243,2.705,1.644,0.98,0.847,0.736,0.876,1.261,1.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200825,"200825","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,1.172,1.357,1.128,1.435,1.06,1.023,1.144,0.993,1.06,1.173,1.244,1.258,0.972,0.87,0.891,0.934,0.857,0.994,0.463,0.448,0.342,0.394,0.355,0.434,0.994,0.438,0.515,0.415,0.526,0.449,0.465,1.02,0.487,0.597,1.615,1.305,1.256,0.958,0.581,0.465,0.507,0.677,0.408,0.287,0.279,0.325,0.488,1.156,0.973,1.216,1.006,1.287,0.632,0.392,0.297,0.482,0.598,0.849,0.487,0.444,0.208,0.315,0.29,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200988,"200988","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.413,1.759,1.856,1.997,2.109,2.399,1.918,2.232,1.378,1.511,1.151,0.826,0.93,0.55,0.875,1.591,1.928,1.844,1.707,2.083,2.035,1.546,1.531,1.356,0.907,1.381,0.946,0.261,0.297,0.352,0.277,0.475,0.379,0.433,0.312,0.397,0.719,0.802,0.893,1.825,1.811,1.712,1.773,1.496,1.939,1.228,2.064,1.954,1.929,1.722,1.976,1.748,1.655,1.093,1.385,1.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202162,"202162","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.713,3.106,2.921,3.088,2.532,2.093,2.113,2.093,2.177,2.366,1.903,1.535,1.536,2.102,1.452,1.862,1.866,1.08,1.566,0.922,0.874,1.013,1.029,1.022,1.29,1.521,1.188,1.031,1.689,1.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202555,"202555","litu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.428,1.171,0.743,1.206,0.841,1.424,1.787,1.896,2.242,2.204,1.934,2.855,3.204,3.279,0.614,2.415,1.987,4.03,2.889,2.556,3.242,4.119,2.882,2.53,2.416,2.54,1.99,2.358,2.764,1.742,2.925,1.779,1.35,1.21,2.114,1.486,0.729,0.203,0.978,0.92,0.901,1.508,0.849,1.92,1.274,2.763,1.187,1.222,1.384,1.013,0.609,1.231,0.826,1.547,2.44,2.02,1.071,0.774,1.229,1.641,1.246,0.816,1.261,0.972,0.46,0.481,0.799,0.49,0.971,2.084,1.19,1.78,0.928,1.231,1.994,0.888,1.63,1.374,1.195,0.648,0.555,0.741,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
