"tag","StemTag","stemID","quadrat","sp","Latin","gx","gy","pom","dbh.2008","codes.2008","status.2008","date.2008"
"20122","1",2393,"0202","prav","Prunus avium",29.1000003814697,32.2000007629395,"1.3",146,NA,"A","2008-10-23"
"20129","1",2396,"0202","caca","Carpinus caroliniana",30.7999992370605,32.7000007629395,"1.3",95.9000015258789,NA,"A","2008-10-23"
"20131","1",2397,"0202","havi","Hamamelis virginiana",33.0999984741211,34,"1.3",50.4000015258789,NA,"A","2008-10-23"
"20132","1",27,"0202","havi","Hamamelis virginiana",33.2000007629395,33.9000015258789,"1.3",74.5,"M","A","2008-10-23"
"20132","2",36491,"0202","havi","Hamamelis virginiana",33.2000007629395,33.9000015258789,"1.3",61.0999984741211,"S","A","2008-10-23"
"20132","3",38303,"0202","havi","Hamamelis virginiana",33.2000007629395,33.9000015258789,"1.3",52.9000015258789,"B,S,lost","A","2008-10-23"
"20132","4",39103,"0202","havi","Hamamelis virginiana",33.2000007629395,33.9000015258789,"1.3",50.5999984741211,"S","A","2008-10-23"
"20134","1",2398,"0202","cofl","Cornus florida",21.1000003814697,33.5,"1.2",127.599998474121,"A","A","2008-10-23"
"20135","1",2399,"0202","cofl","Cornus florida",33.4000015258789,34.4000015258789,"1.3",55.5999984741211,NA,"A","2008-10-23"
"20136","1",2400,"0202","caco","Carya cordiformis",30.6000003814697,33.4000015258789,"1.3",300,NA,"A","2008-10-23"
"20137","1",2401,"0202","fram","Fraxinus americana",21,34.9000015258789,"1.3",744.900024414062,NA,"A","2008-10-23"
"20139","1",2403,"0202","caca","Carpinus caroliniana",36.7000007629395,39,"1.3",207.5,"I","A","2008-10-23"
"20140","1",2404,"0202","caca","Carpinus caroliniana",29.2000007629395,39.5999984741211,"1.3",209.399993896484,NA,"A","2008-10-23"
"20142","1",2406,"0202","tiam","Tilia americana",32.2999992370605,35.7999992370605,"1.3",458,NA,"A","2008-10-23"
"20143","1",2407,"0202","nysy","Nyssa sylvatica",32.2999992370605,35.4000015258789,"1.3",260.899993896484,"I","A","2008-10-23"
"20144","1",2408,"0203","frni","Fraxinus nigra",20.8999996185303,44.0999984741211,"1.3",209.300003051758,NA,"A","2008-10-23"
"20150","1",2414,"0203","cofl","Cornus florida",28.3999996185303,42.9000015258789,"1.3",78.3000030517578,"B,D","D","2008-10-23"
"20151","1",29,"0203","acru","Acer rubrum",31.5,45.7999992370605,"1",326.299987792969,"A,M","A","2008-10-23"
"20151","2",31221,"0203","acru","Acer rubrum",31.5,45.7999992370605,"1",200.699996948242,"A,S","A","2008-10-23"
"20154","1",2417,"0203","libe","Lindera benzoin",31.3999996185303,40.5999984741211,"1.3",60.0999984741211,"B,D","D","2008-10-23"
"20155","1",2418,"0203","frni","Fraxinus nigra",38.4000015258789,40.4000015258789,"1.3",231.199996948242,"M","A","2008-10-23"
"20155","2",32451,"0203","frni","Fraxinus nigra",38.4000015258789,40.4000015258789,"1.3",16.2999992370605,"S","A","2008-10-23"
"20170","1",2428,"0203","unk","Unidentified unk",37.2000007629395,52.0999984741211,"1.3",117.900001525879,"D,Q","D","2008-10-23"
"20171","1",2429,"0203","frni","Fraxinus nigra",38.2999992370605,56,"1.3",192.800003051758,NA,"A","2008-10-23"
"20174","1",2431,"0203","unk","Unidentified unk",37.9000015258789,59.2999992370605,"1.3",69.6999969482422,"D,Q","D","2008-10-23"
"20175","1",2432,"0203","caca","Carpinus caroliniana",38,59.0999984741211,"1.3",86.5,"A,I","A","2008-10-23"
"20176","1",2433,"0203","unk","Unidentified unk",21.2000007629395,59.2999992370605,"1.3",70.6999969482422,"D,Q","D","2008-10-23"
"20177","1",2434,"0203","ceoc","Celtis occidentalis",34.7999992370605,60,"1.3",89.1999969482422,NA,"A","2008-10-23"
"20178","1",2435,"0203","frni","Fraxinus nigra",34.2999992370605,58.5999984741211,"1.3",70.9000015258789,NA,"A","2008-10-23"
"20181","1",38,"0203","frni","Fraxinus nigra",29.7999992370605,59.2000007629395,"1.3",42.7999992370605,"M","A","2008-10-23"
"20181","2",31230,"0203","frni","Fraxinus nigra",29.7999992370605,59.2000007629395,"1.3",14.3000001907349,"S","A","2008-10-23"
"20181","3",36499,"0203","frni","Fraxinus nigra",29.7999992370605,59.2000007629395,"1.3",13.5,"S","A","2008-10-23"
"20181","4",38309,"0203","frni","Fraxinus nigra",29.7999992370605,59.2000007629395,"1.3",12.6999998092651,"S","A","2008-10-23"
"20182","1",2436,"0203","acru","Acer rubrum",21.3999996185303,56.0999984741211,"1.3",373.799987792969,"L","A","2008-10-23"
"20201","1",2451,"0204","unk","Unidentified unk",35.4000015258789,71.9000015258789,"1.3",150,"B,D,Q","D","2008-10-23"
"20203","1",2453,"0204","juni","Juglans nigra",35.4000015258789,73.3000030517578,"1.3",636.299987792969,NA,"A","2008-10-23"
"20213","1",2463,"0204","ceoc","Celtis occidentalis",33.2999992370605,69,"1.3",237.899993896484,NA,"A","2008-10-23"
"20235","1",2484,"0204","ulsp","Ulmus sp",27.5,70.6999969482422,"1.3",92.0999984741211,"B,D,G","D","2008-10-23"
"20243","1",2490,"0204","fram","Fraxinus americana",28.1000003814697,69.6999969482422,"1.3",356.299987792969,NA,"A","2008-10-23"
"20251","1",2498,"0204","fram","Fraxinus americana",23,66.4000015258789,"1.3",70.4000015258789,NA,"A","2008-10-23"
"20256","1",2503,"0204","fram","Fraxinus americana",22.8999996185303,69.1999969482422,"1.3",70.0999984741211,NA,"A","2008-10-23"
"20302","1",2546,"0205","ceoc","Celtis occidentalis",21.2999992370605,91.1999969482422,"1.3",234.300003051758,NA,"A","2008-10-23"
"20308","1",2550,"0205","unk","Unidentified unk",22.1000003814697,90.1999969482422,"1.3",118.5,"D,Q","D","2008-10-23"
"20331","1",2571,"0205","fram","Fraxinus americana",26.2999992370605,86.5,"1.3",689.799987792969,NA,"A","2008-10-23"
"20369","1",2601,"0205","unk","Unidentified unk",30.2999992370605,85.3000030517578,"1.3",198.199996948242,"D,Q","D","2008-10-23"
"20374","1",2606,"0205","ulsp","Ulmus sp",31.2000007629395,85.5,"1.3",145.5,"G","A","2008-10-23"
"20389","1",2620,"0205","ceoc","Celtis occidentalis",34.0999984741211,85.6999969482422,"1.3",70.5999984741211,NA,"A","2008-10-23"
"20392","1",2623,"0205","quru","Quercus rubra",34.7000007629395,82.5999984741211,"1.3",170,NA,"A","2008-10-23"
"20393","1",2624,"0205","unk","Unidentified unk",35.0999984741211,88.9000015258789,"1.3",101.900001525879,"Q","A","2008-10-23"
"20395","1",2626,"0205","ceoc","Celtis occidentalis",34.9000015258789,84.3000030517578,"1.9",106.099998474121,"A,M","A","2008-10-23"
"20396","1",2627,"0205","ceoc","Celtis occidentalis",36.5,83.0999984741211,"1.3",118.099998474121,NA,"A","2008-10-23"
"20398","1",2629,"0205","ceoc","Celtis occidentalis",35,87.6999969482422,"1.3",117.199996948242,NA,"A","2008-10-23"
"20404","1",2635,"0204","fram","Fraxinus americana",25.7999992370605,72.4000015258789,"1.3",285.600006103516,NA,"A","2008-10-23"
"20417","1",2648,"0204","ceoc","Celtis occidentalis",32.5999984741211,76,"1.3",81.8000030517578,NA,"A","2008-10-23"
"20422","1",2653,"0204","unk","Unidentified unk",27.3999996185303,78.5999984741211,"1.3",162,"D,P,Q","D","2008-10-23"
"20432","1",2661,"0204","fram","Fraxinus americana",23.5,79.8000030517578,"1.3",543.200012207031,NA,"A","2008-10-23"
"20437","1",2666,"0204","ulsp","Ulmus sp",21.8999996185303,78.5,"1.3",109,"G","A","2008-10-23"
"20438","1",2667,"0204","ceca","Cercis canadensis",23.5,78.5,"1.3",113.300003051758,"D,P","D","2008-10-23"
"20439","1",2668,"0204","ulsp","Ulmus sp",21.5,77.9000015258789,"1.3",57.7999992370605,"B,G,P","A","2008-10-23"
"20454","1",2680,"0205","unk","Unidentified unk",32,92.4000015258789,"1.3",104.699996948242,"D,Q","D","2008-10-23"
"20456","1",2682,"0205","unk","Unidentified unk",34.2000007629395,92.1999969482422,"1.3",88.8000030517578,"D,Q","D","2008-10-23"
"20461","1",2687,"0205","ulsp","Ulmus sp",36.5,90.5999984741211,"1.3",59.2000007629395,"G","A","2008-10-23"
"20462","1",2688,"0205","juni","Juglans nigra",33,97.3000030517578,"1.3",481.299987792969,NA,"A","2008-10-23"
"20466","1",2690,"0205","ulsp","Ulmus sp",34.2999992370605,98,"1.3",106.099998474121,"B,D,G","D","2008-10-23"
"20478","1",66,"0205","acne","Acer negundo",22.7999992370605,96,"1.3",22.8999996185303,"M","A","2008-10-23"
"20498","1",2717,"0205","ceoc","Celtis occidentalis",39.4000015258789,99.6999969482422,"1.3",214.5,NA,"A","2008-10-24"
"20499","1",2718,"0206","ulru","Ulmus rubra",31.7000007629395,100.400001525879,"1.3",79.0999984741211,NA,"A","2008-10-24"
"20500","1",2719,"0206","ulsp","Ulmus sp",30.2999992370605,102.400001525879,"1.3",133,"B,D,G","D","2008-10-24"
"20501","1",2720,"0206","unk","Unidentified unk",28.8999996185303,102.300003051758,"1.3",212.100006103516,"D,Q","D","2008-10-24"
"20502","1",2721,"0206","ulsp","Ulmus sp",28.7000007629395,102.699996948242,"1.3",64.5,"D,G","D","2008-10-24"
"20511","1",2726,"0206","fram","Fraxinus americana",26.2000007629395,105.199996948242,"1.3",56,NA,"A","2008-10-24"
"20514","1",2727,"0206","caca","Carpinus caroliniana",28.3999996185303,107.099998474121,"1.3",97.4000015258789,NA,"A","2008-10-24"
"20515","1",2728,"0206","caca","Carpinus caroliniana",28.2000007629395,107.800003051758,"1.3",115.5,NA,"A","2008-10-24"
"20516","1",2729,"0206","caca","Carpinus caroliniana",28.7999992370605,108,"1.3",96.0999984741211,NA,"A","2008-10-24"
"20519","1",2731,"0206","ceca","Cercis canadensis",31.7999992370605,106.300003051758,"1.3",185,NA,"A","2008-10-24"
"20520","1",2732,"0206","litu","Liriodendron tulipifera",22.1000003814697,112,"1.3",496.200012207031,NA,"A","2008-10-24"
"20522","1",2733,"0206","ulsp","Ulmus sp",22.1000003814697,113.400001525879,"1.3",86,"D,G","D","2008-10-24"
"20523","1",2734,"0206","caco","Carya cordiformis",34.2000007629395,113.900001525879,"1.3",202.699996948242,NA,"A","2008-10-24"
"20524","1",2735,"0206","ceca","Cercis canadensis",38.0999984741211,113.699996948242,"1.3",82.4000015258789,"B","A","2008-10-24"
"20525","1",2736,"0206","ceca","Cercis canadensis",39.9000015258789,114.5,"1.3",107.300003051758,NA,"A","2008-10-24"
"20527","1",2737,"0206","ulsp","Ulmus sp",38.5,116.5,"1.3",133.699996948242,"B,D,G","D","2008-10-24"
"20529","1",2738,"0206","caca","Carpinus caroliniana",35,116.5,"1.3",129.800003051758,NA,"A","2008-10-24"
"20533","1",70,"0206","caca","Carpinus caroliniana",28.6000003814697,117.300003051758,"1.3",109.699996948242,"M","A","2008-10-24"
"20533","2",31262,"0206","caca","Carpinus caroliniana",28.6000003814697,117.300003051758,"1.3",97.0999984741211,"S","A","2008-10-24"
"20533","3",36513,"0206","caca","Carpinus caroliniana",28.6000003814697,117.300003051758,"1.3",53.7000007629395,"S","A","2008-10-24"
"20534","1",2741,"0206","ulsp","Ulmus sp",25.6000003814697,116.199996948242,"1.3",144.899993896484,"G","A","2008-10-24"
"20537","1",2742,"0206","havi","Hamamelis virginiana",25.7999992370605,120,"1.3",119.199996948242,"M","A","2008-10-24"
"20537","7",39925,"0206","havi","Hamamelis virginiana",25.7999992370605,120,"1.3",79.9000015258789,"S","A","2008-10-24"
"20537","8",40006,"0206","havi","Hamamelis virginiana",25.7999992370605,120,"1.3",61,"S","A","2008-10-24"
"20539","1",2744,"0206","litu","Liriodendron tulipifera",21.6000003814697,113.300003051758,"1.3",337.200012207031,NA,"A","2008-10-24"
"20540","1",2745,"0206","frni","Fraxinus nigra",20.6000003814697,117.800003051758,"1.3",98.1999969482422,NA,"A","2008-10-24"
"20542","1",2746,"0207","caca","Carpinus caroliniana",29.3999996185303,122.599998474121,"1.3",102.699996948242,NA,"A","2008-10-24"
"20544","1",2747,"0207","quru","Quercus rubra",23.2000007629395,123.400001525879,"1.3",71.9000015258789,NA,"A","2008-10-24"
"20545","1",2748,"0207","ulru","Ulmus rubra",25,122.900001525879,"1.3",163.899993896484,NA,"A","2008-10-24"
"20547","1",2750,"0207","ulsp","Ulmus sp",21.8999996185303,120.099998474121,"1.3",152.699996948242,"D,G,P","D","2008-10-24"
"20548","1",2751,"0207","fram","Fraxinus americana",23.5,126.199996948242,"1.3",621.799987792969,NA,"A","2008-10-24"
"20556","1",2752,"0207","ulru","Ulmus rubra",21.6000003814697,125.599998474121,"1.3",103.800003051758,NA,"A","2008-10-24"
"20557","1",2753,"0207","fagr","Fagus grandifolia",24.5,128.5,"1.3",199.100006103516,NA,"A","2008-10-24"
"20558","1",2754,"0207","ulru","Ulmus rubra",20.5,129,"1.3",85,"I","A","2008-10-24"
"20559","1",2755,"0207","caca","Carpinus caroliniana",25,130.899993896484,"1.3",86,"M","A","2008-10-24"
"20560","1",2756,"0207","caca","Carpinus caroliniana",25.2000007629395,129.899993896484,"1.3",134.399993896484,NA,"A","2008-10-24"
"20561","1",2757,"0207","ulsp","Ulmus sp",28,129.199996948242,"1.3",122.400001525879,"G","A","2008-10-24"
"20564","1",2760,"0207","caca","Carpinus caroliniana",34.0999984741211,128.899993896484,"1.3",99.5,"I,M","A","2008-10-24"
"20564","2",32530,"0207","caca","Carpinus caroliniana",34.0999984741211,128.899993896484,"1.3",90,"S","A","2008-10-24"
"20564","3",37100,"0207","caca","Carpinus caroliniana",34.0999984741211,128.899993896484,"1.3",51.2999992370605,"S","A","2008-10-24"
"20564","5",39265,"0207","caca","Carpinus caroliniana",34.0999984741211,128.899993896484,"1.3",54.7999992370605,"S","A","2008-10-24"
"20564","6",39612,"0207","caca","Carpinus caroliniana",34.0999984741211,128.899993896484,"1.3",51,"S","A","2008-10-24"
"20568","1",2761,"0207","caca","Carpinus caroliniana",38.2000007629395,133.800003051758,"1.3",64.8000030517578,"M","A","2008-10-24"
"20569","1",2762,"0207","vipr","Viburnum prunifolium",36.9000015258789,133.899993896484,"1.3",75.8000030517578,"M","A","2008-10-24"
"20569","2",32532,"0207","vipr","Viburnum prunifolium",36.9000015258789,133.899993896484,"1.3",63,"S","A","2008-10-24"
"20570","1",2763,"0207","ulru","Ulmus rubra",39.5999984741211,135.600006103516,"1.3",208,NA,"A","2008-10-24"
"20572","1",2765,"0207","ulru","Ulmus rubra",35.5999984741211,133.600006103516,"1.3",80.3000030517578,NA,"A","2008-10-24"
"20573","1",2766,"0207","ulsp","Ulmus sp",34.2999992370605,135.300003051758,"1.3",146.800003051758,"G","A","2008-10-24"
"20579","1",2771,"0207","caca","Carpinus caroliniana",23.2000007629395,136,"1.3",103.300003051758,NA,"A","2008-10-24"
"20581","1",2773,"0207","caca","Carpinus caroliniana",31.3999996185303,139.100006103516,"1.3",144.899993896484,"M","A","2008-10-24"
"20583","1",2775,"0207","caca","Carpinus caroliniana",36.2000007629395,139.899993896484,"1.3",91.9000015258789,NA,"A","2008-10-24"
"20584","1",2776,"0207","ulsp","Ulmus sp",27.5,139,"1.3",100.199996948242,"D,G","D","2008-10-24"
"20585","1",2777,"0208","caca","Carpinus caroliniana",22.3999996185303,143.699996948242,"1.3",88.3000030517578,"M","A","2008-10-24"
"20585","2",32539,"0208","caca","Carpinus caroliniana",22.3999996185303,143.699996948242,"1.3",67.1999969482422,"S","A","2008-10-24"
"20586","1",72,"0208","acru","Acer rubrum",27,141.699996948242,"1",288.799987792969,"A,B,M,lost","A","2008-10-24"
"20586","2",31264,"0208","acru","Acer rubrum",27,141.699996948242,"1.3",214.800003051758,"B,I,S","A","2008-10-24"
"20587","1",2778,"0208","litu","Liriodendron tulipifera",34.7999992370605,141.300003051758,"1.3",1159.40002441406,"I","A","2008-10-24"
"20589","1",2779,"0208","unk","Unidentified unk",35,142.800003051758,"1.3",122.900001525879,"D,Q","D","2008-10-24"
"20591","1",2781,"0208","ulru","Ulmus rubra",37.7000007629395,141.699996948242,"1.3",55.7000007629395,NA,"A","2008-10-24"
"20592","1",2782,"0208","unk","Unidentified unk",39.2000007629395,140.5,"1.3",111.900001525879,"D,Q","D","2008-10-24"
"20593","1",2783,"0208","frni","Fraxinus nigra",38.4000015258789,144.199996948242,"1.3",118.900001525879,NA,"A","2008-10-24"
"20594","1",2784,"0208","vipr","Viburnum prunifolium",38.7000007629395,150.300003051758,"1.3",79.9000015258789,"M","A","2008-10-24"
"20595","2",32541,"0208","vipr","Viburnum prunifolium",39.9000015258789,149.600006103516,"1.2",35.7000007629395,"A,S","A","2008-10-24"
"20596","1",2786,"0208","fram","Fraxinus americana",35.2999992370605,151.300003051758,"1.3",656.400024414062,NA,"A","2008-10-24"
"20597","1",2787,"0208","chvi","Chionanthus virginicus",32.7999992370605,151.899993896484,"1.3",77.6999969482422,NA,"A","2008-10-24"
"20598","1",2788,"0208","caco","Carya cordiformis",30.7000007629395,146.600006103516,"1.3",155.399993896484,NA,"A","2008-10-24"
"20600","1",2790,"0208","vipr","Viburnum prunifolium",28,147.199996948242,"1.3",109,"M,X","A","2008-10-24"
"20600","2",32542,"0208","vipr","Viburnum prunifolium",28,147.199996948242,"1.3",93.9000015258789,"B,I,S","A","2008-10-24"
"20601","1",2791,"0208","caco","Carya cordiformis",25.3999996185303,146.899993896484,"1.3",84.5999984741211,NA,"A","2008-10-24"
"20602","1",2792,"0208","qual","Quercus alba",27.7999992370605,151.800003051758,"1.3",266.100006103516,NA,"A","2008-10-24"
"20603","1",2793,"0208","fram","Fraxinus americana",26,152.800003051758,"1.3",814.599975585938,NA,"A","2008-10-24"
"20604","1",2794,"0208","caca","Carpinus caroliniana",20.3999996185303,155.600006103516,"1.3",158.100006103516,NA,"A","2008-10-24"
"20605","1",2795,"0208","caco","Carya cordiformis",24.7000007629395,156.699996948242,"1.3",154.199996948242,NA,"A","2008-10-24"
"20607","1",2797,"0208","caca","Carpinus caroliniana",24.7999992370605,159.600006103516,"1.3",82.5,NA,"A","2008-10-24"
"20608","1",2798,"0208","caca","Carpinus caroliniana",28,160,"1.3",122.800003051758,NA,"A","2008-10-24"
"20609","1",2799,"0208","quru","Quercus rubra",38.5999984741211,152.300003051758,"1.3",69.8000030517578,NA,"A","2008-10-24"
"20610","1",2800,"0208","unk","Unidentified unk",39.7000007629395,152.600006103516,"1.3",260.700012207031,"D,Q","D","2008-10-24"
"20611","1",2801,"0208","unk","Unidentified unk",37.7000007629395,154.100006103516,"1.3",82.9000015258789,"D,Q","D","2008-10-24"
"20613","1",2803,"0209","ulru","Ulmus rubra",23.3999996185303,162.199996948242,"1.3",55,NA,"A","2008-10-24"
"20614","1",2804,"0209","caca","Carpinus caroliniana",21.2999992370605,166.300003051758,"1.3",119.099998474121,NA,"A","2008-10-24"
"20615","1",2805,"0209","ulsp","Ulmus sp",21.1000003814697,167,"1.3",488.700012207031,"D,G","D","2008-10-24"
"20616","1",2806,"0209","caca","Carpinus caroliniana",23,168.5,"1.3",91,"M","A","2008-10-24"
"20616","2",32543,"0209","caca","Carpinus caroliniana",23,168.5,"1.3",67.9000015258789,"S","A","2008-10-24"
"20617","1",2807,"0209","litu","Liriodendron tulipifera",26.8999996185303,167.600006103516,"1.3",822.200012207031,NA,"A","2008-10-24"
"20618","1",2808,"0209","unk","Unidentified unk",27.1000003814697,167.899993896484,"1.3",68.0999984741211,"Q","A","2008-10-24"
"20619","1",2809,"0209","cagl","Carya glabra",27.2999992370605,163.899993896484,"1.3",83.0999984741211,NA,"A","2008-10-24"
"20620","1",2810,"0209","ulam","Ulmus americana",29.2000007629395,165.300003051758,"1.3",46.9000015258789,NA,"A","2008-10-24"
"20621","1",2811,"0209","fram","Fraxinus americana",30.2999992370605,165.399993896484,"1.3",348,NA,"A","2008-10-24"
"20622","1",2812,"0209","caca","Carpinus caroliniana",32,165.100006103516,"1.3",138,"M","A","2008-10-24"
"20623","1",2813,"0209","cofl","Cornus florida",34,163.800003051758,"1.3",60.4000015258789,NA,"A","2008-10-24"
"20624","1",2814,"0209","quru","Quercus rubra",36.0999984741211,164.899993896484,"1.3",134.199996948242,NA,"A","2008-10-24"
"20625","1",2815,"0209","acru","Acer rubrum",37.2000007629395,165.600006103516,"1.3",157.899993896484,NA,"A","2008-10-24"
"20626","1",2816,"0209","litu","Liriodendron tulipifera",35.5,173.699996948242,"1.3",705.599975585938,NA,"A","2008-10-24"
"20627","1",2817,"0209","fagr","Fagus grandifolia",36,175.699996948242,"1.3",185.600006103516,"M","A","2008-10-24"
"20629","1",2819,"0209","litu","Liriodendron tulipifera",39.7999992370605,179.5,"1.3",540.400024414062,"A","A","2008-10-24"
"20631","1",73,"0209","havi","Hamamelis virginiana",31.3999996185303,175.600006103516,"1.3",93,"M","A","2008-10-24"
"20633","1",2821,"0209","acru","Acer rubrum",27.2000007629395,178.100006103516,"1.3",248.199996948242,NA,"A","2008-10-24"
"20634","1",2822,"0209","havi","Hamamelis virginiana",25.8999996185303,179.5,"1.3",88,"M","A","2008-10-24"
"20634","6",40007,"0209","havi","Hamamelis virginiana",25.8999996185303,179.5,"1.3",50.9000015258789,"S","A","2008-10-24"
"20635","1",2823,"0209","libe","Lindera benzoin",22.1000003814697,178.399993896484,"1.3",83.1999969482422,"M","A","2008-10-24"
"20637","1",75,"0209","ulsp","Ulmus sp",22.6000003814697,173.399993896484,"1.3",239.5,"G,M","A","2008-10-24"
"20637","2",31267,"0209","ulsp","Ulmus sp",22.6000003814697,173.399993896484,"1.3",137.300003051758,"G,S,lost","A","2008-10-24"
"20638","1",2825,"0210","cofl","Cornus florida",23.7999992370605,183.800003051758,"1.3",113.099998474121,NA,"A","2008-10-24"
"20639","1",2826,"0210","nysy","Nyssa sylvatica",29.7000007629395,181.100006103516,"1.3",186.600006103516,NA,"A","2008-10-24"
"20642","1",2828,"0210","caca","Carpinus caroliniana",36.5,182.300003051758,"1.3",77.5,NA,"A","2008-10-24"
"20643","1",2829,"0210","nysy","Nyssa sylvatica",36.9000015258789,183.199996948242,"1.3",78.6999969482422,NA,"A","2008-10-24"
"20644","1",2830,"0210","litu","Liriodendron tulipifera",39.7999992370605,183.199996948242,"1.3",597.400024414062,NA,"A","2008-10-24"
"20646","1",2832,"0210","nysy","Nyssa sylvatica",36.0999984741211,185.100006103516,"1.3",115.099998474121,NA,"A","2008-10-24"
"20647","1",2833,"0210","caco","Carya cordiformis",33.7000007629395,187.5,"1.3",198.899993896484,NA,"A","2008-10-24"
"20648","1",2834,"0210","caca","Carpinus caroliniana",32,188,"1.2",90.4000015258789,"A","A","2008-10-24"
"20649","1",2835,"0210","libe","Lindera benzoin",29.6000003814697,187.399993896484,"1.3",54.9000015258789,NA,"A","2008-10-24"
"20651","1",2837,"0210","nysy","Nyssa sylvatica",20.3999996185303,193.100006103516,"1.3",167,NA,"A","2008-10-24"
"20652","1",2838,"0210","casp","Carya sp",22.5,192.300003051758,"1.3",78.9000015258789,"G","A","2008-10-24"
"20653","1",2839,"0210","unk","Unidentified unk",22.6000003814697,192.399993896484,"1.3",232.399993896484,"D,Q","D","2008-10-24"
"20655","1",2841,"0210","ceca","Cercis canadensis",22.6000003814697,196.199996948242,"1.3",304.799987792969,NA,"A","2008-10-24"
"20656","1",2842,"0210","ulru","Ulmus rubra",21.7000007629395,197.600006103516,"1.3",364.899993896484,NA,"A","2008-10-24"
"20657","1",2843,"0210","caca","Carpinus caroliniana",26.2999992370605,194.5,"1.3",91.1999969482422,NA,"A","2008-10-24"
"20658","1",2844,"0210","caca","Carpinus caroliniana",27.8999996185303,195.800003051758,"1.3",112.300003051758,"L","A","2008-10-24"
"20659","1",2845,"0210","caca","Carpinus caroliniana",30.2000007629395,193.199996948242,"1.3",114.199996948242,NA,"A","2008-10-24"
"20660","1",2846,"0210","caca","Carpinus caroliniana",34.2000007629395,194,"1.3",69.1999969482422,NA,"A","2008-10-24"
"20661","1",2847,"0210","qual","Quercus alba",33.2000007629395,193.600006103516,"1.3",694.200012207031,NA,"A","2008-10-24"
"20663","1",2848,"0210","quru","Quercus rubra",35.4000015258789,194.5,"1.3",150.899993896484,NA,"A","2008-10-24"
"20664","1",2849,"0210","nysy","Nyssa sylvatica",36.7000007629395,191,"1.3",202.600006103516,NA,"A","2008-10-24"
"20665","1",2850,"0210","caca","Carpinus caroliniana",37.7000007629395,190.899993896484,"1.4",86.3000030517578,"A,M","A","2008-10-24"
"20666","1",2851,"0210","caco","Carya cordiformis",38.5,181,"1.3",125.199996948242,NA,"A","2008-10-24"
"20667","1",2852,"0210","caca","Carpinus caroliniana",39.9000015258789,190,"1.3",80.3000030517578,NA,"A","2008-10-24"
"20668","1",2853,"0210","caca","Carpinus caroliniana",38.2000007629395,196.600006103516,"1.3",110.300003051758,NA,"A","2008-10-24"
"20669","1",2854,"0211","caca","Carpinus caroliniana",25.7000007629395,202.300003051758,"1.3",157.5,NA,"A","2008-10-24"
"20670","1",2855,"0211","caca","Carpinus caroliniana",31.7999992370605,204.699996948242,"1.3",86.1999969482422,"M","A","2008-10-24"
"20671","1",2856,"0211","litu","Liriodendron tulipifera",31.8999996185303,202.100006103516,"1.3",203.300003051758,NA,"A","2008-10-24"
"20672","1",2857,"0211","caca","Carpinus caroliniana",32.2999992370605,201.800003051758,"1.3",83.3000030517578,NA,"A","2008-10-24"
"20673","1",2858,"0211","nysy","Nyssa sylvatica",35.2000007629395,201.100006103516,"1.3",49.9000015258789,NA,"A","2008-10-24"
"20674","1",2859,"0211","nysy","Nyssa sylvatica",35.5999984741211,201.300003051758,"1.3",208.800003051758,NA,"A","2008-10-24"
"20675","1",2860,"0211","fram","Fraxinus americana",39.7000007629395,204.699996948242,"1.3",555.299987792969,NA,"A","2008-10-24"
"20676","1",2861,"0211","litu","Liriodendron tulipifera",36.0999984741211,208.5,"1.3",513.799987792969,NA,"A","2008-10-24"
"20677","1",2862,"0211","caca","Carpinus caroliniana",35.0999984741211,207.199996948242,"1.3",68.4000015258789,NA,"A","2008-10-24"
"20678","1",2863,"0211","litu","Liriodendron tulipifera",34.4000015258789,206.699996948242,"1.3",390.100006103516,NA,"A","2008-10-24"
"20680","1",2865,"0211","caca","Carpinus caroliniana",30.2000007629395,211,"1.3",48.4000015258789,NA,"A","2008-10-24"
"20681","1",2866,"0211","caca","Carpinus caroliniana",32.4000015258789,213.5,"1.3",114.599998474121,"M","A","2008-10-24"
"20681","2",32553,"0211","caca","Carpinus caroliniana",32.4000015258789,213.5,"1.3",89.5999984741211,"S","A","2008-10-24"
"20682","1",2867,"0211","litu","Liriodendron tulipifera",25.7999992370605,211.600006103516,"1.3",444.600006103516,NA,"A","2008-10-24"
"20683","1",2868,"0211","caca","Carpinus caroliniana",23.7999992370605,213.199996948242,"1.3",90.5,NA,"A","2008-10-24"
"20684","1",2869,"0211","fram","Fraxinus americana",20.7000007629395,211.399993896484,"1.3",61.4000015258789,NA,"A","2008-10-24"
"20685","1",2870,"0211","litu","Liriodendron tulipifera",20.6000003814697,216.5,"1.3",474.200012207031,NA,"A","2008-10-24"
"20686","1",2871,"0211","litu","Liriodendron tulipifera",23.6000003814697,215.300003051758,"1.3",156,NA,"A","2008-10-24"
"20687","1",2872,"0211","litu","Liriodendron tulipifera",23.7999992370605,217.899993896484,"1.3",296.899993896484,NA,"A","2008-10-24"
"20690","1",2875,"0211","caca","Carpinus caroliniana",30.2999992370605,216.600006103516,"1.3",76.9000015258789,NA,"A","2008-10-24"
"20691","1",2876,"0211","ulru","Ulmus rubra",30,218.399993896484,"1.3",89.0999984741211,NA,"A","2008-10-24"
"20692","1",2877,"0211","caca","Carpinus caroliniana",33.2999992370605,218.5,"1.3",55.2999992370605,"I","A","2008-10-24"
