"tag","StemTag","stemID","quadrat","sp","Latin","gx","gy","pom","dbh.2008","codes.2008","status.2008","date.2008","agb.2008","dbh.2013","codes.2013","status.2013","date.2013","agb.2013","status.2017","status.2018","dbh.if.dead.2018","agb.if.dead.2018","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","comments","date.2018","surveyors"
"101331","1",12938,"1013","litu","Liriodendron tulipifera",195.800003051758,260,"1.3",398.299987792969,NA,"A","2008-11-06",0.963861546715453,415,NA,"A","2013-06-28",1.07403211351862,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-06-14,"Prestipino/Terrell"
"102001","1",12939,"1017","frni","Fraxinus nigra",186,323.700012207031,"1.3",278.799987792969,NA,"A","2008-06-30",0.404389089907248,280.299987792969,NA,"A","2013-06-28",0.409516157276544,"DC","PD",283,0.418838506980804,1,"I","BB","R","","","",0,5,0,"DE",4,"",2018-08-06,"Prestipino"
"102006","1",12944,"1017","caca","Carpinus caroliniana",184.699996948242,327.799987792969,"1.3",72.8000030517578,NA,"A","2008-06-30",0.00417210770462511,89.6999969482422,"M","A","2013-06-28",0.00700667835180449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102007","1",12945,"1017","cato","Carya tomentosa",193.899993896484,338.899993896484,"1.3",87.5,"D","D","2008-06-30",0.0224361573641909,NA,"DN","D","2013-06-28",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102008","1",12946,"1017","astr","Asimina triloba",196.600006103516,321.100006103516,"1.3",66.1999969482422,"L","A","2008-06-30",0.00329498128871904,70.8000030517578,"P","A","2013-06-28",0.00389322790551944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102010","1",12948,"1017","astr","Asimina triloba",195.199996948242,324.100006103516,"1.3",70.5,NA,"A","2008-06-30",0.00385238654800625,77.3000030517578,"M","A","2013-06-28",0.00484223654844351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102014","1",12952,"1017","astr","Asimina triloba",198.600006103516,322.600006103516,"1.3",51,NA,"A","2008-06-30",0.00172386287960816,61.0999984741211,NA,"A","2013-06-28",0.00270013516170384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102019","1",12957,"1017","havi","Hamamelis virginiana",199.899993896484,329.799987792969,"1.3",56.2000007629395,"L,M","A","2008-06-30",0.00737658985161964,60.0999984741211,"M,L","A","2013-06-28",0.00879391510684924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102019","2",33835,"1017","havi","Hamamelis virginiana",199.899993896484,329.799987792969,"1.3",49.5999984741211,"L,S","A","2008-06-30",0.00574574463344692,50.5,"S,L","A","2013-06-28",0.0062089205567051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102022","1",12960,"1017","acru","Acer rubrum",194.100006103516,324.5,"1.3",256,NA,"A","2008-06-30",0.258590087739047,264.799987792969,NA,"A","2013-06-28",0.280723908834079,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"anthracnose / wilt",2018-08-06,"Prestipino"
"102023","1",12961,"1017","litu","Liriodendron tulipifera",193.300003051758,325.399993896484,"1.3",504.100006103516,NA,"A","2008-06-30",1.79304852808772,546,"J","A","2013-06-28",2.2129069136752,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102024","1",12962,"1017","acru","Acer rubrum",193.300003051758,327.100006103516,"1.3",225.100006103516,NA,"A","2008-06-30",0.189173909556495,225,NA,"A","2013-06-28",0.188969744909026,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102025","1",12963,"1017","astr","Asimina triloba",190.600006103516,330.200012207031,"1.3",47.9000015258789,"M","A","2008-06-30",0.0014752494709675,50.5999984741211,NA,"A","2013-06-28",0.00169047970682646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102030","1",12968,"1017","astr","Asimina triloba",193.5,332.200012207031,"1.3",68.1999969482422,NA,"A","2008-06-30",0.00354777142832816,75,NA,"A","2013-06-28",0.00449228016178789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102036","1",12974,"1017","cagl","Carya glabra",200,332.799987792969,"1.3",78.5999984741211,NA,"A","2008-06-30",0.0169376244832783,80.9000015258789,NA,"A","2013-06-28",0.018267615967034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102038","1",12976,"1017","cagl","Carya glabra",199.199996948242,334.600006103516,"1.3",351.5,NA,"A","2008-06-30",0.858529587758669,377.100006103516,NA,"A","2013-06-28",1.03222533798417,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102051","1",12989,"1017","astr","Asimina triloba",193.5,335.799987792969,"1.3",54.7999992370605,NA,"A","2008-06-30",0.00206069485901382,58.7999992370605,"L","A","2013-06-28",0.00245471321678396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102056","1",12994,"1017","astr","Asimina triloba",191.300003051758,333.700012207031,"1.3",52,NA,"A","2008-06-30",0.00180903300134735,58,NA,"A","2013-06-28",0.00237260590888337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102057","1",12995,"1017","astr","Asimina triloba",190.5,332.600006103516,"1.3",53.5,NA,"A","2008-06-30",0.00194141688867478,57.4000015258789,NA,"A","2013-06-28",0.00231211749081557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102058","1",12996,"1017","qual","Quercus alba",189.5,333.200012207031,"1.3",96.0999984741211,NA,"A","2008-06-30",0.0254017804805682,98.5,NA,"A","2013-06-28",0.0271436219317241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102064","1",13002,"1017","cofl","Cornus florida",189.399993896484,331.200012207031,"1.3",47.5,NA,"A","2008-06-30",0.00589596976879061,52.7000007629395,NA,"A","2013-06-28",0.00748604077208526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102067","1",13005,"1017","quve","Quercus velutina",189.199996948242,332.299987792969,"1.3",709.799987792969,NA,"A","2008-06-30",5.04577578233777,NA,"DS","D","2013-06-28",0,"PD","PD",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102073","1",13011,"1017","nysy","Nyssa sylvatica",188.199996948242,337.600006103516,"1.3",188.100006103516,NA,"A","2008-06-30",0.130289668542614,191.5,NA,"A","2013-06-28",0.136045874807848,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"break in crown",2018-08-06,"Prestipino"
"102075","1",13013,"1017","nysy","Nyssa sylvatica",188.800003051758,338.399993896484,"1.3",182.100006103516,NA,"A","2008-06-30",0.12048514155726,181.600006103516,NA,"A","2013-06-28",0.119688318858477,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102076","1",13014,"1017","nysy","Nyssa sylvatica",186.800003051758,339.100006103516,"1.3",417.799987792969,NA,"A","2008-06-30",0.893944506834053,420.5,NA,"A","2013-06-28",0.907950041982758,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102077","1",13015,"1017","nysy","Nyssa sylvatica",186,338.600006103516,"1.3",376.100006103516,NA,"A","2008-06-30",0.693596697285225,377.5,NA,"A","2013-06-28",0.699843856833361,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102079","1",13017,"1017","ceca","Cercis canadensis",181.5,335.100006103516,"1.3",53.2999992370605,"L","A","2008-06-30",0.00573738486533939,NA,"DS,R","D","2013-06-28",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102082","1",13020,"1018","cagl","Carya glabra",186.300003051758,346.100006103516,"1.3",243.5,NA,"A","2010-02-05",0.32803086568904,243.199996948242,NA,"A","2013-06-28",0.326972689185146,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102083","1",13021,"1018","cagl","Carya glabra",186.899993896484,346.200012207031,"1.3",323,NA,"A","2010-02-05",0.687873315096266,331.200012207031,NA,"A","2013-06-28",0.73458888733579,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102084","1",13022,"1018","nysy","Nyssa sylvatica",186.300003051758,349.600006103516,"1.3",136,NA,"A","2010-02-05",0.0595657908838838,124.300003051758,NA,"A","2013-06-28",0.0479418363836671,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102085","1",13023,"1018","unk","Unidentified unk",187.199996948242,348.100006103516,"1.3",54.5,"D,P,Q,X","D","2010-02-05",0.00203279179480016,NA,"DC","D","2013-06-28",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102087","1",13025,"1018","havi","Hamamelis virginiana",181.600006103516,347,"1.3",84,"M","A","2010-02-05",0.028110397645874,84.8000030517578,"M","A","2013-06-28",0.0278151683755896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102087","2",33838,"1018","havi","Hamamelis virginiana",181.600006103516,347,"1.3",76.8000030517578,"S","A","2010-02-05",0.0234979995730654,81.1999969482422,"S","A","2013-06-28",0.025503629070187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102087","3",37558,"1018","havi","Hamamelis virginiana",181.600006103516,347,"1.3",56.7999992370605,"S","A","2010-02-05",0.012853016845904,57.7999992370605,"S","A","2013-06-28",0.0129224726846652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102089","1",13027,"1018","nysy","Nyssa sylvatica",194.300003051758,340.200012207031,"1.3",73,NA,"A","2010-02-05",0.0132704155705803,75.3000030517578,NA,"A","2013-06-28",0.0143020016387865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102096","1",13034,"1018","ceca","Cercis canadensis",199.399993896484,344.600006103516,"1.4",123.5,"A,I","A","2010-02-05",0.0486419792010585,124.099998474121,NA,"A","2013-06-28",0.0492453541087312,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"K; no wilt",2018-08-06,"Prestipino"
"102099","1",13037,"1018","nysy","Nyssa sylvatica",197.399993896484,349.399993896484,"1.3",120,NA,"A","2010-02-05",0.0440367810613587,105.900001525879,NA,"A","2013-06-28",0.032569335698604,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102100","1",13038,"1018","cato","Carya tomentosa",193.899993896484,347.299987792969,"1.3",57.7999992370605,NA,"A","2010-02-05",0.00756791469277742,NA,"DS","D","2013-06-28",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102101","1",13039,"1018","quru","Quercus rubra",193,349.200012207031,"1.3",341.399993896484,NA,"A","2008-06-27",0.661289738983056,NA,"DS","D","2013-06-28",0,"PD","PD",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102102","1",13040,"1018","nysy","Nyssa sylvatica",191.100006103516,349.899993896484,"1.4",64.3000030517578,"A","A","2008-06-27",0.00976974111446363,66.4000015258789,NA,"A","2013-06-28",0.0105576124286655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102104","1",13042,"1018","nysy","Nyssa sylvatica",189.600006103516,350.299987792969,"1.3",73.0999984741211,NA,"A","2008-06-27",0.013314327914753,74,NA,"A","2013-06-28",0.0137133756932051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102105","1",13043,"1018","cagl","Carya glabra",189.100006103516,347.100006103516,"1.3",50,NA,"A","2008-06-27",0.00517571144468581,53.5,NA,"A","2013-06-28",0.00617990783990268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102106","1",13044,"1018","nysy","Nyssa sylvatica",191.300003051758,351.799987792969,"1.3",65.5,"L","A","2008-06-27",0.0102155697681781,58.2000007629395,NA,"A","2013-06-28",0.00768097086052607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102107","1",13045,"1018","cato","Carya tomentosa",193.899993896484,353.299987792969,"1.3",420.600006103516,NA,"A","2008-06-27",1.37416395691949,429.200012207031,NA,"A","2013-06-28",1.44903023098022,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"tag on the ground",2018-08-06,"Prestipino"
"102108","1",13046,"1018","cagl","Carya glabra",199,351.200012207031,"1.3",100.5,NA,"A","2008-06-27",0.0322564524762527,104.900001525879,NA,"A","2013-06-28",0.0360902644900137,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102109","1",13047,"1018","caca","Carpinus caroliniana",199,351.899993896484,"1.3",58.9000015258789,NA,"A","2008-06-27",0.00246509436079537,61.0999984741211,NA,"A","2013-06-28",0.00270013516170384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102110","1",13048,"1018","cato","Carya tomentosa",193.5,356.299987792969,"1.3",122.699996948242,NA,"A","2008-06-27",0.0544242255006172,NA,"DS","D","2013-06-28",0,"PD","PD",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102111","1",13049,"1018","litu","Liriodendron tulipifera",190.899993896484,357.299987792969,"1.3",396.5,NA,"A","2008-06-27",0.952426218303207,429.399993896484,NA,"A","2013-06-28",1.17503821606726,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102112","1",13050,"1018","havi","Hamamelis virginiana",190.5,355.399993896484,"1.3",57,NA,"A","2008-06-27",0.00593044695749951,65,"M","A","2013-06-28",0.00903667505165604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102113","1",13051,"1018","cato","Carya tomentosa",184,354.700012207031,"1.3",69.6999969482422,NA,"A","2008-06-27",0.0123614184910153,71.8000030517578,NA,"A","2013-06-28",0.0133615295214988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102115","1",13053,"1018","nysy","Nyssa sylvatica",185.199996948242,355.299987792969,"1.3",69.5,"M","A","2008-06-27",0.0117866230319784,NA,"DS","D","2013-06-28",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102117","1",13055,"1018","cagl","Carya glabra",186.199996948242,357,"1.3",164.5,NA,"A","2008-06-27",0.117351537666372,169.600006103516,NA,"A","2013-06-28",0.127128176335299,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102119","1",13057,"1018","cagl","Carya glabra",183.899993896484,360,"1.3",157.800003051758,NA,"A","2008-06-27",0.10523452052008,162.899993896484,NA,"A","2013-06-28",0.114383530859861,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102120","1",13058,"1018","havi","Hamamelis virginiana",182,358.700012207031,"1.3",56,NA,"A","2008-06-27",0.00563372472602839,NA,"DT","D","2013-06-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102121","1",13059,"1018","cagl","Carya glabra",180.100006103516,358.600006103516,"1.3",78.6999969482422,NA,"A","2008-06-27",0.0169941600136483,NA,"DS","D","2013-06-28",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102122","1",13060,"1018","nysy","Nyssa sylvatica",180.100006103516,357,"1.3",68.8000030517578,NA,"A","2008-06-27",0.0115021675450403,68.8000030517578,NA,"A","2013-06-28",0.0115021675450403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102123","1",13061,"1018","nysy","Nyssa sylvatica",180.100006103516,356.799987792969,"1.3",52.5999984741211,NA,"A","2008-06-27",0.00601703213452996,50.2000007629395,NA,"A","2013-06-28",0.00537570912575291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102124","1",13062,"1019","acru","Acer rubrum",181.699996948242,362.5,"1.3",360.5,NA,"A","2008-06-27",0.594112324448588,363.399993896484,NA,"A","2013-06-28",0.60579279382393,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"anthracnose / wilt",2018-08-06,"Prestipino"
"102125","1",13063,"1019","nysy","Nyssa sylvatica",182.600006103516,364.200012207031,"1.3",63.7999992370605,NA,"A","2008-06-27",0.00958740770923813,63.9000015258789,NA,"A","2013-06-28",0.00962371406423124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102126","1",13064,"1019","nysy","Nyssa sylvatica",183.300003051758,362.399993896484,"1.3",113.599998474121,NA,"A","2008-06-27",0.03858086655152,111.900001525879,NA,"A","2013-06-28",0.0372022431589198,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102127","1",13065,"1019","nysy","Nyssa sylvatica",185.100006103516,365.700012207031,"1.3",121,NA,"A","2008-06-27",0.0449276185791962,120.5,NA,"A","2013-06-28",0.0444808937848878,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102129","1",13067,"1019","nysy","Nyssa sylvatica",190.100006103516,366.799987792969,"1.3",111.800003051758,NA,"A","2008-06-27",0.037122062538127,110.400001525879,NA,"A","2013-06-28",0.0360101345615224,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102130","1",13068,"1019","caco","Carya cordiformis",182.899993896484,365.799987792969,"1.3",303,NA,"A","2008-06-27",0.581771653013901,311.899993896484,NA,"A","2013-06-28",0.627631084600402,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"R",2018-08-06,"Prestipino"
"102131","1",13069,"1019","nysy","Nyssa sylvatica",191.800003051758,361.200012207031,"1.3",68.1999969482422,NA,"A","2008-06-27",0.011261578005087,67,NA,"A","2013-06-28",0.0107893128519226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102132","1",13070,"1019","cato","Carya tomentosa",196.800003051758,360.799987792969,"1.3",144.5,NA,"A","2008-06-27",0.0835482219339345,145.100006103516,NA,"A","2013-06-28",0.0844605179530439,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102133","1",13071,"1019","quve","Quercus velutina",197.199996948242,363,"1.3",674.599975585938,NA,"A","2008-06-27",4.53317486116063,703,NA,"A","2013-06-28",4.94450243133915,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102134","1",13072,"1019","acru","Acer rubrum",192.600006103516,369.5,"1.3",84.4000015258789,NA,"A","2008-06-27",0.0174421863524132,84.1999969482422,NA,"A","2013-06-28",0.0173419169432459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102136","1",13074,"1019","caovl","Carya ovalis",190.399993896484,363.600006103516,"1.3",428,NA,"A","2008-06-27",1.43843600589347,433.200012207031,NA,"A","2013-06-28",1.48469195952987,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102137","1",13075,"1019","cato","Carya tomentosa",193.399993896484,370.399993896484,"1.3",394.399993896484,NA,"A","2008-06-27",1.16099564667756,412.600006103516,NA,"A","2013-06-28",1.30671275501569,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102138","1",13076,"1019","fagr","Fagus grandifolia",196.600006103516,372.600006103516,"1.3",80,NA,"A","2008-06-27",0.0176778584474645,90.0999984741211,NA,"A","2013-06-28",0.0239998502327927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102140","1",13078,"1019","nysy","Nyssa sylvatica",196.300003051758,375.200012207031,"1.3",127,NA,"A","2008-06-27",0.0504936755006727,127.400001525879,NA,"A","2013-06-28",0.0508783311972009,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102141","1",13079,"1019","cato","Carya tomentosa",195.800003051758,378.100006103516,"1.3",190.600006103516,NA,"A","2008-06-27",0.172628980864212,203.199996948242,NA,"A","2013-06-28",0.204162882612703,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"sapsucker",2018-08-06,"Prestipino"
"102142","1",13080,"1019","cagl","Carya glabra",192.899993896484,374.899993896484,"1.3",64.1999969482422,NA,"A","2008-06-27",0.00996570603203577,61.5,NA,"A","2013-06-28",0.00890435286808144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102143","1",13081,"1019","cagl","Carya glabra",186.199996948242,370.700012207031,"1.3",164.399993896484,NA,"A","2008-06-27",0.117164647765039,163.699996948242,NA,"A","2013-06-28",0.115861656634347,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102144","1",13082,"1019","quve","Quercus velutina",189.199996948242,372.600006103516,"1.3",495,NA,"A","2008-06-27",2.36178976225213,512.099975585938,NA,"A","2013-06-28",2.53692073724319,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102145","1",13083,"1019","nysy","Nyssa sylvatica",186.199996948242,374.899993896484,"1.3",113.400001525879,NA,"A","2008-06-27",0.0384171517934942,111.800003051758,NA,"A","2013-06-28",0.037122062538127,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102146","1",13084,"1019","acru","Acer rubrum",188,377.399993896484,"1.3",222.600006103516,NA,"A","2008-06-27",0.184108960331299,235,NA,"A","2013-06-28",0.210031127182666,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102147","1",13085,"1019","nysy","Nyssa sylvatica",185,373.5,"1.3",134,NA,"A","2008-06-27",0.0574737420957854,132.699996948242,NA,"A","2013-06-28",0.0561373411252234,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102148","1",13086,"1019","cato","Carya tomentosa",182,375.399993896484,"1.3",252.800003051758,NA,"A","2008-06-27",0.361891186767301,251.199996948242,NA,"A","2013-06-28",0.355918874155216,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102149","1",13087,"1020","cagl","Carya glabra",181.399993896484,380.200012207031,"1.3",65.6999969482422,NA,"A","2008-06-27",0.0105875773325383,70.0999984741211,NA,"A","2013-06-28",0.0125482135127182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102150","1",13088,"1020","qual","Quercus alba",184.300003051758,382.100006103516,"1.3",469.200012207031,NA,"A","2008-06-27",1.80466293603356,479,NA,"A","2013-06-28",1.90780463519934,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102152","1",13090,"1020","acru","Acer rubrum",189.800003051758,381.399993896484,"1.3",143.600006103516,NA,"A","2008-06-27",0.0634562044277035,139.800003051758,NA,"A","2013-06-28",0.059452648637614,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102154","1",13092,"1020","qual","Quercus alba",185.399993896484,388.5,"1.3",504.399993896484,NA,"A","2008-06-27",2.19213422458773,512.5,NA,"A","2013-06-28",2.28807213549346,"AU","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"K",2018-08-06,"Prestipino"
"102157","1",13095,"1020","fagr","Fagus grandifolia",200,382.200012207031,"1.3",222.100006103516,NA,"A","2008-06-27",0.244221221724488,238.899993896484,NA,"A","2013-06-28",0.294589016856758,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102158","1",13096,"1020","cato","Carya tomentosa",198.800003051758,384.700012207031,"1.3",81,NA,"A","2008-06-27",0.018326855568321,79.0999984741211,NA,"A","2013-06-28",0.0172214729919815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102159","1",13097,"1020","cato","Carya tomentosa",198.5,385.700012207031,"1.3",105.5,NA,"A","2008-06-27",0.0366337976918392,101.599998474121,NA,"A","2013-06-28",0.0331900015989517,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102160","1",13098,"1020","cagl","Carya glabra",199.899993896484,387.899993896484,"1.3",131,NA,"A","2008-06-27",0.0646094300659107,127,NA,"A","2013-06-28",0.059566042018832,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102161","1",13099,"1020","acru","Acer rubrum",197,388.399993896484,"1.3",55.5,NA,"A","2008-06-27",0.00629826176790265,55.7000007629395,NA,"A","2013-06-28",0.0063535565032742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102162","1",13100,"1020","nysy","Nyssa sylvatica",192.199996948242,393.100006103516,"1.3",107.300003051758,NA,"A","2008-06-27",0.0336181494683785,108.099998474121,NA,"A","2013-06-28",0.03422622470961,"A","A",NA,NA,NA,"","","","","","",NA,NA,NA,"",NA,"",2018-08-06,"Prestipino"
"102163","1",13101,"1020","cato","Carya tomentosa",194.300003051758,394.799987792969,"1.3",91.6999969482422,NA,"A","2008-06-27",0.0253695827933822,96.1999969482422,NA,"A","2013-06-28",0.0287635894586178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
