tag,StemTag,stemID,quadrat,sp,Latin,gx,gy,hom,dbh.2008,codes.2008,status.2008,date.2008,agb.2008,dbh.2013,codes.2013,status.2013,date.2013,agb.2013,dbh.2018,codes.2018,status.2018,date.2018,agb.2018,status.2019,status.2020,dbh.if.dead.2020,agb.if.dead.2020,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown.thinning,fraxinus.epicormic.growth,EABF,DE.count,comments,date.2020,surveyors
52395,1,6945,530,litu,Liriodendron tulipifera,90.1,589.59998,1.3,164.8,NULL,A,8/5/2008,0.094219929,0,DS;R,D,5/24/2013,0,NA,DS,D,5/4/2018,NA,PD,PD,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52397,1,6947,530,cato,Carya tomentosa,99.5,594.79999,1.3,207.1,NULL,A,8/5/2008,0.204859211,209.1,B,A,5/24/2013,0.210370045,210,B,A,5/4/2018,0.212880437,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52398,1,6948,530,litu,Liriodendron tulipifera,94.2,597.40002,1.3,337.3,NULL,A,8/5/2008,0.62199027,357,NULL,A,5/24/2013,0.722339363,383,NULL,A,5/4/2018,0.869339277,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52400,1,6949,530,litu,Liriodendron tulipifera,84.9,592.29999,1.3,118,NULL,A,8/5/2008,0.039072358,125.8,NULL,A,5/24/2013,0.046250776,138,NULL,A,5/4/2018,0.059025806,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52401,1,6950,530,litu,Liriodendron tulipifera,88.3,596.40002,1.3,140.6,NULL,A,8/5/2008,0.062001451,141.2,NULL,A,5/24/2013,0.062701071,143,NULL,A,5/4/2018,0.064829249,A,DS,146,0.068474727,1,I,B,,,,NA,0,NA,NA,,NA,,9/8/2020,Cameron Dow
52402,1,6951,530,litu,Liriodendron tulipifera,89.8,599.90002,1.3,404.5,NULL,A,8/5/2008,1.00390091,436.9,NULL,A,5/24/2013,1.229892689,458,NULL,A,5/4/2018,1.39264706,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52403,1,6952,530,quve,Quercus velutina,86.6,597.70001,1.3,757.1,NULL,A,8/5/2008,5.780137615,777.5,NULL,A,5/24/2013,6.113063461,796,NULL,A,5/4/2018,6.42345864,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52404,1,6953,530,ulru,Ulmus rubra,86.3,596.59998,1.3,58,NULL,A,8/5/2008,0.007617426,58,NULL,A,5/24/2013,0.007617426,65,NULL,A,5/4/2018,0.010028391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52405,1,6954,530,unk,Unidentified unk,83.1,598.40002,1.3,184,D;Q,D,8/5/2008,0.041727969,0,DC,D,5/24/2013,0,NA,DN,D,5/4/2018,NA,PD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52406,1,6955,530,litu,Liriodendron tulipifera,81.7,598,1.3,265.4,NULL,A,8/5/2008,0.330704003,268.9,NULL,A,5/24/2013,0.342320018,283,NULL,A,5/4/2018,0.391667729,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52409,1,6957,531,litu,Liriodendron tulipifera,83.1,603.70001,1.3,272.5,NULL,A,8/6/2008,0.354528601,295.9,NULL,A,5/24/2013,0.44048134,331,NULL,A,5/4/2018,0.591844063,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52410,1,6958,531,litu,Liriodendron tulipifera,85.1,604.70001,1.3,181.7,NULL,A,8/6/2008,0.121859885,179,NULL,A,5/24/2013,0.117146217,183,NULL,A,5/4/2018,0.124170707,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52413,1,6961,531,litu,Liriodendron tulipifera,86.3,610,1.3,430,NULL,A,8/6/2008,1.179369555,463.1,NULL,A,5/24/2013,1.433882552,492,NULL,A,5/4/2018,1.681855105,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52414,1,6962,531,litu,Liriodendron tulipifera,90.7,601.5,1.3,224.8,NULL,A,8/6/2008,0.213522576,223,NULL,A,5/24/2013,0.209046955,228,NULL,A,5/4/2018,0.221625054,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52415,1,6963,531,litu,Liriodendron tulipifera,95.4,600.70001,1.3,343.9,NULL,A,8/6/2008,0.654574851,356.8,NULL,A,5/24/2013,0.72127354,372,NULL,A,5/4/2018,0.805083969,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52416,1,6964,531,cato,Carya tomentosa,97.4,601.59998,1.3,119.3,NULL,A,8/6/2008,0.044652622,125.2,NULL,A,5/24/2013,0.05102103,129,NULL,A,5/4/2018,0.055413406,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52417,1,6965,531,cagl,Carya glabra,98,607.09998,1.3,84.8,NULL,A,8/6/2008,0.017393837,89.1,NULL,A,5/24/2013,0.019940144,91,NULL,A,5/4/2018,0.021136759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52418,1,6966,531,litu,Liriodendron tulipifera,99.5,607.90002,1.3,325.6,NULL,A,8/6/2008,0.566740066,336,NULL,A,5/24/2013,0.615693442,355,NULL,A,5/4/2018,0.711725035,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52419,1,6967,531,litu,Liriodendron tulipifera,97.6,607.70001,1.3,145.6,NULL,A,8/6/2008,0.067981502,151.2,NULL,A,5/24/2013,0.07508955,156,NULL,A,5/4/2018,0.081534957,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52421,1,6969,531,litu,Liriodendron tulipifera,95.1,606.5,1.3,660.8,NULL,A,8/6/2008,3.658853936,670,NULL,A,5/24/2013,3.794614284,706,NULL,A,5/4/2018,4.355729681,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52422,1,6970,531,cato,Carya tomentosa,92.9,610,1.3,66.4,NULL,A,8/6/2008,0.00885104,73.8,NULL,A,5/24/2013,0.011850529,83,NULL,A,5/4/2018,0.01639305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52423,1,6971,531,litu,Liriodendron tulipifera,94,612.70001,1.3,324,NULL,A,8/6/2008,0.559431136,334.3,NULL,A,5/24/2013,0.607519027,349,NULL,A,5/4/2018,0.680464593,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52425,1,6973,531,vipr,Viburnum prunifolium,99.5,610.29999,1.3,59.4,M,A,8/6/2008,0.012673272,76,M,A,5/24/2013,0.027498491,80,M,A,5/4/2018,0.034178895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52425,2,33045,531,vipr,Viburnum prunifolium,99.5,610.29999,1.3,44.9,S,A,8/6/2008,0.007241167,54.3,S,A,5/24/2013,0.014037227,64,A;S,A,5/4/2018,0.021874493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52427,1,6975,531,cato,Carya tomentosa,99.7,618.79999,1.3,200.6,NULL,A,8/6/2008,0.187587583,200.5,NULL,A,5/24/2013,0.187329412,204,NULL,A,5/4/2018,0.196500918,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52428,1,6976,531,qupr,Quercus prinus,96.6,619.20001,1.3,648.3,NULL,A,8/6/2008,4.839725492,669.6,NULL,A,5/24/2013,5.285847879,686,NULL,A,5/4/2018,5.646484116,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52429,1,6977,531,cato,Carya tomentosa,91.4,618.59998,1.3,81.5,NULL,A,8/6/2008,0.015587748,96.7,NULL,A,5/24/2013,0.024998502,92,NULL,A,5/4/2018,0.021784522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52430,1,6978,531,litu,Liriodendron tulipifera,90.4,612.29999,1.3,80.2,NULL,A,8/6/2008,0.014124074,82.5,NULL,A,5/24/2013,0.015216567,85,NULL,A,5/4/2018,0.016461879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52431,1,6979,531,cato,Carya tomentosa,89.3,615.09998,1.3,44.8,NULL,A,8/6/2008,0.002985355,56.9,NULL,A,5/24/2013,0.005778114,62,NULL,A,5/4/2018,0.00732406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52434,1,6982,531,litu,Liriodendron tulipifera,87.4,619.59998,1.3,593.6,NULL,A,8/6/2008,2.758144011,620,NULL,A,5/24/2013,3.093232994,651,NULL,A,5/4/2018,3.517599873,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52435,1,6983,531,cagl,Carya glabra,87.5,620,1.3,73.5,NULL,A,8/6/2008,0.011717951,76,NULL,A,5/24/2013,0.012852074,80,NULL,A,5/4/2018,0.014808143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52436,1,6984,531,litu,Liriodendron tulipifera,84.2,617.70001,1.3,499.1,NULL,A,8/6/2008,1.746565104,526,NULL,A,5/24/2013,2.005663024,533,NULL,A,5/4/2018,2.076761997,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52438,1,6986,531,litu,Liriodendron tulipifera,84.3,613.5,1.3,132.1,NULL,A,8/6/2008,0.052606506,146.9,NULL,A,5/24/2013,0.069592584,155,NULL,A,5/4/2018,0.080164956,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/8/2020,Cameron Dow
52439,1,6987,532,litu,Liriodendron tulipifera,85.7,623.20001,1.3,141.6,NULL,A,8/6/2008,0.063170193,144.3,NULL,A,5/24/2013,0.066393768,149,NULL,A,5/4/2018,0.072244759,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52440,1,6988,532,litu,Liriodendron tulipifera,90,623.20001,1.3,173.7,NULL,A,8/6/2008,0.10822636,175.8,NULL,A,5/24/2013,0.111708252,180,NULL,A,5/4/2018,0.118878573,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52441,1,6989,532,ceca,Cercis canadensis,89,628.20001,1.3,60,NULL,A,8/6/2008,0.00775392,0,DC,D,5/24/2013,0,NA,DN,D,5/4/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52442,1,6990,532,litu,Liriodendron tulipifera,81.9,629.40002,1.3,485.9,NULL,A,8/6/2008,1.627464826,503,NULL,A,5/24/2013,1.782757092,520,NULL,A,5/4/2018,1.94593954,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52443,1,6991,532,litu,Liriodendron tulipifera,82.7,625.70001,1.3,543,NULL,A,8/6/2008,2.181012141,556.9,NULL,A,5/24/2013,2.331221293,581,NULL,A,5/4/2018,2.606541482,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52444,1,6992,532,litu,Liriodendron tulipifera,81.9,625.5,1.3,277.1,NULL,A,8/6/2008,0.370516692,278.2,NULL,A,5/24/2013,0.37440493,285,NULL,A,5/4/2018,0.39900353,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52446,1,6994,532,cagl,Carya glabra,95.3,623,1.3,64.9,NULL,A,8/6/2008,0.008309711,71,NULL,A,5/24/2013,0.010649804,73,NULL,A,5/4/2018,0.011499099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52447,1,6995,532,cofl,Cornus florida,97.6,628.20001,1.3,63.1,NULL,A,8/6/2008,0.011324789,61,NULL,A,5/24/2013,0.010477188,61,J;L,A,5/4/2018,0.010477188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52449,1,6997,532,litu,Liriodendron tulipifera,95.4,626.40002,1.3,529.1,NULL,A,8/6/2008,2.036960155,545,NULL,A,5/24/2013,2.202243392,566,NULL,A,5/4/2018,2.432942407,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52451,1,6998,532,litu,Liriodendron tulipifera,91.6,632.5,1.3,449.3,NULL,A,8/6/2008,1.324018322,465.9,NULL,A,5/24/2013,1.456839889,495,NULL,A,5/4/2018,1.709012469,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,coordinates wrong - next to 52449,9/9/2020,Cameron Dow
52452,1,6999,532,ceca,Cercis canadensis,92.9,623.90002,1.3,63.2,NULL,A,8/6/2008,0.008849567,55.7,NULL,A,5/24/2013,0.006417559,68,NULL,A,5/4/2018,0.010660828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52453,1,7000,532,caovl,Carya ovalis,90.6,621.70001,1.3,69.6,NULL,A,8/6/2008,0.01007982,72.9,NULL,A,5/24/2013,0.011455644,75,NULL,A,5/4/2018,0.012390398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52454,1,7001,532,nysy,Nyssa sylvatica,93.7,633.79999,1.3,56.4,NULL,A,8/6/2008,0.007120153,59.5,NULL,A,5/24/2013,0.008101571,55,NULL,A,5/4/2018,0.006701079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52455,1,7002,532,nysy,Nyssa sylvatica,93.8,632.90002,1.3,59.4,NULL,A,8/6/2008,0.008068751,62,NULL,A,5/24/2013,0.008947595,66,NULL,A,5/4/2018,0.010404779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52456,1,7003,532,nysy,Nyssa sylvatica,94.9,632.79999,1.3,59,NULL,A,8/6/2008,0.007938247,62.1,NULL,A,5/24/2013,0.008982463,66,NULL,A,5/4/2018,0.010404779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52457,1,7004,532,nysy,Nyssa sylvatica,96.5,632.79999,1.3,86.5,NULL,A,8/6/2008,0.019986118,93.8,NULL,A,5/24/2013,0.024302143,100,NULL,A,5/4/2018,0.028361387,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52458,1,7005,532,nysy,Nyssa sylvatica,99.8,637.70001,1.3,74.1,NULL,A,8/6/2008,0.013758141,77,NULL,A,5/24/2013,0.015093694,84,NULL,A,5/4/2018,0.018620471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52460,1,7007,532,cagl,Carya glabra,96.1,637,1.3,442.8,NULL,A,8/6/2008,1.671057857,456.6,NULL,A,5/24/2013,1.818880795,466,NULL,A,5/4/2018,1.924190046,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52461,1,7008,532,unk,Unidentified unk,93.7,636.5,1.3,220.8,D;Q,D,8/6/2008,0.065625689,0,DS,D,5/24/2013,0,NA,DC,D,5/4/2018,NA,PD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52462,1,7009,532,qupr,Quercus prinus,98,630.40002,1.3,363.1,NULL,A,8/6/2008,0.995744805,373,NULL,A,5/24/2013,1.071552521,386,NULL,A,5/4/2018,1.176510981,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,coordinates flipped,9/9/2020,Cameron Dow
52463,1,7010,532,cato,Carya tomentosa,90.4,633.29999,1.3,88.8,NULL,A,8/6/2008,0.019755257,88,NULL,A,5/24/2013,0.019267581,91,NULL,A,5/4/2018,0.021136759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52464,1,7011,532,caovl,Carya ovalis,86,634.29999,1.3,114,NULL,A,8/6/2008,0.039385581,114.6,NULL,A,5/24/2013,0.039960782,117,NULL,A,5/4/2018,0.042315104,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52465,1,7012,532,unk,Unidentified unk,87.2,635.09998,1.3,235,D;Q,D,8/6/2008,0.076612427,0,DS,D,5/24/2013,0,NA,DS,D,5/4/2018,NA,PD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52466,1,7013,532,cagl,Carya glabra,89.3,635.40002,1.3,151.1,NULL,A,8/6/2008,0.085761923,156.1,NULL,A,5/24/2013,0.093830684,166,NULL,A,5/4/2018,0.111199952,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
52467,1,7014,532,litu,Liriodendron tulipifera,80.4,635.09998,1.3,202.8,NULL,A,8/6/2008,0.16277383,202.8,NULL,A,5/24/2013,0.16277383,206,NULL,A,5/4/2018,0.169629217,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,9/9/2020,Cameron Dow
53111,1,54235,509,litu,Liriodendron tulipifera,97.4,166.10001,NA,NA,NA,P,NA,NA,52.1,NULL,A,5/21/2013,0.004532397,75,F,A,9/20/2018,0.011837145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53115,1,54239,509,fram,Fraxinus americana,100,170.5,NA,NA,NA,P,NA,NA,14.7,NULL,A,5/21/2013,0.000276095,20,F,A,9/20/2018,0.000592433,A,A,NA,NA,NA,S,,,,,NA,NA,2,1,none,NA,,7/15/2020,Cameron Dow
53151,1,54277,502,cato,Carya tomentosa,96.1,33,NA,NA,NA,P,NA,NA,207.5,NULL,A,5/20/2013,0.205953917,224,NULL,A,7/17/2018,0.254419906,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
53152,1,54278,515,pato,Paulownia tomentosa,84.8,289,NA,NA,NA,P,NA,NA,54.7,NULL,A,5/23/2013,0.002051369,117,NULL,A,9/4/2018,0.013554758,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,8/5/2020,Cameron Dow
60001,1,7015,601,ulru,Ulmus rubra,115.6,0.1,1.3,230.5,D,D,10/29/2008,0.212794902,0,DC,D,5/28/2013,0,NA,DC,D,6/29/2018,NA,PD,PD,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60002,1,7016,601,fram,Fraxinus americana,113.4,0.3,1.3,29.6,B,A,10/29/2008,0.001566225,32.2,B,A,5/28/2013,0.00192986,34,NULL,A,6/29/2018,0.002208545,A,A,NA,NA,NA,S,,,,,NA,NA,1,0,VB,NA,B @ 2m,7/2/2020,Cameron Dow
60003,1,7017,601,caco,Carya cordiformis,112.3,2.6,1.3,212,NULL,A,10/29/2008,0.218527305,229.5,NULL,A,5/28/2013,0.272049449,258,NULL,A,6/29/2018,0.375889063,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60005,1,7019,601,ulru,Ulmus rubra,106.3,0.4,1.3,57.4,NULL,A,10/29/2008,0.007428644,0,DC,D,5/28/2013,0,NA,DC,D,6/29/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60006,1,7020,601,ulru,Ulmus rubra,106.1,2.2,1.3,125.7,D,D,10/29/2008,0.049255337,0,DC,D,5/28/2013,0,NA,DC,D,6/29/2018,NA,PD,PD,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60007,1,7021,601,unk,Unidentified unk,107.6,3.7,1.3,603.2,D;Q,D,10/29/2008,0.79621051,0,DC,D,5/28/2013,0,NA,DC,D,6/29/2018,NA,PD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60011,1,7022,601,ulru,Ulmus rubra,107.9,5.4,1.3,71.2,I,A,10/29/2008,0.012494458,75.1,I,A,5/28/2013,0.014210499,84,NULL,A,6/29/2018,0.018620471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60012,1,7023,601,ulru,Ulmus rubra,107.1,3,1.3,53.4,X,D,10/29/2008,0.006240261,0,DC,D,5/28/2013,0,NA,DC,D,6/29/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60013,1,7024,601,quve,Quercus velutina,114,7.3,0.6,484.3,A;D,D,10/29/2008,2.255546399,0,DN,D,5/28/2013,0,NA,DN,D,6/29/2018,NA,PD,PD,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,Alive!,7/2/2020,Cameron Dow
60015,1,7026,601,qual,Quercus alba,110.4,9.2,1.3,480.1,M,A,10/29/2008,1.919607166,518.8,M,A,5/28/2013,2.364483115,521,M,A,6/29/2018,2.39153858,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60015,2,33048,601,qual,Quercus alba,110.4,9.2,1.3,177.8,S,A,10/29/2008,0.132833409,181.9,S,A,5/28/2013,0.141230333,188,S,A,6/29/2018,0.154327746,AU,AU,NA,NA,NA,I,I,,,,NA,NA,NA,NA,,NA,LF eaten,7/2/2020,Cameron Dow
60016,1,7027,601,qual,Quercus alba,112.9,11.7,1.3,502.1,NULL,A,10/29/2008,2.16536181,521,NULL,A,5/28/2013,2.39153858,532,NULL,A,6/29/2018,2.529731394,AU,AU,NA,NA,NA,I,I,,,,NA,NA,NA,NA,,NA,LF eaten,7/2/2020,Cameron Dow
60018,1,7029,601,qual,Quercus alba,114.5,14.1,1.3,85.8,NULL,A,10/29/2008,0.018727641,87.5,NULL,A,5/28/2013,0.019742078,90,NULL,A,6/29/2018,0.02129549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60019,1,7030,601,unk,Unidentified unk,119.1,15.8,1.3,290.9,D;L;Q,D,10/29/2008,0.130154659,0,DC,D,5/28/2013,0,NA,DC,D,6/29/2018,NA,PD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60020,1,7031,601,qupr,Quercus prinus,109.4,20,1.3,178.9,NULL,A,10/29/2008,0.144424349,182.2,NULL,A,5/28/2013,0.151807138,186,NULL,A,6/29/2018,0.160599415,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60021,1,7032,601,qupr,Quercus prinus,108.7,20,1.3,71.2,B,A,10/29/2008,0.01170159,70.3,NULL,A,5/28/2013,0.011302533,75,NULL,A,6/29/2018,0.013484584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60022,1,7033,602,qupr,Quercus prinus,113.3,21.1,1.3,283.9,NULL,A,10/29/2008,0.508949131,302.5,NULL,A,5/28/2013,0.605127649,310,NULL,A,7/6/2018,0.646931963,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60023,1,7034,602,qupr,Quercus prinus,114.3,22.3,1.3,157.7,NULL,A,10/29/2008,0.102382606,164.7,NULL,A,5/28/2013,0.115258752,172,NULL,A,7/6/2018,0.129732218,A,DS,171,0.127685224,4,I,I,,,,NA,0,NA,NA,DE,1,,7/2/2020,Cameron Dow
60024,1,7035,602,amar,Amelanchier arborea,112.1,25.5,1.3,121.2,L,A,10/29/2008,0.062769652,125,L,A,5/28/2013,0.065746419,122,NULL,A,7/6/2018,0.063392488,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60025,1,7036,602,ulru,Ulmus rubra,114.8,25.4,1.3,97.3,NULL,A,10/29/2008,0.026548512,0,DC,D,5/28/2013,0,NA,DC,D,7/6/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60026,1,7037,602,qupr,Quercus prinus,112.2,27.1,1.3,152.8,NULL,A,10/29/2008,0.093936703,162,NULL,A,5/28/2013,0.110177676,168,NULL,A,7/6/2018,0.12166735,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/2/2020,Cameron Dow
60027,1,7038,602,cagl,Carya glabra,109.3,28,1.3,81.8,NULL,A,10/29/2008,0.015746741,81.5,NULL,A,5/28/2013,0.015587748,83,NULL,A,7/6/2018,0.01639305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60029,1,7040,602,unk,Unidentified unk,120,25.1,1.3,56.9,D;Q,D,10/29/2008,0.002262421,0,DS,D,5/28/2013,0,NA,DS,D,7/6/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60030,1,7041,602,saal,Sassafras albidum,118.1,34.3,1.3,59,NULL,A,10/29/2008,0.007938247,59.4,NULL,A,5/28/2013,0.008068751,61,J,A,7/6/2018,0.008603278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60031,1,7042,602,nysy,Nyssa sylvatica,113,34.2,1.3,77,NULL,A,10/29/2008,0.015093694,0,DS,D,5/28/2013,0,NA,DN,D,7/6/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60033,1,7043,602,cato,Carya tomentosa,111.8,35.9,1.3,316.6,F,A,10/29/2008,0.661572123,359,NULL,A,5/28/2013,0.93613165,NA,DC,D,7/6/2018,NA,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,Alive!; fence post,7/2/2020,Cameron Dow
60035,1,7045,602,prav,Prunus avium,118.2,36.3,1.3,237.8,NULL,A,10/29/2008,0.375983529,251.1,NULL,A,5/28/2013,0.446903993,267,F,A,7/6/2018,0.543099634,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,outside fence,7/1/2020,Cameron Dow
60036,1,7046,602,cagl,Carya glabra,118.6,39.3,1.3,386.9,NULL,A,10/29/2008,1.151101854,407,NULL,A,5/28/2013,1.323932429,433,F,A,7/6/2018,1.570889481,A,A,NA,NA,NA,,,,,,NA,NA,NA,NA,,NA,,7/1/2020,Cameron Dow
