"tag","StemTag","stemID","quadrat","sp","gx","gy","dbh.2013","date.2013","agb.2013","status.2013","status.2014","date.2014","dbh.if.dead.2014","agb.if.dead.2014","status.2015","date.2015","dbh.if.dead.2015","agb.if.dead.2015","status.2016","date.2016","dbh.if.dead.2016","agb.if.dead.2016","status.2017","date.2017","dbh.if.dead.2017","agb.if.dead.2017","status.2018","date.2018","dbh.if.dead.2018","agb.if.dead.2018","Latin","Genus","Species","Family"
"60030","1",7041,"0602","saal",118.099998474121,34.2999992370605,59.4000015258789,2013-05-28,0.00806875111311092,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sassafras albidum","Sassafras","albidum","Lauraceae"
"60031","1",7042,"0602","nysy",113,34.2000007629395,NA,2013-05-28,0,"Dead","Dead",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","Nyssaceae"
"60033","1",7043,"0602","cato",111.800003051758,35.9000015258789,359,2013-05-28,0.907374586594214,"Live","Live",2014-09-16,NA,NA,"Live",2015-07-01,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-07-03,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60035","1",7045,"0602","prav",118.199996948242,36.2999992370605,251.100006103516,2013-05-28,0.329803079459078,"Live","Live",2014-09-16,NA,NA,"Live",2015-07-01,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-07-03,NA,NA,"Prunus avium","Prunus","avium","Rosaceae"
"60036","1",7046,"0602","cagl",118.599998474121,39.2999992370605,407,2013-05-28,1.26074007639757,"Live","Live",2014-09-16,NA,NA,"Live",2015-07-01,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-07-03,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60040","1",7050,"0603","cato",114.300003051758,43.7000007629395,NA,2013-05-28,0,"Dead","Dead",2014-09-16,NA,NA,"Dead",2015-06-29,NA,NA,"Dead",2016-06-27,NA,NA,"Dead",2017-07-15,NA,NA,"Dead",2018-06-07,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60040","2",33050,"0603","cato",114.300003051758,43.7000007629395,321.5,2013-05-28,0.679532440541459,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60042","1",7052,"0603","amar",111.400001525879,45.2000007629395,79.5,2013-05-28,0.0333485107502342,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amelanchier arborea","Amelanchier","arborea","Rosaceae"
"60043","1",7053,"0603","cagl",110.699996948242,46.2999992370605,302.899993896484,2013-05-28,0.581268534026849,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60050","1",7060,"0603","cagl",113.800003051758,48.2999992370605,282,2013-05-28,0.481944978107826,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60055","1",7065,"0603","quru",113.900001525879,50.5999984741211,168.800003051758,2013-05-28,0.117153771446998,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"60059","1",7068,"0603","cagl",114,53.5999984741211,545.400024414062,2013-05-28,2.71516555750474,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60060","1",7069,"0603","qual",113.300003051758,54.7999992370605,231.699996948242,2013-05-28,0.27070259335322,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Dead",2017-07-15,247,0.321484547495672,"Dead",2018-06-07,247,0.321484547495672,"Quercus alba","Quercus","alba","Fagaceae"
"60061","1",7070,"0603","cagl",112.800003051758,55.7000007629395,248,2013-05-28,0.344158088992903,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60067","1",7074,"0604","saal",117.199996948242,64.1999969482422,265.100006103516,2013-05-28,0.298223721209981,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Sassafras albidum","Sassafras","albidum","Lauraceae"
"60071","1",7078,"0604","unk",117.5,66.5,NA,2013-05-28,0,"Dead","Dead",2014-09-16,NA,NA,"Dead",2015-06-29,NA,NA,"Dead",2016-06-27,NA,NA,"Dead",2017-07-15,NA,NA,"Dead",2018-06-07,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"60073","1",7080,"0604","litu",113.300003051758,71.6999969482422,371.799987792969,2013-05-28,0.803943864556763,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60076","1",7082,"0604","havi",118.900001525879,73.3000030517578,66,2013-05-28,0.0146936522844298,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60076","2",37284,"0604","havi",118.900001525879,73.3000030517578,57.5,2013-05-28,0.0111526372510092,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60078","1",7084,"0604","qual",118,77.8000030517578,626.799987792969,2013-05-28,3.9314838089055,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus alba","Quercus","alba","Fagaceae"
"60080","1",7086,"0604","litu",115.900001525879,77.1999969482422,134.5,2013-05-28,0.0551624759794367,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60083","1",7089,"0604","litu",115.900001525879,79.5999984741211,192.899993896484,2013-05-28,0.142662856568703,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60085","1",7090,"0605","quru",111.800003051758,81.5999984741211,77.9000015258789,2013-05-28,0.0175203408736779,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"60086","1",7091,"0605","fagr",110.699996948242,80.8000030517578,186.199996948242,2013-05-28,0.155198125206249,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60087","1",7092,"0605","cagl",109.300003051758,83.9000015258789,305.899993896484,2013-05-28,0.596478507677851,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60088","1",7093,"0605","casp",116.099998474121,83.8000030517578,NA,2013-05-28,0,"Dead","Dead",2014-09-16,NA,NA,"Dead",2015-06-29,NA,NA,"Dead",2016-06-27,NA,NA,"Dead",2017-07-15,NA,NA,"Dead",2018-06-07,NA,NA,"Carya sp","Carya","sp","Juglandaceae"
"60090","1",7094,"0605","litu",115.599998474121,85.5999984741211,291.5,2013-05-28,0.423431473011021,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60092","1",7096,"0605","havi",119.099998474121,86,55.5999984741211,2013-05-28,0.00733849865147985,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60093","1",7097,"0605","havi",119,88.4000015258789,NA,2013-05-28,0,"Dead","Dead",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60094","1",7098,"0605","havi",114.699996948242,86.8000030517578,55.2999992370605,2013-05-28,0.00746604695386125,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60096","1",7099,"0605","litu",110.199996948242,86.5999984741211,400,2013-05-28,0.974739597948543,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60097","1",7100,"0605","caca",113.699996948242,92.0999984741211,102,2013-05-28,0.00964074758386245,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"60100","1",7103,"0605","cagl",115.699996948242,92.6999969482422,67.6999969482422,2013-05-28,0.0114532663815267,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60104","1",7106,"0605","havi",119.699996948242,94.4000015258789,56.7000007629395,2013-05-28,0.0067445223363436,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60105","1",7107,"0605","havi",119.900001525879,93.3000030517578,59.5,2013-05-28,0.00934445268760744,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60106","1",7108,"0605","litu",116.900001525879,93.3000030517578,312,2013-05-28,0.506474853334077,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60107","1",7109,"0605","havi",116,95.5,55.2000007629395,2013-05-28,0.00575880414652937,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60108","1",7110,"0605","cagl",110,95.5,300,2013-05-28,0.566795857851822,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Dead",2018-06-07,301,0.571760961688695,"Carya glabra","Carya","glabra","Juglandaceae"
"60108","2",7112,"0605","cagl",109.599998474121,94.8000030517578,288,2013-05-28,0.509285536343795,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Dead",2018-06-07,279,0.468623029871458,"Carya glabra","Carya","glabra","Juglandaceae"
"60111","1",7113,"0605","fagr",110.400001525879,94.5999984741211,435,2013-05-28,1.37565292125554,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60112","1",7114,"0605","cato",112,98.3000030517578,93.9000015258789,2013-05-28,0.0269959640129269,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60113","1",7115,"0606","litu",119,118.699996948242,489,2013-05-28,1.65496714298946,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60116","1",7118,"0606","quru",114.400001525879,104.199996948242,391,2013-05-28,0.922897390194029,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"60117","1",7119,"0606","fagr",113.199996948242,102.400001525879,76,2013-05-28,0.0154933703770488,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60118","1",7120,"0606","havi",111.300003051758,107.199996948242,59.4000015258789,2013-05-28,0.00911722458930758,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"60120","1",7122,"0606","amar",117,107.699996948242,90.1999969482422,2013-05-28,0.0402985035750215,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amelanchier arborea","Amelanchier","arborea","Rosaceae"
"60121","1",7123,"0606","qual",116.199996948242,107.699996948242,709,2013-05-28,5.47580957996938,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus alba","Quercus","alba","Fagaceae"
"60124","1",7126,"0606","caovl",114.199996948242,115.800003051758,300,2013-05-28,0.566795857851822,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya ovalis","Carya","ovalis","Juglandaceae"
"60125","1",7127,"0606","litu",119.599998474121,115.800003051758,105,2013-05-28,0.0287272686062239,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60126","1",7128,"0606","litu",119,114.800003051758,200,2013-05-28,0.156918652719216,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60127","1",7129,"0606","qupr",113.5,117.800003051758,557,2013-05-28,3.19900620964177,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"60129","1",7131,"0606","fagr",109.5,117.400001525879,159.899993896484,2013-05-28,0.104913175494417,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60130","1",7132,"0606","litu",105.599998474121,118.400001525879,170,2013-05-28,0.102257092446434,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60131","1",7133,"0606","litu",105.099998474121,117.199996948242,129,2013-05-28,0.0494156393519149,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60133","1",7135,"0606","litu",104.699996948242,119.5,NA,2013-05-28,0,"Dead","Dead",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60134","1",7136,"0607","quve",118.400001525879,131.800003051758,510.799987792969,2013-05-28,2.52337561496796,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus velutina","Quercus","velutina","Fagaceae"
"60135","1",7137,"0607","fagr",116.599998474121,123.5,134,2013-05-28,0.0666014584427023,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60136","1",7138,"0607","cato",109.599998474121,123.900001525879,61.7000007629395,2013-05-28,0.00898044736447421,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60137","1",7139,"0607","fagr",109.599998474121,123.5,70.3000030517578,2013-05-28,0.0126788369619532,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60138","1",7140,"0607","litu",113.400001525879,127.199996948242,225,2013-05-28,0.214023502654089,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"60140","1",7142,"0607","cagl",119.599998474121,127.099998474121,175,2013-05-28,0.13801236340917,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60141","1",7143,"0607","qupr",112,129.699996948242,650.799987792969,2013-05-28,4.89080054875171,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"60141","2",33074,"0607","qupr",112,129.699996948242,NA,2013-05-28,0,"Dead","Dead",2014-09-16,NA,NA,"Dead",2015-06-29,NA,NA,"Dead",2016-06-27,NA,NA,"Dead",2017-07-15,NA,NA,"Dead",2018-06-07,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"60143","1",7145,"0607","quru",116.199996948242,133.899993896484,288.700012207031,2013-05-28,0.437992397315954,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"60144","1",7146,"0607","fagr",118.099998474121,136,98.5999984741211,2013-05-28,0.0302613445223099,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60145","1",7147,"0607","fagr",113,136.100006103516,219.5,2013-05-28,0.23693686095868,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-29,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"60148","1",7150,"0608","saal",112.599998474121,156.800003051758,106.199996948242,2013-05-29,0.0327924398850997,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Dead",2016-06-27,108,0.0341498667974864,"Dead",2017-07-15,108,0.0341498667974864,"Dead",2018-06-07,NA,NA,"Sassafras albidum","Sassafras","albidum","Lauraceae"
"60150","1",7152,"0608","cato",115.400001525879,144,90.1999969482422,2013-05-29,0.0242963115009329,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60153","1",7155,"0608","cagl",116.199996948242,147.199996948242,54,2013-05-29,0.00633242968909937,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60154","1",7156,"0608","amar",114.099998474121,149.300003051758,97.5,2013-05-29,0.0452870297408406,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amelanchier arborea","Amelanchier","arborea","Rosaceae"
"60156","1",7158,"0608","caca",112.900001525879,151.5,51.2999992370605,2013-05-29,0.00174915640970368,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"60157","1",7159,"0608","cagl",114.699996948242,151.5,52.7999992370605,2013-05-29,0.00597022642533037,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60160","1",7162,"0608","cato",120,152,165.800003051758,2013-05-29,0.119797754305935,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60161","1",7163,"0608","qupr",117.5,151.699996948242,867,2013-05-29,10.6945211334514,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"60163","1",7165,"0608","cato",115.300003051758,157.899993896484,134.199996948242,2013-05-29,0.0688281527920694,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"60164","1",7166,"0608","caovl",115.300003051758,157.5,101.900001525879,2013-05-29,0.0334474726411416,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya ovalis","Carya","ovalis","Juglandaceae"
"60165","1",7167,"0608","cagl",117.5,158.699996948242,105.199996948242,2013-05-29,0.0363613995391922,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Live",2016-06-27,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60167","1",7169,"0609","caovl",110.900001525879,160.100006103516,83.5,2013-05-29,0.0198466702891529,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya ovalis","Carya","ovalis","Juglandaceae"
"60171","1",7173,"0609","caca",116.5,162.899993896484,70.5,2013-05-29,0.00385238654800625,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"60171","3",37296,"0609","caca",116.5,162.899993896484,63.2000007629395,2013-05-29,0.00293652067282797,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"60172","1",7174,"0609","cagl",115.400001525879,162.5,264,2013-05-29,0.405435061492362,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Live",2016-06-29,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60174","1",7175,"0609","caca",113.300003051758,164.399993896484,81,2013-05-29,0.00543844486528063,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"60175","1",7176,"0609","cagl",113.300003051758,164.399993896484,140.5,2013-05-29,0.0776219322494586,"Live","Live",2014-09-16,NA,NA,"Live",2015-06-26,NA,NA,"Live",2016-06-29,NA,NA,"Live",2017-07-15,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"60177","1",7178,"0609","unk",115,167.199996948242,NA,2013-05-29,0,"Dead","Dead",2014-09-16,NA,NA,"Dead",2015-06-26,NA,NA,"Dead",2016-06-29,NA,NA,"Dead",2017-07-15,NA,NA,"Dead",2018-06-07,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"60178","1",7179,"0609","caca",118.5,165.899993896484,77.9000015258789,2013-05-29,0.00493611742898227,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"60179","1",7180,"0609","caca",118.699996948242,165,53.4000015258789,2013-05-29,0.00193241735088671,"Live","Live",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
