"tag","StemTag","stemID","quadrat","sp","gx","gy","dbh.2013","date.2013","agb.2013","status.2013","status.2014","date.2014","dbh.if.dead.2014","agb.if.dead.2014","status.2015","date.2015","dbh.if.dead.2015","agb.if.dead.2015","status.2016","date.2016","dbh.if.dead.2016","agb.if.dead.2016","status.2017","date.2017","dbh.if.dead.2017","agb.if.dead.2017","status.2018","date.2018","dbh.if.dead.2018","agb.if.dead.2018","Latin","Genus","Species","Family"
"10001","1",1002,"0101","ulsp",6.09999990463257,1,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Ulmus sp","Ulmus","sp","Ulmaceae"
"10001","2",32184,"0101","ulsp",6.09999990463257,1,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Ulmus sp","Ulmus","sp","Ulmaceae"
"10006","1",1006,"0101","juni",7.19999980926514,6.5,609,2013-03-13,2.81623573510539,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Juglans nigra","Juglans","nigra","Juglandaceae"
"10007","1",1007,"0101","unk",7.40000009536743,9.39999961853027,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"10009","1",1008,"0101","caco",3.59999990463257,10.8000001907349,262,2013-03-13,0.397434373327562,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Carya cordiformis","Carya","cordiformis","Juglandaceae"
"10010","1",1009,"0101","juni",7.30000019073486,12.1999998092651,578,2013-03-13,2.46577724387426,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Juglans nigra","Juglans","nigra","Juglandaceae"
"10011","1",1010,"0101","ulru",7.90000009536743,18.1000003814697,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"10013","1",1011,"0102","fram",5.5,23.5,228,2013-03-21,0.247486606203678,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10016","1",1013,"0102","ceoc",5.80000019073486,22.7999992370605,233.199996948242,2013-03-21,0.0751633305384453,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10019","1",1016,"0102","ulru",1.89999997615814,27.2000007629395,NA,2013-03-21,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"10020","1",1017,"0102","ulru",2.20000004768372,27.1000003814697,61,2013-03-21,0.0086032779833169,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"10021","1",1018,"0102","fram",5.09999990463257,30.1000003814697,160,2013-03-21,0.102830417623314,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10035","1",1030,"0103","acru",4.80000019073486,50.0999984741211,467,2013-03-29,1.11436837234165,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10036","1",1031,"0103","acru",6.19999980926514,49.5,420.799987792969,2013-03-29,0.865152672890811,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10037","1",1032,"0103","acru",8.10000038146973,53.5999984741211,381.200012207031,2013-03-29,0.680440757018147,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10039","1",1033,"0103","libe",8.10000038146973,54.0999984741211,NA,2013-03-29,NA,"Dead","Dead",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae"
"10045","1",1039,"0104","cato",0.600000023841858,61.2000007629395,228.199996948242,2013-04-01,0.276725395701314,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"10053","1",1046,"0104","acru",4.80000019073486,61.2000007629395,168.100006103516,2013-04-01,0.093050420437321,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10057","1",1049,"0104","fram",6.19999980926514,69.6999969482422,NA,2013-04-01,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10058","1",1050,"0104","astr",6.69999980926514,70,72.4000015258789,2013-04-01,0.00411540837956693,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asimina triloba","Asimina","triloba","Annonaceae"
"10058","2",32195,"0104","astr",6.69999980926514,70,68,2013-04-01,0.00352198960922832,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asimina triloba","Asimina","triloba","Annonaceae"
"10073","1",1064,"0104","libe",4.19999980926514,72.5,54.0999984741211,2013-04-01,0.00587636403292156,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae"
"10080","1",1070,"0104","prse",3.70000004768372,73.4000015258789,68.9000015258789,2013-04-01,0.0111750869147027,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prunus serotina","Prunus","serotina","Rosaceae"
"10101","1",1091,"0101","ulru",8.89999961853027,1.79999995231628,100.5,2013-03-13,0.0287048195962877,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Dead",2017-07-18,95.5,0.0253787134151059,"Dead",2018-07-05,95.5,0.0253787134151059,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"10105","1",1092,"0101","libe",7.5,2.5,76,2013-03-13,0.0146249674165974,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae"
"10106","1",1093,"0101","ulru",11,2.5,94,2013-03-13,0.0244273814363675,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"10109","1",1094,"0101","caco",15.1000003814697,2,119,2013-03-13,0.0502273889790387,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Carya cordiformis","Carya","cordiformis","Juglandaceae"
"10111","1",1095,"0101","libe",16.6000003814697,0.699999988079071,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae"
"10116","1",1099,"0101","unk",12.5,10.1000003814697,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"10119","1",1101,"0101","vipr",15.6999998092651,9.39999961853027,84,2013-03-13,0.0492909165361944,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viburnum prunifolium","Viburnum","prunifolium","Adoxaceae"
"10119","2",32218,"0101","vipr",15.6999998092651,9.39999961853027,68,2013-03-13,0.0323017570951478,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viburnum prunifolium","Viburnum","prunifolium","Adoxaceae"
"10119","3",36961,"0101","vipr",15.6999998092651,9.39999961853027,67,2013-03-13,0.031358691089991,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viburnum prunifolium","Viburnum","prunifolium","Adoxaceae"
"10122","1",1104,"0101","juni",15.6000003814697,13.6000003814697,815,2013-03-13,5.90948462438467,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Juglans nigra","Juglans","nigra","Juglandaceae"
"10127","1",1105,"0101","ceoc",15.6000003814697,14.1999998092651,95,2013-03-13,0.00808032370561997,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10129","1",1107,"0101","ceoc",15.6000003814697,14.1999998092651,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10130","1",1108,"0101","ceoc",15.6000003814697,16.2000007629395,113,2013-03-13,0.0124329017028353,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10131","1",1109,"0101","casp",15.6000003814697,18.3999996185303,NA,2013-03-13,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-07,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Carya sp","Carya","sp","Juglandaceae"
"10133","1",1111,"0102","libe",15.1999998092651,26.1000003814697,NA,2013-03-21,0,"Dead","Dead",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae"
"10134","1",1112,"0102","fram",16.7999992370605,27.2999992370605,503.5,2013-03-21,1.76507500272333,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Dead",2018-07-05,515,1.86674257756386,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10136","1",1113,"0102","ceoc",15.1000003814697,27.6000003814697,156,2013-03-21,0.027693454012329,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10139","1",1115,"0102","ceoc",13.8999996185303,29.6000003814697,445,2013-03-21,0.374071200056101,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10142","1",1117,"0102","ceoc",15.8999996185303,29.8999996185303,86.5,2013-03-21,0.00640223613882304,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10154","1",1128,"0102","ceoc",11,36,95,2013-03-21,0.00808032370561997,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Celtis occidentalis","Celtis","occidentalis","Cannabaceae"
"10157","1",1131,"0102","fram",4.30000019073486,38.9000015258789,474,2013-03-21,1.51963748677634,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-07,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10160","1",1134,"0103","acru",11.5,42.5999984741211,623.5,2013-03-29,2.24926875429528,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10160","2",32233,"0103","acru",11.5,42.5999984741211,591.099975585938,2013-03-29,1.97571749447607,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10161","1",1135,"0103","frni",18,46.0999984741211,126,2013-03-29,0.0626501466809715,"Live","Live",2014-08-21,NA,NA,"Dead",2015-07-15,128,0.0650101339571846,"Dead",2016-07-14,128,0.0650101339571846,"Dead",2017-07-18,128,0.0650101339571846,"Dead",2018-07-05,NA,NA,"Fraxinus nigra","Fraxinus","nigra","Oleaceae"
"10162","1",1136,"0103","unk",16.2000007629395,55.4000015258789,NA,2013-03-29,0,"Dead","Dead",2014-08-21,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"10163","1",1137,"0103","litu",15.3999996185303,57.2000007629395,638.5,2013-03-29,3.34240835178969,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"10165","1",1139,"0103","acru",12.8999996185303,58,442.899993896484,2013-03-29,0.979741594793225,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10166","1",1140,"0103","frni",12.6999998092651,58.4000015258789,144.300003051758,2013-03-29,0.0861409028187727,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus nigra","Fraxinus","nigra","Oleaceae"
"10178","1",1151,"0104","frni",18.7999992370605,73.3000030517578,136.100006103516,2013-04-01,0.0750846180537204,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Dead",2017-07-18,135,0.0736674675763122,"Dead",2018-07-05,135,0.0736674675763122,"Fraxinus nigra","Fraxinus","nigra","Oleaceae"
"10178","2",32238,"0104","frni",18.7999992370605,73.3000030517578,NA,2013-04-01,0,"Live",NA,NA,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Fraxinus nigra","Fraxinus","nigra","Oleaceae"
"10181","1",1153,"0104","vipr",12.8999996185303,63.4000015258789,65.0999984741211,2013-04-01,0.0159497365960519,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viburnum prunifolium","Viburnum","prunifolium","Adoxaceae"
"10185","1",1157,"0104","acru",10.8999996185303,62.7000007629395,559.200012207031,2013-04-01,1.72654135913521,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10186","1",1158,"0104","qual",10.3000001907349,62.7000007629395,314.200012207031,2013-04-01,0.613979835454947,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Quercus alba","Quercus","alba","Fagaceae"
"10188","1",1159,"0104","amar",11.8000001907349,64.5,143,2013-04-01,0.0804600240190372,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Amelanchier arborea","Amelanchier","arborea","Rosaceae"
"10189","1",1160,"0104","acru",12.3000001907349,64.5,223.699996948242,2013-04-01,0.18632755482571,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"10191","1",1162,"0104","amar",13.3000001907349,64.5,83.3000030517578,2013-04-01,0.0357661417480526,"Live","Live",2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amelanchier arborea","Amelanchier","arborea","Rosaceae"
"10193","1",1164,"0104","fram",17.7000007629395,72.3000030517578,340,2013-04-01,0.66666289680414,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10194","1",1165,"0104","fagr",14.8999996185303,73.1999969482422,307.799987792969,2013-04-01,0.565218607719443,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"10196","1",1166,"0104","prse",17.2000007629395,77.9000015258789,191.100006103516,2013-04-01,0.161386666646326,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Prunus serotina","Prunus","serotina","Rosaceae"
"10197","1",1167,"0104","ceca",17.2999992370605,79.0999984741211,210,2013-04-01,0.187701272843928,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Cercis canadensis","Cercis","canadensis","Fabaceae"
"10205","1",1175,"0104","fagr",11.8000001907349,75,106,2013-04-01,0.0364508603149497,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fagus grandifolia","Fagus","grandifolia","Fagaceae"
"10213","1",1182,"0104","fram",6.40000009536743,77.6999969482422,449,2013-04-01,1.32857275774352,"Live","Live",2014-08-21,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10249","1",1218,"0105","ulru",13.1999998092651,98.4000015258789,NA,2013-04-02,0,"Dead","Dead",2014-09-29,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"10251","1",1219,"0105","fram",10.8999996185303,98.9000015258789,108.199996948242,2013-04-02,0.0389781836492462,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10253","1",1221,"0105","fram",8.69999980926514,98.8000030517578,NA,2013-04-02,0,"Dead","Dead",2014-09-29,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10263","1",1229,"0105","acne",1.10000002384186,95.9000015258789,105.199996948242,2013-04-02,0.0353761941004077,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Acer negundo","Acer","negundo","Sapindaceae"
"10263","2",32273,"0105","acne",1.10000002384186,95.9000015258789,74.8000030517578,2013-04-02,0.0156830067375308,"Live","Live",2014-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acer negundo","Acer","negundo","Sapindaceae"
"10266","1",1232,"0106","frni",18.3999996185303,101.900001525879,NA,2013-04-05,0,"Dead","Dead",2014-09-29,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Fraxinus nigra","Fraxinus","nigra","Oleaceae"
"10279","1",1243,"0106","nysy",17.5,108.300003051758,125.099998474121,2013-04-05,0.0486898590832831,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","Nyssaceae"
"10280","1",1244,"0106","nysy",19.7000007629395,112.300003051758,247,2013-04-05,0.251433431309453,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","Nyssaceae"
"10284","1",1246,"0106","ceca",15.6999998092651,103.199996948242,153.199996948242,2013-04-05,0.0841551497129473,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Cercis canadensis","Cercis","canadensis","Fabaceae"
"10285","1",1247,"0106","fram",10.5,103.400001525879,242.899993896484,2013-04-05,0.289552947884152,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10286","1",1248,"0106","juni",9.5,103.400001525879,NA,2013-04-05,0,"Dead","Dead",2014-09-29,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Juglans nigra","Juglans","nigra","Juglandaceae"
"10287","1",1249,"0106","caca",13.8999996185303,112.900001525879,181.100006103516,2013-04-05,0.0401136973352456,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"10290","1",1251,"0106","cofl",9.80000019073486,112.800003051758,71.8000030517578,2013-04-05,0.0152390930458636,"Live","Live",2014-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornus florida","Cornus","florida","Cornaceae"
"10292","1",1253,"0106","ulru",9.39999961853027,113,170.800003051758,2013-04-05,0.103226321527687,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Dead",2016-07-14,179,0.115594636755451,"Dead",2017-07-18,179,0.115594636755451,"Dead",2018-07-05,NA,NA,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"10294","1",1255,"0106","unk",11.3999996185303,107,NA,2013-04-05,0,"Dead","Dead",2014-09-29,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"10296","1",1257,"0106","juni",9.69999980926514,109.199996948242,571.5,2013-04-05,2.39585314340646,"Live","Live",2014-09-29,NA,NA,"Live",2015-07-15,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,"Live",2018-07-05,NA,NA,"Juglans nigra","Juglans","nigra","Juglandaceae"
"10312","1",1271,"0105","libe",11.8000001907349,94.8000030517578,NA,2013-04-02,0,"Dead","Dead",2014-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae"
"10338","1",1296,"0106","libe",3.09999990463257,100.099998474121,50.2000007629395,2013-04-05,0.00537570912575291,"Live","Live",2014-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindera benzoin","Lindera","benzoin","Lauraceae"
"10346","1",1304,"0106","fram",0.600000023841858,102.599998474121,99.0999984741211,2013-04-05,0.03134788886421,"Live","Live",2014-09-29,NA,NA,NA,NA,NA,NA,"Live",2016-07-14,NA,NA,"Live",2017-07-18,NA,NA,NA,NA,NA,NA,"Fraxinus americana","Fraxinus","americana","Oleaceae"
"10367","1",1325,"0106","unk",6.30000019073486,103.199996948242,NA,2013-04-05,0,"Dead","Dead",2014-09-29,NA,NA,"Dead",2015-07-15,NA,NA,"Dead",2016-07-14,NA,NA,"Dead",2017-07-18,NA,NA,"Dead",2018-07-05,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
