"tag","coreID","sp","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
100552,"100552","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.618,1.116,1.687,1.922,1.623,2.197,1.212,1.956,1.783,1.272,1.333,1.353,1.052,0.874,1.171,1.492,1.545,1.831,1.092,0.836,1.176,1.162,1.235,1.304,1.008,1.467,0.964,1.081,0.765,0.7,0.72,0.774,0.676,0.666,0.607,0.673,0.682,0.739,0.598,0.666,1.268,0.602,0.563,0.429,0.387,0.352,0.525,0.339,0.426,0.331,0.276,0.272,0.228,0.262,NA,NA,NA,NA,NA,NA,NA,NA
100771,"100771","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.434,2.416,2.459,2.522,2.513,2.727,2.489,2.208,2.212,2.738,3.004,2.298,2.956,1.928,1.963,2.449,1.781,1.864,1.835,1.643,1.188,1.864,2.521,2.531,2.306,1.426,1.665,1.652,1.62,1.575,1.527,1.214,1.835,1.694,1.926,2.18,2.349,2.465,2.896,2.048,2.735,2.293,2.069,2.446,2.399,1.721,1.965,2.572,3.68,3.25,3.118,2.332,2.437,1.656,2.208,2.3,1.979,2.19,2.553,2.132,2.058,2.579,1.921,2.382,NA,NA,NA,NA,NA,NA,NA,NA
101136,"101136","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.162,0.196,0.13,0.104,0.102,0.09,0.19,0.162,0.073,0.131,0.182,0.11,0.145,0.192,0.266,0.258,0.323,0.24,0.21,0.269,0.261,0.34,0.446,0.587,0.672,0.543,0.691,0.746,0.929,0.712,0.753,0.821,0.69,0.504,0.692,0.712,0.871,1.023,1.242,1.11,1.093,1.349,1.374,1.414,1.099,0.994,1.018,0.672,0.729,0.89,0.978,1.238,0.861,0.63,0.605,0.546,0.393,0.558,0.384,0.461,0.461,0.5,0.495,0.603,0.654,0.64,NA,NA,NA,NA,NA,NA,NA,NA
110331,"110331","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361,0.702,0.707,0.632,0.749,0.356,0.374,0.331,0.76,0.918,1.06,0.98,1.541,1.391,1.173,1.556,1.488,1.158,1.204,0.861,1.533,1.372,1.61,1.351,1.158,1.549,1.024,0.617,0.741,0.71,0.576,0.592,0.802,0.957,0.83,0.804,0.765,0.503,0.997,0.598,0.706,0.709,0.594,0.692,0.612,0.718,0.67,0.71,0.705,0.886,NA,NA,NA,NA,NA,NA,NA,NA
110727,"110727","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.651,0.542,0.632,0.587,0.624,0.337,0.848,0.887,1.13,1.148,1.487,1.905,1.687,1.277,1.089,1.011,1.091,0.946,1.197,1.114,1.047,0.731,0.553,0.459,0.557,0.84,0.798,1.124,2.133,2.443,1.872,1.378,1.629,1.961,2.026,2.434,NA,NA,NA,NA,NA,NA,NA,NA
110811,"110811","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599,3.156,3.582,3.045,3.425,2.746,2.937,2.904,3.376,3.324,3.173,3.059,3.313,3.348,2.94,3.418,2.625,2.687,2.895,2.292,1.978,2.164,1.734,1.256,1.807,2.373,1.851,2.042,1.373,1.482,1.399,1.335,1.51,1.388,1.139,2.092,1.45,1.444,1.785,1.633,1.728,1.887,1.732,1.86,1.377,1.575,1.653,1.785,1.254,1.774,2.165,2.201,2.155,1.97,1.309,1.619,1.339,1.44,1.595,1.258,1.494,1.032,0.809,0.789,0.772,0.655,0.823,NA,NA,NA,NA,NA,NA,NA,NA
110977,"110977","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.062,0.985,0.715,0.517,0.308,0.539,0.414,0.325,0.278,0.282,0.252,0.324,1.24,0.479,0.447,0.562,0.402,0.426,0.371,0.308,0.333,0.328,0.552,0.407,0.424,0.248,0.294,0.302,0.334,0.303,0.324,0.439,0.454,0.219,0.321,0.297,0.313,0.273,0.212,0.178,0.222,0.278,0.378,0.405,0.417,0.322,0.403,0.507,0.431,0.281,0.339,0.467,0.465,0.472,0.504,0.444,0.599,0.49,0.543,0.608,0.624,0.622,0.413,0.511,0.498,0.393,0.245,0.257,0.258,0.272,0.261,0.23,0.198,0.114,0.126,0.126,0.135,0.169,0.122,0.178,0.151,0.099,0.128,0.158,0.141,0.12,NA,NA,NA,NA,NA,NA,NA,NA
111252,"111252","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798,0.646,0.593,0.648,0.965,0.877,0.853,0.994,0.994,0.992,0.849,0.858,0.853,0.856,0.676,0.636,0.575,0.835,0.615,0.677,0.86,0.737,0.912,0.723,0.548,0.656,0.934,1.063,1.026,1.296,1.056,1.019,0.794,0.798,0.668,0.825,0.96,0.833,0.993,0.779,0.942,0.758,0.678,0.632,0.976,1.401,1.574,1.384,0.58,0.913,0.792,1.064,1.241,1.316,1.279,1.497,1.076,0.961,1.125,1.012,1.212,1.21,0.715,0.893,0.979,1.037,0.523,0.605,0.498,0.679,0.634,0.67,0.655,1.012,0.651,0.922,0.9,0.806,0.617,0.456,0.727,NA,NA,NA,NA,NA,NA,NA,NA
111314,"111314","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919,1.085,0.915,1.089,0.796,1.02,0.898,0.9,0.76,0.89,0.598,3.327,2.44,2.461,2.564,2.942,2.822,2.52,2.397,2.066,2.173,2.583,2.51,2.057,2.24,2.178,1.758,1.126,1.529,1.414,1.393,1.511,1.327,1.218,1.282,1.222,1.294,1.835,1.943,1.355,0.949,1.036,0.846,0.809,1.074,1.314,0.904,1.106,1.682,1.76,1.757,1.181,1.075,0.867,0.806,1.007,1.176,1.099,1.198,1.082,1.458,1.506,1.185,1.111,1.159,1.476,1.035,0.632,0.91,0.966,1.202,1.371,1.053,1.493,1.54,1.2,0.973,1.287,1.035,1.352,1.377,1.223,1.194,1.33,0.949,1.106,1.183,1.044,1.049,0.963,0.946,1.105,1.122,0.952,0.969,1.237,0.949,NA,NA,NA,NA,NA,NA,NA,NA
112082,"112082","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127,0.897,1.166,0.867,0.998,0.683,0.716,0.286,0.58,0.732,0.822,0.881,1.227,1.047,0.909,0.998,1.072,1.136,1.047,1.112,0.811,0.995,1.036,0.921,0.896,0.892,1.04,0.931,1.251,1.605,1.458,1.618,1.4,1.285,1.352,1.414,1.497,1.061,0.897,0.767,0.635,0.417,0.441,0.477,0.507,0.434,0.547,0.533,0.592,0.591,0.685,0.766,0.711,0.691,0.684,0.963,0.931,0.743,0.728,0.686,0.612,0.586,0.723,0.946,0.96,0.74,0.772,0.841,0.926,0.918,1.024,NA,NA,NA,NA,NA,NA,NA,NA
120162,"120162","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.736,2.403,2.957,3.146,3.206,3.349,3.737,3.743,2.637,2.975,3.138,2.572,2.803,1.479,1.186,0.652,0.605,0.588,0.763,0.711,1.208,0.846,0.845,1.164,1.475,1.429,1.824,1.695,1.741,1.674,1.854,1.737,1.904,1.601,1.809,2.241,1.973,1.884,1.387,1.092,1.953,1.854,2.184,2.649,2.123,2.095,1.922,2.107,2.12,2.659,2.936,3.389,NA,NA,NA,NA,NA,NA,NA,NA
120911,"120911A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826,1.728,1.063,1.474,1.658,1.117,0.868,0.777,0.593,0.777,1.072,0.819,0.935,1.07,1.223,1.178,1.058,1.388,1.092,1.201,1.051,1.1,0.752,0.892,0.718,0.714,0.949,1.044,1.246,1.764,2.332,2.306,2.499,1.685,2.151,1.977,1.798,1.938,1.874,1.664,1.567,1.984,1.746,1.594,2.054,1.537,1.165,0.919,1.497,1.367,1.377,1.422,1.603,0.807,1.474,1.637,1.333,1.215,1.043,1.011,0.911,0.831,1.131,1.057,0.961,0.799,1.052,1.268,1.572,0.906,0.81,0.775,0.553,0.486,0.766,0.898,0.401,0.505,NA,NA
120911,"120911B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,1.378,1.452,1.307,1.284,1.633,1.334,1.545,1.468,0.985,1.252,1.735,1.191,0.849,0.854,0.675,0.84,1.305,0.892,0.959,1.251,1.423,1.364,1.215,1.49,1.296,1.395,1.473,1.107,0.881,0.896,1.027,0.9,1.117,1.257,1.367,2.009,2.747,2.885,3.326,2.116,2.587,2.278,2.009,1.905,1.989,1.698,1.252,1.745,1.572,1.694,2.216,1.86,1.128,1.249,1.248,1.679,1.543,1.767,1.385,0.845,1.281,1.478,1.098,1.004,0.793,0.694,0.688,0.564,0.769,0.78,0.621,0.591,0.577,0.843,1.319,0.687,0.715,0.636,0.414,0.461,0.443,0.218,0.272,0.541,0.602,0.646,0.397,0.426,0.32,0.271,0.344,0.247,0.261,0.508,0.26,0.215,0.258,NA,NA
121186,"121186","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.442,0.382,0.522,0.508,0.534,0.548,0.386,0.469,0.521,0.476,0.215,0.293,0.466,0.499,0.595,0.441,0.336,0.357,0.264,0.261,0.224,0.958,1.125,1.466,1.398,1.153,1.036,0.933,0.767,0.581,0.588,0.886,0.638,0.756,0.679,0.711,0.753,0.749,0.615,0.586,0.419,0.355,0.489,0.569,0.428,0.862,0.665,0.774,1.116,0.839,0.906,0.732,0.664,0.493,0.515,0.333,0.347,0.563,0.312,0.43,0.443,0.563,0.372,0.358,0.304,0.225,0.287,0.256,0.244,0.345,0.318,0.215,0.385,0.617,0.523,0.372,0.336,NA,NA,NA,NA,NA,NA,NA,NA
121305,"121305","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,0.413,0.383,0.406,0.48,0.655,0.666,0.785,0.625,0.711,0.74,0.706,1.02,1.504,1.65,2.528,3.003,2.416,2.067,2.155,2.298,2.111,1.92,2.124,2.247,2.635,2.489,2.229,1.701,1.959,1.59,1.73,1.595,1.946,1.985,2.041,2.677,1.774,1.668,1.702,2.015,1.811,1.331,1.344,1.309,1.297,2.196,2.101,2.1,1.356,0.907,1.062,1.241,1.191,1.189,0.88,1.45,1.144,0.594,0.685,0.746,0.716,0.802,0.744,1.088,1.061,1.083,1.064,1.131,1.023,1.202,1.351,1.322,1.092,1.022,0.54,0.872,0.722,0.871,1.047,1.084,1.102,0.821,0.855,1.045,0.991,1.029,1.407,NA,NA,NA,NA,NA,NA,NA,NA
121310,"121310","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.394,1.146,0.899,0.833,0.672,0.547,0.603,0.524,0.554,0.467,0.473,0.398,0.345,0.306,0.451,1.11,1.142,1.266,0.964,0.941,0.614,0.54,0.535,0.388,0.427,0.481,0.474,0.385,0.412,0.39,0.333,0.348,0.253,0.217,0.269,0.263,0.292,0.365,0.394,0.294,0.339,0.602,0.775,0.985,0.675,0.97,0.751,0.644,0.58,0.66,0.499,0.487,0.485,0.534,0.474,0.473,0.511,0.435,0.43,0.348,0.392,0.308,0.304,0.26,0.266,0.335,0.427,0.459,0.384,NA,NA,NA,NA,NA,NA,NA,NA
121310,"121310A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1.174,0.871,0.891,0.599,0.637,0.867,1.4,1.641,1.566,1.901,1.69,1.584,1.618,1.794,1.545,1.294,1.384,1.033,1.042,0.872,1.009,1.135,1.024,0.74,0.536,1.226,1.798,2.51,2.8,3.32,2.542,2.035,2.252,2.125,2.116,2.006,1.851,1.667,1.959,1.916,1.643,1.27,1.235,1.202,0.882,0.687,0.895,1.025,0.704,0.936,0.816,0.798,1.232,1.542,1.845,2.011,2.396,2.17,1.731,1.288,1.339,1.603,1.108,1.325,1.098,1.209,1.021,0.906,0.772,0.738,0.767,0.644,0.702,0.66,0.691,0.563,0.514,0.619,0.583,0.536,0.564,0.656,0.616,0.617,0.663,0.627,0.487,NA,NA
121310,"121310B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748,1.066,0.658,0.414,0.893,1.089,1.328,1.351,1.641,1.219,1.103,1.246,1.215,1.12,1.186,1.212,0.923,1.116,0.821,0.851,1.031,1.054,0.924,0.661,1.183,1.866,2.562,3.184,3.514,2.701,2.028,2.384,1.888,2.068,1.98,1.849,1.797,2.125,1.855,1.563,1.626,1.357,1.363,1.01,0.75,0.983,1.153,0.831,0.952,0.827,0.896,1.55,1.794,2.271,2.057,1.962,2.036,1.477,1.062,0.898,1.165,0.773,0.993,0.993,0.909,0.945,0.749,0.694,0.658,0.612,0.669,0.58,0.772,0.549,0.498,0.496,0.446,0.587,0.496,0.563,0.574,0.541,0.553,0.744,0.799,0.52,NA,NA
121329,"121329","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.329,1.842,1.784,1.517,1.306,1.597,1.088,0.953,0.994,1.072,0.998,0.941,0.905,0.976,1.009,1.185,1.615,1.785,2.172,1.459,1.375,1.194,1.407,1.411,1.243,1.152,0.905,1.006,1.212,1.015,1.178,1.006,0.848,0.716,0.741,0.853,0.911,0.515,0.711,0.799,0.682,0.942,0.835,0.873,0.905,0.979,0.974,0.781,1.006,0.842,0.89,0.706,0.731,0.765,0.978,0.75,0.61,0.477,0.528,0.675,0.58,0.599,0.611,0.61,0.542,0.531,0.534,0.551,0.518,0.514,NA,NA,NA,NA,NA,NA,NA,NA
121434,"121434","quru",0.153,0.125,0.112,0.146,0.11,0.223,0.251,0.242,0.418,0.515,0.946,0.873,0.671,0.64,1.076,1.461,1.428,1.057,1.203,1.253,1.045,0.993,0.863,0.776,1.042,0.957,0.992,1.009,0.85,0.926,0.963,1.067,0.825,0.746,0.836,0.496,0.599,0.511,0.587,0.812,0.845,0.828,0.749,1.409,0.686,0.424,0.589,0.831,1.044,1.121,1.042,1.59,1.808,2.093,1.727,1.819,1.446,1.425,1.513,1.66,1.607,1.788,1.818,1.886,1.145,1.233,1.315,1.11,1.203,1.423,1.086,1,1.183,1.152,1.35,1.841,1.544,1.346,1.504,1.494,1.386,1.695,1.92,1.797,1.839,1.915,1.832,1.911,1.626,1.462,1.148,1.231,1.286,1.393,1.439,1.599,1.409,1.215,1.267,1.376,1.32,1.031,1.375,1.323,0.957,1.215,0.929,1.055,0.996,0.944,1.129,1.175,1.073,0.829,0.987,0.886,0.843,0.828,0.921,0.808,0.789,0.66,0.836,0.794,0.667,0.765,0.713,0.71,0.912,0.809,0.702,0.724,0.778,0.795,NA,NA,NA,NA,NA,NA,NA,NA
122060,"122060","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.377,0.96,1.078,0.865,0.607,0.652,0.597,0.652,0.821,0.92,0.834,0.642,0.824,1.46,1.339,1.041,0.753,0.994,0.783,1.047,0.734,0.408,0.418,0.559,0.625,0.588,0.649,0.791,0.781,0.755,0.503,0.483,0.683,0.585,0.68,0.894,1.061,1.029,1.261,1.079,1.072,1.238,1.286,1.122,1.208,0.945,0.896,0.855,0.822,1.249,1.211,1.607,1.214,1.261,1.663,1.772,1.627,1.72,1.887,1.295,1.587,2.077,2.427,2.244,1.524,1.57,1.817,2.005,1.468,1.797,1.384,1.575,1.564,0.928,1.117,1.067,1.133,1.084,1.195,1.401,1.229,1.076,1.065,1.276,0.948,1.285,1.122,1.218,1.301,1.132,0.886,1.157,0.873,0.89,1.343,1.158,1.192,1.295,1.314,1.015,0.828,0.973,1.023,NA,NA,NA,NA,NA,NA,NA,NA
130941,"130941A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888,0.801,1.972,1.593,1.202,0.846,1.088,1.364,1.582,1.761,1.752,1.232,0.991,0.682,1.199,0.889,0.764,0.637,0.776,0.63,0.704,0.769,0.668,0.589,0.604,0.593,0.698,1.093,0.689,0.643,0.533,0.574,0.776,0.944,0.867,0.742,0.782,0.85,0.855,0.496,0.616,0.708,0.849,1.149,1.36,0.997,0.646,1.066,1.507,1.013,1.395,1.039,0.981,0.533,0.452,0.451,0.476,0.585,0.382,0.619,0.915,0.935,0.78,0.689,0.479,0.715,0.569,0.525,0.929,1.172,0.922,0.936,0.723,0.919,0.7,0.618,1.096,1.021,1.269,0.718,0.199,0.224,0.224,NA,NA
130941,"130941B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.459,2.159,1.984,1.835,1.528,1.595,1.07,1.153,0.963,1.236,1.331,1.146,0.964,0.971,0.687,0.779,0.692,0.566,0.582,0.617,0.61,0.568,0.932,0.658,0.571,0.525,0.613,0.706,0.735,0.658,0.529,0.634,0.587,0.674,0.669,0.642,0.347,0.508,0.752,0.797,0.957,0.927,0.935,0.467,0.885,1.039,0.666,0.96,1.01,0.69,0.511,0.411,0.353,0.358,0.465,0.378,0.5,0.715,0.695,0.631,0.637,0.454,0.699,0.506,0.419,0.628,0.775,0.713,0.688,0.56,0.647,0.584,1.05,0.559,1.13,1.035,0.546,0.204,0.291,0.196,NA,NA
131087,"131087","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.128,2.251,1.317,1.84,1.64,1.632,1.645,1.806,1.936,2.105,1.543,1.544,1.277,1.218,1.297,1.67,1.762,2.137,1.779,1.58,1.328,1.126,1.059,1.024,1.007,0.919,1.009,1.293,1.625,1.237,1.653,1.692,1.606,1.272,1.225,1.284,1.073,1.506,1.53,1.319,0.905,0.823,1.012,0.869,0.974,1.389,1.241,1.009,1.526,1.469,1.382,1.316,1.302,1.264,1.724,1.297,1.872,1.52,1.185,1.18,1.079,0.979,1.219,1.345,1.621,1.305,1.19,0.809,0.775,0.915,0.925,0.858,0.996,0.998,0.765,0.816,0.773,0.795,0.983,1.144,NA,NA,NA,NA,NA,NA,NA,NA
142490,"142490A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.558,1.56,2.119,1.871,1.941,1.545,2.504,2.423,2.19,2.562,2.573,2.313,1.941,1.615,1.544,1.283,1.296,1.988,2.005,1.977,2.193,2.347,2.165,2.6,1.995,2.357,2.132,1.955,2.241,2.303,1.856,2.646,1.787,1.974,2.167,1.835,1.787,2.572,2.259,2.666,3.718,3.415,3.996,3.203,2.747,2.481,2.005,2.216,2.307,1.622,1.669,1.541,1.438,1.426,1.265,0.899,0.558
142490,"142490B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.841,3.495,3.929,3.336,4.241,3.886,2.808,3.413,5.485,4.495,4.274,3.297,2.752,2.62,2.31,2.987,2.823,2.22,2.897,2.789,2.311,3.309,4.641,4.255,4.607,3.317,3.667,4.218,4.567,4.526,3.939,2.909,3.975,2.623,2.399,3.282,2.706,2.03,3.489,2.769,3.119,4.374,3.519,4.35,3.612,3.135,2.708,2.474,2.398,2.654,NA,NA,NA,NA,NA,NA,NA,NA
