pH	Al	Ca	K	Mg	Mn	ECEC	BS	x	y
4.58372656073415	0.104541342646102	16.2255808088366	0.366578089686381	2.50776634129963	0.46756671644809	20.8950696041250	94.1029618005464	5	5
4.42855688384502	0.121477400606214	15.8014908711146	0.377905628806823	2.50321041222158	0.443335033980169	21.3010451056990	93.954079058221	5	15
4.22540797763618	0.166645771130676	15.8929911082477	0.400153610784766	2.55200961970554	0.410699893485958	21.7114030619403	93.4468322485638	5	25
3.95928681915481	0.269952183462196	16.3556837339553	0.436702224279197	2.64000020750786	0.370420600974018	22.1206595775115	92.4539758467954	5	35
3.7607896441568	0.407670611298422	16.9048438188405	0.460022193553094	2.76363693995025	0.345738193438348	22.5172291606260	91.5379851033915	5	45
3.97359690296058	0.381580621600106	17.3623690204454	0.383641945142742	2.96620519249991	0.419233959932979	22.8792538527661	92.1454438978194	5	55
4.30196815585296	0.272759475739654	18.1130908363611	0.322391853214526	3.22878973950679	0.517041132502255	23.4177716816741	93.3249957712447	5	65
4.57414857534718	0.173870653892242	19.3460963469251	0.304225056243976	3.51570171408334	0.577211014566103	24.1324119034884	94.4983069376943	5	75
4.78895564647263	0.102893031529467	20.7282832581243	0.305833472630671	3.77863103508469	0.602926595979513	24.8371368305193	95.7480605812776	5	85
4.94553959577051	0.063392639970798	21.7842539596391	0.314125969490866	3.96840993432832	0.610348129308242	25.2841985073799	96.8076259700066	5	95
5.05065275758568	0.0450733917627687	22.2540124376260	0.32496311849438	4.03997969476046	0.609844621693135	25.3937119672065	97.4463712832974	5	105
5.10961903347438	0.034652541038202	22.2098917595204	0.339076908533310	4.01384326527225	0.602574887213803	25.3807989058421	97.919515901438	5	115
5.14543889512984	0.0278874664678821	22.0097153299695	0.361334372019131	3.95769705357422	0.587590920874651	25.5499743609062	98.4178991369596	5	125
5.20245619209827	0.0262092929491697	22.230454891168	0.398437907286497	3.94075242142133	0.566770684778971	26.0699368146577	98.6551856048395	5	135
5.26885746129419	0.0287144088412237	22.9786958053096	0.446054247066607	3.99235142293015	0.544292092047341	26.9320197387892	98.5749336572693	5	145
5.3119673469805	0.0315548198471729	23.767130679511	0.481687463071006	4.08134922677791	0.525023985031903	27.9167209172606	98.6648319542397	5	155
5.3534219539282	0.0346179116731486	24.0726095605843	0.489034813637471	4.14146194126649	0.505143575727679	28.8096247538769	98.8745606671878	5	165
5.4255131825743	0.0392933979228545	23.9591960315809	0.474413258857111	4.14319181172058	0.476359312144869	29.4934183888604	99.07007829244	5	175
5.50111511087443	0.0423109698738722	23.8945110839384	0.453828465332322	4.10614446365649	0.440852337725335	29.796308495691	99.1951100177907	5	185
5.56155069601603	0.0412582854487277	24.1169405804257	0.435011845771918	4.07189624562081	0.411848200961125	29.7022167157292	99.0405276279825	5	195
5.57654135715005	0.0395528732238757	24.3650040955029	0.417547124138927	4.06697981361761	0.405540314015291	29.5455317424078	98.5306861249065	5	205
5.5388282523201	0.0401778695980058	24.3741716601587	0.405924851981233	4.10267751779364	0.422573063164459	29.5285502060398	97.8360611896475	5	215
5.48569468731044	0.0435948062400414	24.1889070823331	0.402512125264456	4.13522506667066	0.450841644407945	29.3941901618078	97.3415226036049	5	225
5.42940902667349	0.0501996353106431	23.9029623513271	0.400441203468565	4.11100098937551	0.48766703732663	28.8090524432777	96.5989424367446	5	235
5.37305901602832	0.0612628833312127	23.4784705159762	0.39370922679025	4.01753622442707	0.536635093011934	27.6605627297941	95.485307546725	5	245
5.31131872363998	0.0755689708220858	22.9273328927966	0.384422127163463	3.86450454334671	0.589470838785069	26.2271983581436	94.3139229041607	5	255
5.23282620254509	0.0928706046770527	22.0864204608341	0.378129130175268	3.69431030989414	0.636016821397664	24.9006209464153	93.3854932443563	5	265
5.1347230286065	0.121795691394063	20.8575261208809	0.378339430560075	3.56346624779987	0.67693623593113	23.8565597001054	92.3937523541297	5	275
5.02214647268831	0.166800427542019	19.2111340159137	0.38398766784541	3.49658832689723	0.714183893491396	23.0074727513019	91.1876521749398	5	285
4.91386694724933	0.212169953827638	17.5641301905705	0.393953978992698	3.47351238754905	0.742992660812874	22.4388475562201	90.1403067898604	5	295
4.84472360610546	0.236088486553691	16.44948680091	0.410482414933957	3.51090433770032	0.757233321344053	22.2490017204534	89.9746150823824	5	305
4.83229703336052	0.232688382714968	16.0560090786251	0.435185569556757	3.60958370675861	0.752491834165496	22.5267997385854	91.2419488951383	5	315
4.85701956509072	0.201278336780648	16.2142008408646	0.463152808614324	3.74590987628100	0.729258714218517	23.1683839193689	93.4319507388058	5	325
4.92272301739811	0.157740260876164	16.8177975842603	0.486415631500592	3.88885384103418	0.694933689618046	23.9498041236233	95.4922313782405	5	335
5.01675073207663	0.122468847235719	17.8755515231645	0.497479715714727	4.00586074907754	0.659676919093745	24.7588323005180	96.9576420866425	5	345
5.10526209958853	0.0977904296996265	19.1207173797332	0.495399945701771	4.08259190202113	0.627035286388974	25.5427060199997	97.8225865756963	5	355
5.16672394522887	0.0779230853195003	20.1891232677588	0.485789533286117	4.12680999124614	0.596738827673527	26.1507832524557	98.1007195717404	5	365
5.20664831822481	0.063704556175274	21.0945859664108	0.469391167688057	4.13523583318453	0.572123787750673	26.5175887539461	98.0543803733323	5	375
5.22557583606714	0.0555859693448837	21.8780517506515	0.444224410771328	4.11884170442714	0.556285242218515	26.6663824745480	97.7977736356933	5	385
5.22318252046215	0.0512440203334466	22.4360521877969	0.413962247202227	4.08644950398018	0.546861431112076	26.6550754275544	97.42406831587	5	395
5.21082895302443	0.0492483925655719	22.6919122839816	0.381593817423288	4.04684778123529	0.541092343998854	26.5564317237800	97.2606956339379	5	405
5.17694716901752	0.0480079910531445	22.6377357808691	0.346505888831067	4.01299294311979	0.536543353073699	26.4192096255909	97.7290962221372	5	415
