"tag","coreID","sp","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
151182,"151182A","cofl",0.695,0.611,0.588,0.69,0.83,0.684,1.037,0.27,0.722,0.973,0.855,0.883,1.689,4.323,3.234,2.126,1.655,1.425,1.53,1.563,1.316,1.203,0.885,1.584,1.331,0.508,0.588,0.508,0.957,0.517,0.434,0.333,0.365,0.55,0.305,0.512,0.47,0.776,0.7,0.459,0.659,0.513,0.437,0.431,0.433,0.242,0.447,0.32,0.395,0.771,0.667,0.444,0.446,0.491,0.82,0.492,0.352,0.307,0.441,0.7,0.537,0.967,0.246,0.291,0.206,0.114,0.056,0.107,0.099,0.117,0.1,0.142
151182,"151182B","cofl",NA,NA,NA,NA,NA,NA,2.13,1.207,1.192,1.042,0.797,1.219,1.596,1.012,0.965,1.207,2.467,2.904,1.937,3.109,2.93,2.451,0.9,1.274,0.965,0.811,0.92,0.73,0.396,0.307,0.169,0.38,0.356,0.29,0.548,0.588,0.593,0.396,0.533,0.666,0.761,0.714,0.481,0.486,0.432,1.102,0.615,0.628,0.316,1.581,0.307,0.289,0.629,0.629,0.617,0.677,0.296,0.291,0.338,0.285,0.28,0.438,0.179,0.249,0.216,0.296,0.18,0.196,0.164,0.185,0.143,0.18
