Sampling.date,Latitude,Longitude,Elevation.m,Spcode,Species.name,Tag.number,Leaf.identifier,Plant.life.form,Maturity,Exposition,dbh.2012.mm,CE.index,Leaf.fresh.mass.g,Leaf.dry.mass.g,Leaf.area.cm2,SLA,LMA
10/10/2012,38.8935,78.1454,302,cade,Castanea dentata,2814-00,2,tree,juvenile,natural environment,13.1,3,0.758,0.285,82.34,288.91,0.0035
10/10/2012,38.8935,78.1454,302,cade,Castanea dentata,2814-00,3,tree,juvenile,natural environment,13.1,3,0.783,0.315,78.223,248.33,0.004
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,32297,1,tree,mature,natural environment,347,3,3.592,1.401,193.738,138.29,0.0072
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,32297,2,tree,mature,natural environment,347,3,1.901,0.804,126.524,157.37,0.0064
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,32297,3,tree,mature,natural environment,347,3,9.34,3.632,620.755,170.91,0.0059
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,32297,4,tree,mature,natural environment,347,3,3.106,1.258,198.287,157.62,0.0063
9/13/2012,38.8935,78.1454,302,cagl,Carya glabra,60274,1,tree,juvenile,natural environment,13.7,1,6.424,2.444,551.708,225.74,0.0044
9/13/2012,38.8935,78.1454,302,cagl,Carya glabra,60274,2,tree,juvenile,natural environment,13.7,1,9.544,3.727,707.662,189.87,0.0053
10/5/2012,38.8935,78.1454,302,cagl,Carya glabra,70006,1,tree,mature,natural environment,66.8,3,18.604,8.296,1031.65,124.36,0.008
10/5/2012,38.8935,78.1454,302,cagl,Carya glabra,70006,2,tree,mature,natural environment,66.8,3,11.955,5.608,841.42,150.04,0.0067
10/5/2012,38.8935,78.1454,302,cagl,Carya glabra,70006,3,tree,mature,natural environment,66.8,3,5.766,2.287,436.4,190.82,0.0052
10/10/2012,38.8935,78.1454,302,cagl,Carya glabra,142216,1,tree,mature,natural environment,263.2,4,3.772,1.464,272.323,186.01,0.0054
10/10/2012,38.8935,78.1454,302,cagl,Carya glabra,142216,2,tree,mature,natural environment,263.2,4,2.552,1.025,191.464,186.79,0.0054
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,eka8_1,1,tree,mature,natural environment,580.1,5,3.904,1.721,261.642,152.03,0.0066
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,eka8_1,2,tree,mature,natural environment,580.1,5,4.344,1.938,270.023,139.33,0.0072
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,eka8_1,3,tree,mature,natural environment,580.1,5,5.574,2.479,345.588,139.41,0.0072
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,eka8_1,4,tree,mature,natural environment,580.1,5,4.853,2.106,335.009,159.07,0.0063
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,eka8_2,1,tree,mature,natural environment,128.8,5,6.978,3.009,528.975,175.8,0.0057
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,eka8_2,2,tree,mature,natural environment,128.8,5,7.165,1.752,296.709,169.35,0.0059
9/26/2012,38.8935,78.1454,302,cagl,Carya glabra,eka8_2,3,tree,mature,natural environment,128.8,5,5.968,2.526,464.665,183.95,0.0054
9/26/2012,38.8935,78.1454,302,caovl,Carya ovalis,22311,1,tree,mature,natural environment,410,5,6.984,1.082,411.495,380.31,0.0026
9/26/2012,38.8935,78.1454,302,caovl,Carya ovalis,22311,2,tree,mature,natural environment,410,5,2.682,1.238,166.668,134.63,0.0074
9/26/2012,38.8935,78.1454,302,caovl,Carya ovalis,22311,3,tree,mature,natural environment,410,5,2.364,3.016,120.675,40.01,0.025
10/4/2012,38.8935,78.1454,302,caovl,Carya ovalis,30309,1,tree,mature,natural environment,220,5,5.814,2.352,425.402,180.87,0.0055
10/4/2012,38.8935,78.1454,302,caovl,Carya ovalis,30309,2,tree,mature,natural environment,220,5,4.649,1.981,395.457,199.62,0.005
10/4/2012,38.8935,78.1454,302,caovl,Carya ovalis,30309,3,tree,mature,natural environment,220,5,9.203,4.402,609.739,138.51,0.0072
10/10/2012,38.8935,78.1454,302,caovl,Carya ovalis,120778,1,tree,juvenile,natural environment,16,3,2.894,0.975,236.591,242.66,0.0041
10/10/2012,38.8935,78.1454,302,caovl,Carya ovalis,120778,2,tree,juvenile,natural environment,16,3,9.234,3.426,867.194,253.12,0.004
9/19/2012,38.8935,78.1454,302,caovl,Carya ovalis,151666,1,tree,mature,natural environment,134.9,2,11.918,5.54,681.164,122.95,0.0081
9/19/2012,38.8935,78.1454,302,caovl,Carya ovalis,151666,2,tree,mature,natural environment,134.9,2,7.395,2.96,536.734,181.33,0.0055
9/19/2012,38.8935,78.1454,302,caovl,Carya ovalis,151666,3,tree,mature,natural environment,134.9,2,9.085,3.855,650.237,168.67,0.0059
10/4/2012,38.8935,78.1454,302,cato,Carya tomentosa,20651,1,tree,mature,natural environment,172.9,3,3.599,1.326,201.231,151.76,0.0066
10/4/2012,38.8935,78.1454,302,cato,Carya tomentosa,20651,2,tree,mature,natural environment,172.9,3,7.772,2.76,370.892,134.38,0.0074
10/4/2012,38.8935,78.1454,302,cato,Carya tomentosa,20651,3,tree,mature,natural environment,172.9,3,3.186,1.109,165.568,149.29,0.0067
9/13/2012,38.8935,78.1454,302,cato,Carya tomentosa,60229,1,tree,juvenile,natural environment,29.6,1,3.049,1.197,311.467,260.21,0.0038
9/13/2012,38.8935,78.1454,302,cato,Carya tomentosa,60229,2,tree,juvenile,natural environment,29.6,1,3.537,1.538,327.658,213.04,0.0047
10/5/2012,38.8935,78.1454,302,cato,Carya tomentosa,70201,1,tree,mature,natural environment,124.5,4,4.379,1.628,318.85,195.85,0.0051
10/5/2012,38.8935,78.1454,302,cato,Carya tomentosa,70201,2,tree,mature,natural environment,124.5,4,8.77,3.634,732.42,201.55,0.005
10/5/2012,38.8935,78.1454,302,cato,Carya tomentosa,70201,3,tree,mature,natural environment,124.5,4,9.954,2.394,763.42,318.89,0.0031
9/14/2012,38.8935,78.1454,302,cato,Carya tomentosa,121237,1,tree,juvenile,natural environment,42.5,1,4.005,1.564,405.61,259.34,0.0039
9/14/2012,38.8935,78.1454,302,cato,Carya tomentosa,121237,2,tree,juvenile,natural environment,42.5,1,6.33,2.376,674.16,283.74,0.0035
9/14/2012,38.8935,78.1454,302,cato,Carya tomentosa,121237,3,tree,juvenile,natural environment,42.5,1,8.978,3.594,864.82,240.63,0.0042
9/26/2012,38.8935,78.1454,302,ceca,Cercis canadensis,10197,1,tree,mature,natural environment,204.5,5,1.206,0.41,81.39,198.51,0.005
9/26/2012,38.8935,78.1454,302,ceca,Cercis canadensis,10197,2,tree,mature,natural environment,204.5,5,0.57,0.201,53.88,268.06,0.0037
9/26/2012,38.8935,78.1454,302,ceca,Cercis canadensis,10197,3,tree,mature,natural environment,204.5,5,1.596,0.571,82.08,143.75,0.007
9/26/2012,38.8935,78.1454,302,ceca,Cercis canadensis,10197,4,tree,mature,natural environment,204.5,5,1.072,0.353,77.62,219.89,0.0045
9/26/2012,38.8935,78.1454,302,ceca,Cercis canadensis,10197,5,tree,mature,natural environment,204.5,5,1.544,0.536,87.39,163.04,0.0061
9/17/2012,38.8935,78.1454,302,ceca,Cercis canadensis,100387,1,shrub,juvenile,natural environment,19.5,2,0.734,0.223,90.41,405.43,0.0025
9/17/2012,38.8935,78.1454,302,ceca,Cercis canadensis,100387,2,shrub,juvenile,natural environment,19.5,2,0.518,0.172,73.37,426.57,0.0023
9/17/2012,38.8935,78.1454,302,ceca,Cercis canadensis,100387,3,shrub,juvenile,natural environment,19.5,2,0.733,0.142,51.63,363.59,0.0028
9/17/2012,38.8935,78.1454,302,ceca,Cercis canadensis,100387,4,shrub,juvenile,natural environment,19.5,2,0.571,0.188,67.28,357.87,0.0028
10/10/2012,38.8935,78.1454,302,ceca,Cercis canadensis,100549,1,shrub,juvenile,natural environment,20.5,4,0.666,0.231,76.93,333.03,0.003
10/10/2012,38.8935,78.1454,302,ceca,Cercis canadensis,100549,2,shrub,juvenile,natural environment,20.5,4,0.881,0.285,83.55,293.16,0.0034
10/10/2012,38.8935,78.1454,302,ceca,Cercis canadensis,100549,3,shrub,juvenile,natural environment,20.5,4,0.894,0.314,86.24,274.65,0.0036
9/14/2012,38.8935,78.1454,302,ceca,Cercis canadensis,121219,1,shrub,juvenile,natural environment,33.9,1,0.897,0.335,85.74,255.94,0.0039
9/14/2012,38.8935,78.1454,302,ceca,Cercis canadensis,121219,2,shrub,juvenile,natural environment,33.9,1,0.371,0.141,51.41,364.61,0.0027
9/14/2012,38.8935,78.1454,302,ceca,Cercis canadensis,121219,3,shrub,juvenile,natural environment,33.9,1,0.368,0.141,48.63,344.89,0.0029
9/14/2012,38.8935,78.1454,302,ceca,Cercis canadensis,121219,4,shrub,juvenile,natural environment,33.9,1,1.293,0.505,97.23,192.53,0.0052
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20302,1,tree,mature,natural environment,252.1,5,0.366,0.163,51.95,318.71,0.0031
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20302,2,tree,mature,natural environment,252.1,5,0.81,0.359,77.95,217.13,0.0046
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20302,3,tree,mature,natural environment,252.1,5,0.384,0.154,51.03,331.36,0.003
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20498,1,tree,mature,natural environment,231,2,0.663,0.239,78.97,330.42,0.003
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20498,2,tree,mature,natural environment,231,2,0.57,0.221,69.51,314.52,0.0032
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20498,3,tree,mature,natural environment,231,2,0.445,0.17,70.39,414.06,0.0024
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20498,4,tree,mature,natural environment,231,2,0.571,0.242,73.66,304.38,0.0033
9/5/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,20498,5,tree,mature,natural environment,231,2,0.445,0.165,87.25,528.79,0.0019
9/7/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,111288,1,tree,mature,natural environment,68.1,1,0.298,0.118,40.82,345.93,0.0029
9/7/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,111288,2,tree,mature,natural environment,68.1,1,0.293,0.116,43.27,373.02,0.0027
9/7/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,111288,3,tree,mature,natural environment,68.1,1,0.353,0.16,43.07,269.19,0.0037
9/12/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,132523,1,tree,mature,natural environment,275.2,1,0.636,0.278,70.51,253.63,0.0039
9/12/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,132523,2,tree,mature,natural environment,275.2,1,0.491,0.218,61.15,280.5,0.0036
9/12/2012,38.8935,78.1454,302,ceoc,Celtis occidentalis,132523,3,tree,mature,natural environment,275.2,1,0.271,0.103,48.97,475.44,0.0021
10/4/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,20597,1,shrub,mature,natural environment,83.8,4,0.779,0.222,56.18,253.06,0.004
10/4/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,20597,2,shrub,mature,natural environment,83.8,4,1.358,0.428,69.51,162.41,0.0062
10/4/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,20597,3,shrub,mature,natural environment,83.8,4,0.797,0.24,50.95,212.29,0.0047
10/4/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,20597,4,shrub,mature,natural environment,83.8,4,1.122,0.329,67.4,204.86,0.0049
10/4/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,20597,5,shrub,mature,natural environment,83.8,4,1.534,0.49,72.22,147.39,0.0068
10/12/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,42102,1,shrub,mature,natural environment,49,4,1.606,0.515,103.56,201.09,0.005
10/12/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,42102,2,shrub,mature,natural environment,49,4,1.361,0.443,96.69,218.26,0.0046
10/12/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,42102,3,shrub,mature,natural environment,49,4,1.644,0.572,95.93,167.71,0.006
10/12/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,42102,4,shrub,mature,natural environment,49,4,1.488,0.482,87.43,181.39,0.0055
10/12/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,42102,5,shrub,mature,natural environment,49,4,1.162,0.405,82.53,203.78,0.0049
9/5/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,50048,1,shrub,juvenile,natural environment,19.6,1,0.784,0.214,61.35,286.68,0.0035
9/5/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,50048,2,shrub,juvenile,natural environment,19.6,1,1.093,0.31,71.15,229.52,0.0044
9/5/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,50048,3,shrub,juvenile,natural environment,19.6,1,0.846,0.253,65.1,257.31,0.0039
9/5/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,50048,4,shrub,juvenile,natural environment,19.6,1,0.239,0.068,34.5,507.35,0.002
9/5/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,50048,5,shrub,juvenile,natural environment,19.6,1,0.244,0.073,41.54,569.04,0.0018
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,141137,1,shrub,mature,natural environment,61,4,1.119,0.373,69.64,186.7,0.0054
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,141137,2,shrub,mature,natural environment,61,4,0.976,0.29,67.14,231.52,0.0043
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,141137,3,shrub,mature,natural environment,61,4,0.932,0.274,72.3,263.87,0.0038
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,141137,4,shrub,mature,natural environment,61,4,1.194,0.379,69.01,182.08,0.0055
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,151094,1,tree,mature,natural environment,172.6,3,0.614,0.199,58.16,292.26,0.0034
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,151094,2,tree,mature,natural environment,172.6,3,0.473,0.145,58.12,400.83,0.0025
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,151094,3,tree,mature,natural environment,172.6,3,0.303,0.102,41.79,409.71,0.0024
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,151094,4,tree,mature,natural environment,172.6,3,0.476,0.127,52.93,416.77,0.0024
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,151094,5,tree,mature,natural environment,172.6,3,0.536,0.156,57.09,365.96,0.0027
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,161577,1,shrub,mature,natural environment,89.3,2,1.606,0.517,76.6,148.16,0.0067
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,161577,2,shrub,mature,natural environment,89.3,2,1.272,0.403,77.17,191.49,0.0052
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,161577,3,shrub,mature,natural environment,89.3,2,2.152,0.692,89.91,129.93,0.0077
9/19/2012,38.8935,78.1454,302,chvi,Chionanthus virginicus,161577,4,shrub,mature,natural environment,89.3,2,1.624,0.508,77.2,151.97,0.0066
9/19/2012,38.8935,78.1454,302,coal,Cornus alternifolia,171481,1,shrub,mature,natural environment,176.1,4,0.64,0.242,40.33,166.65,0.006
9/19/2012,38.8935,78.1454,302,coal,Cornus alternifolia,171481,2,shrub,mature,natural environment,176.1,4,0.482,0.176,31.38,178.3,0.0056
9/19/2012,38.8935,78.1454,302,coal,Cornus alternifolia,171481,3,shrub,mature,natural environment,176.1,4,0.581,0.231,39.64,171.6,0.0058
9/19/2012,38.8935,78.1454,302,coal,Cornus alternifolia,171481,4,shrub,mature,natural environment,176.1,4,0.441,0.161,29.56,183.6,0.0054
9/19/2012,38.8935,78.1454,302,coal,Cornus alternifolia,171481,5,shrub,mature,natural environment,176.1,4,0.416,0.17,27.72,163.06,0.0061
10/1/2012,38.8935,78.1454,302,coam,Corylus americana,20146,1,shrub,juvenile,natural environment,25.2,5,0.858,0.37,63.57,171.81,0.0058
10/1/2012,38.8935,78.1454,302,coam,Corylus americana,20146,2,shrub,juvenile,natural environment,25.2,5,0.767,0.341,53.42,156.66,0.0064
10/1/2012,38.8935,78.1454,302,coam,Corylus americana,20146,3,shrub,juvenile,natural environment,25.2,5,0.599,0.249,44.36,178.15,0.0056
10/1/2012,38.8935,78.1454,302,coam,Corylus americana,20146,4,shrub,juvenile,natural environment,25.2,5,0.787,0.341,60.48,177.36,0.0056
10/1/2012,38.8935,78.1454,302,coam,Corylus americana,20146,5,shrub,juvenile,natural environment,25.2,5,0.72,0.307,53.14,173.09,0.0058
9/19/2012,38.8935,78.1454,302,coam,Corylus americana,172356,1,shrub,juvenile,natural environment,21.5,1,0.462,0.178,52.98,297.64,0.0034
9/19/2012,38.8935,78.1454,302,coam,Corylus americana,172356,2,shrub,juvenile,natural environment,21.5,1,0.479,0.179,55.18,308.27,0.0032
9/19/2012,38.8935,78.1454,302,coam,Corylus americana,172356,3,shrub,juvenile,natural environment,21.5,1,0.669,0.318,62.91,197.83,0.0051
9/13/2012,38.8935,78.1454,302,cofl,Cornus florida,30083,1,shrub,juvenile,natural environment,17.8,1,0.508,0.184,46.22,251.2,0.004
9/13/2012,38.8935,78.1454,302,cofl,Cornus florida,30083,2,shrub,juvenile,natural environment,17.8,1,0.738,0.284,58.1,204.58,0.0049
9/13/2012,38.8935,78.1454,302,cofl,Cornus florida,30083,3,shrub,juvenile,natural environment,17.8,1,0.48,0.175,42.65,243.71,0.0041
9/4/2012,38.8935,78.1454,302,cofl,Cornus florida,80660,1,shrub,juvenile,natural environment,19.2,1,0.419,0.115,36.24,315.13,0.0032
9/4/2012,38.8935,78.1454,302,cofl,Cornus florida,80660,2,shrub,juvenile,natural environment,19.2,1,0.548,0.166,49.85,300.3,0.0033
9/4/2012,38.8935,78.1454,302,cofl,Cornus florida,80660,3,shrub,juvenile,natural environment,19.2,1,0.471,0.138,43.48,315.07,0.0032
9/4/2012,38.8935,78.1454,302,cofl,Cornus florida,80661,4,shrub,juvenile,natural environment,19.2,1,0.646,0.216,54.8,253.7,0.0039
10/10/2012,38.8935,78.1454,302,cofl,Cornus florida,142242,1,shrub,mature,natural environment,110.1,1,0.635,0.238,44.82,188.32,0.0053
10/10/2012,38.8935,78.1454,302,cofl,Cornus florida,142242,2,shrub,mature,natural environment,110.1,1,0.787,0.271,56.76,209.45,0.0048
10/10/2012,38.8935,78.1454,302,cofl,Cornus florida,142242,3,shrub,mature,natural environment,110.1,1,0.552,0.195,42.42,217.54,0.0046
10/10/2012,38.8935,78.1454,302,cofl,Cornus florida,142242,4,shrub,mature,natural environment,110.1,1,0.532,0.189,38.81,205.34,0.0049
10/10/2012,38.8935,78.1454,302,cofl,Cornus florida,142242,5,shrub,mature,natural environment,110.1,1,0.547,0.207,39.21,189.42,0.0053
9/12/2012,38.8935,78.1454,302,cofl,Cornus florida,142592,1,tree,mature,natural environment,59.5,2,0.709,0.27,59.03,218.63,0.0046
9/12/2012,38.8935,78.1454,302,cofl,Cornus florida,142592,2,tree,mature,natural environment,59.5,2,0.486,0.18,44.94,249.67,0.004
9/12/2012,38.8935,78.1454,302,cofl,Cornus florida,142592,3,tree,mature,natural environment,59.5,2,0.64,0.232,53.46,230.43,0.0043
9/19/2012,38.8935,78.1454,302,cofl,Cornus florida,151182,1,shrub,mature,natural environment,139.2,3,0.709,0.284,52.51,184.89,0.0054
9/19/2012,38.8935,78.1454,302,cofl,Cornus florida,151182,2,shrub,mature,natural environment,139.2,3,1.223,0.464,86.6,186.64,0.0054
9/19/2012,38.8935,78.1454,302,cofl,Cornus florida,151182,3,shrub,mature,natural environment,139.2,3,1.113,0.413,79.97,193.63,0.0052
9/19/2012,38.8935,78.1454,302,cofl,Cornus florida,151182,4,shrub,mature,natural environment,139.2,3,0.801,0.31,62.46,201.48,0.005
9/19/2012,38.8935,78.1454,302,cofl,Cornus florida,151182,5,shrub,mature,natural environment,139.2,3,0.551,0.31,41.04,132.39,0.0076
10/11/2012,38.8935,78.1454,302,cofl,Cornus florida,eka20,1,shrub,mature,natural environment,254.5,5,0.56,0.19,41.19,216.79,0.0046
10/11/2012,38.8935,78.1454,302,cofl,Cornus florida,eka20,2,shrub,mature,natural environment,254.5,5,0.774,0.271,48.77,179.96,0.0056
10/11/2012,38.8935,78.1454,302,cofl,Cornus florida,eka20,3,shrub,mature,natural environment,254.5,5,0.514,0.169,39.36,232.9,0.0043
10/11/2012,38.8935,78.1454,302,cofl,Cornus florida,eka20,4,shrub,mature,natural environment,254.5,5,0.498,0.181,34.64,191.38,0.0052
9/26/2012,38.8935,78.1454,302,cofl,Cornus florida,eka5,1,shrub,juvenile,natural environment,20,5,0.606,0.227,38.96,171.63,0.0058
9/26/2012,38.8935,78.1454,302,cofl,Cornus florida,eka5,3,shrub,juvenile,natural environment,20,5,0.431,0.17,26.55,156.18,0.0064
9/26/2012,38.8935,78.1454,302,cofl,Cornus florida,eka5,4,shrub,juvenile,natural environment,20,5,0.911,0.355,56.1,158.03,0.0063
9/26/2012,38.8935,78.1454,302,cofl,Cornus florida,eka5,5,shrub,juvenile,natural environment,20,5,0.474,0.199,29.27,147.09,0.0068
9/17/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,92186,1,shrub,juvenile,natural environment,24.9,1,0.206,0.095,17.03,179.26,0.0056
9/17/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,92186,2,shrub,juvenile,natural environment,24.9,1,0.189,0.088,16.46,187.05,0.0053
9/17/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,92186,3,shrub,juvenile,natural environment,24.9,1,0.191,0.091,16.68,183.3,0.0055
9/17/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,92186,4,shrub,juvenile,natural environment,24.9,1,0.31,0.135,24.72,183.11,0.0055
10/12/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,12451,1,shrub,juvenile,natural environment,12,3,0.131,0.056,11.84,211.43,0.0047
10/12/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,12451,2,shrub,juvenile,natural environment,12,3,0.171,0.074,17.42,235.41,0.0042
10/12/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,12451,3,shrub,juvenile,natural environment,12,3,0.2,0.074,15.54,210,0.0048
9/19/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,151069,1,shrub,mature,natural environment,55.8,1,0.195,0.076,11.69,153.82,0.0065
9/19/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,151069,2,shrub,mature,natural environment,55.8,1,0.205,0.083,19.82,238.8,0.0042
9/19/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,151069,3,shrub,mature,natural environment,55.8,1,0.077,0.03,7.72,257.33,0.0039
9/19/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,151069,4,shrub,mature,natural environment,55.8,1,0.129,0.053,13.01,245.47,0.0041
9/19/2012,38.8935,78.1454,302,crpr,Crataegus pruinosa,151069,5,shrub,mature,natural environment,55.8,1,0.162,0.069,15.68,227.25,0.0044
9/12/2012,38.8935,78.1454,302,divi,Diospyros virginiana,152486,1,tree,juvenile,natural environment,44.1,1,0.533,0.182,40.22,220.99,0.0045
9/12/2012,38.8935,78.1454,302,divi,Diospyros virginiana,152486,2,tree,juvenile,natural environment,44.1,1,0.309,0.092,25.85,280.98,0.0036
9/12/2012,38.8935,78.1454,302,divi,Diospyros virginiana,152486,3,tree,juvenile,natural environment,44.1,1,0.343,0.109,29.02,266.24,0.0038
9/12/2012,38.8935,78.1454,302,divi,Diospyros virginiana,152486,4,tree,juvenile,natural environment,44.1,1,0.768,0.244,58.11,238.16,0.0042
9/12/2012,38.8935,78.1454,302,divi,Diospyros virginiana,152486,5,tree,juvenile,natural environment,44.1,1,0.159,0.047,11.72,249.36,0.004
10/4/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,20582,1,shrub,mature,natural environment,45.8,5,0.115,0.035,9.43,269.43,0.0037
10/4/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,20582,2,shrub,mature,natural environment,45.8,5,0.072,0.023,6.28,273.04,0.0037
10/4/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,20582,3,shrub,mature,natural environment,45.8,5,0.178,0.07,14.01,200.14,0.005
10/4/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,20582,4,shrub,mature,natural environment,45.8,5,0.165,0.049,10.7,218.37,0.0046
10/4/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,20582,5,shrub,mature,natural environment,45.8,5,0.246,0.077,14.84,192.73,0.0052
10/1/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka10,1,shrub,juvenile,natural environment,13.5,4,0.149,0.05,10.31,206.2,0.0048
10/1/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka10,2,shrub,juvenile,natural environment,13.5,4,0.134,0.046,8.63,187.61,0.0053
10/1/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka10,3,shrub,juvenile,natural environment,13.5,4,0.162,0.061,10.33,169.34,0.0059
10/1/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka10,4,shrub,juvenile,natural environment,13.5,4,0.223,0.075,15.68,209.07,0.0048
10/1/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka10,5,shrub,juvenile,natural environment,13.5,4,0.151,0.048,10.27,213.96,0.0047
10/11/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka19,1,shrub,juvenile,natural environment,23.5,5,0.246,0.111,11.12,100.18,0.01
10/11/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka19,2,shrub,juvenile,natural environment,23.5,5,0.214,0.101,11.69,115.74,0.0086
10/11/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka19,3,shrub,juvenile,natural environment,23.5,5,0.293,0.126,14.03,111.35,0.009
10/11/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka19,4,shrub,juvenile,natural environment,23.5,5,0.241,0.108,11.59,107.31,0.0093
10/11/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,eka19,5,shrub,juvenile,natural environment,23.5,5,0.213,0.098,10.93,111.53,0.009
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q123,1,shrub,juvenile,natural environment,22.8,4,0.123,0.04,10.04,251,0.004
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q123,2,shrub,juvenile,natural environment,22.8,4,0.141,0.051,10.06,197.25,0.0051
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q123,3,shrub,juvenile,natural environment,22.8,4,0.065,0.02,5.77,288.5,0.0035
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q123,4,shrub,juvenile,natural environment,22.8,4,0.065,0.018,4.72,262.22,0.0038
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q123,5,shrub,juvenile,natural environment,22.8,4,0.115,0.038,8.53,224.47,0.0045
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q415,1,shrub,juvenile,natural environment,17.5,5,0.15,0.041,9.72,237.07,0.0042
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q415,2,shrub,juvenile,natural environment,17.5,5,0.128,0.037,8.35,225.68,0.0044
10/12/2012,38.8935,78.1454,302,elum,Elaeagnus umbellata,Q415,3,shrub,juvenile,natural environment,17.5,5,0.122,0.33,7.81,23.67,0.0423
