"census","genus","species","sp","ninit","ndead","mean.timint","mortality.rates.yr.1","ci.lo","ci.hi"
"census 2015 and 2016","Prunus","All",NA,55,3,0.992346462572335,5.49543637774762,1.14803692637154,15.230766837969
"census 2015 and 2016","Quercus","All",NA,1254,27,0.996881164394403,2.1597729812707,1.42801459200417,3.12688921015213
"census 2015 and 2016","Robinia","All",NA,3,0,0.983801049509468,0,0,71.345884837532
"census 2015 and 2016","Sassafras","All",NA,50,3,0.986228610540726,6.08118175929749,1.27226930224915,16.7587315606885
"census 2015 and 2016","Tilia","All",NA,129,1,1.01616711501626,0.762907711029859,0.0193120917545309,4.17726163592468
"census 2015 and 2016","Ulmus","All",NA,117,12,0.981929014783224,10.4349580872051,5.50980509339635,17.5181562369095
"census 2015 and 2016","Viburnum","All",NA,12,0,0.989276751083733,0,0,26.7094677727957
"census 2015 and 2016","Acer","negundo","acne",6,0,0.996121378051563,0,0,46.0551067348171
"census 2015 and 2016","Acer","platanoides","acpl",7,0,0.984061797203481,0,0,41.4633992308912
"census 2015 and 2016","Acer","rubrum","acru",183,1,0.997609990911233,0.547753640194415,0.0138670508623151,3.01394897642023
"census 2015 and 2016","Ailanthus","altissima","aial",4,0,0.957563312799452,0,0,61.828851172419
"census 2015 and 2016","Amelanchier","arborea","amar",18,0,0.995969275230056,0,0,18.5977390975837
"census 2015 and 2016","Asimina","triloba","astr",4,0,0.989733059548255,0,0,60.6150514679052
"census 2015 and 2016","Carpinus","caroliniana","caca",248,7,1.00824667152414,2.79982039878258,1.13290900450733,5.68336954387202
"census 2015 and 2016","Carya","cordiformis","caco",228,9,0.994464257838299,3.96889975517285,1.83065652596157,7.40025562690206
"census 2015 and 2016","Castanea","dentata","cade",1,0,0.974674880219028,0,0,97.7284962929646
"census 2015 and 2016","Carya","glabra","cagl",755,8,0.997690958293104,1.06204190957034,0.45959900538638,2.08187325474267
"census 2015 and 2016","Carya","ovalis","caovl",303,0,0.998610744031282,0,0,1.21174419839989
"census 2015 and 2016","Carya","tomentosa","cato",618,9,1.0022350254403,1.45308675745127,0.666538563787378,2.7404264371211
"census 2015 and 2016","Cercis","canadensis","ceca",113,7,0.98739498343358,6.27123838990808,2.55845524029165,12.494755212568
"census 2015 and 2016","Celtis","occidentalis","ceoc",33,0,0.997490303445129,0,0,10.6014279223374
"census 2015 and 2016","Cornus","alternifolia","coal",1,0,0.993839835728953,0,0,97.556513832976
"census 2015 and 2016","Cornus","florida","cofl",17,0,0.987880984015783,0,0,19.7204213385323
"census 2015 and 2016","Diospyros","virginiana","divi",1,0,0.988364134154689,0,0,97.6062477936923
"census 2015 and 2016","Fagus","grandifolia","fagr",307,0,0.999422554272095,0,0,1.19508510027549
"census 2015 and 2016","Fraxinus","americana","fram",401,10,0.990876675525423,2.51643515718171,1.21319204530966,4.57901555215449
"census 2015 and 2016","Fraxinus","nigra","frni",39,6,0.996437283911617,15.4351405778662,5.88275815004584,30.6184101433295
"census 2015 and 2016","Fraxinus","pennsylvanica","frpe",13,1,0.99278681619544,7.7459743298134,0.195975077922517,36.2370490619804
"census 2015 and 2016","Hamamelis","virginiana","havi",7,0,1.00009778038525,0,0,40.9585977787484
"census 2015 and 2016","Juglans","cinerea","juci",2,0,0.978781656399726,0,0,84.8083474719817
"census 2015 and 2016","Juglans","nigra","juni",119,0,0.984959076032877,0,0,3.09822606430656
"census 2015 and 2016","Lindera","benzoin","libe",1,1,0.982888432580424,100,2.54296557001196,100
"census 2015 and 2016","Liriodendron","tulipifera","litu",2189,24,0.993049373555601,1.10402247220921,0.708614435346422,1.63826984850227
"census 2015 and 2016","Nyssa","sylvatica","nysy",489,7,0.992888026661852,1.44167223663662,0.581544123107824,2.94773170595738
"census 2015 and 2016","Paulownia","tomentosa","pato",2,0,1.01026694045175,0,0,83.8894431013201
"census 2015 and 2016","Pinus","pungens","pipu",1,0,0.980150581793292,0,0,97.6799568819728
"census 2015 and 2016","Pinus","strobus","pist",84,1,0.985365535673544,1.20804969432138,0.0305832072943213,6.54785913202873
"census 2015 and 2016","Pinus","virginiana","pivi",3,0,0.989276751083733,0,0,71.1469650377157
"census 2015 and 2016","Platanus","occidentalis","ploc",27,1,0.987654320987654,3.74912116249715,0.094896724493132,19.1833464030445
"census 2015 and 2016","Prunus","avium","prav",44,3,0.995893223819302,6.84531301526434,1.4346161990667,18.7254347092288
"census 2015 and 2016","Prunus","serotina","prse",11,0,0.978159417584469,0,0,29.0248602161877
"census 2015 and 2016","Quercus","alba","qual",389,5,0.996859213589312,1.28937054282632,0.419946573796781,2.98316253879453
"census 2015 and 2016","Quercus","coccinea","quco",1,0,0.988364134154689,0,0,97.6062477936923
"census 2015 and 2016","Quercus","falcata","qufa",1,0,0.969199178644764,0,0,97.7765514460332
"census 2015 and 2016","Quercus","michauxii","qumi",4,1,0.987679671457906,25.2686588958067,0.63879156205362,80.9808685054567
"census 2015 and 2016","Quercus","prinus","qupr",226,7,0.999109592774981,3.10006225376861,1.255294249254,6.2827332062569
"census 2015 and 2016","Quercus","rubra","quru",356,6,0.996708426581763,1.69091185027076,0.623001678534219,3.64389415551676
"census 2015 and 2016","Quercus","velutina","quve",277,8,0.995579408792257,2.90072257011279,1.26048445262544,5.63535298376906
"census 2015 and 2016","Robinia","pseudoacacia","rops",3,0,0.983801049509468,0,0,71.345884837532
"census 2015 and 2016","Sassafras","albidum","saal",50,3,0.986228610540726,6.08118175929749,1.27226930224915,16.7587315606885
"census 2015 and 2016","Tilia","americana","tiam",129,1,1.01616711501626,0.762907711029859,0.0193120917545309,4.17726163592468
"census 2015 and 2016","Ulmus","americana","ulam",10,1,0.985352498288843,10.1408485170003,0.256611820371933,44.985263471312
"census 2015 and 2016","Ulmus","rubra","ulru",107,11,0.981609063053727,10.4625383284471,5.34031597343361,17.9492852339744
"census 2015 and 2016","Viburnum","prunifolium","vipr",12,0,0.989276751083733,0,0,26.7094677727957
"census 2016 and 2017","All","All",NA,7713,179,1.02228998518284,2.2707343953868,1.95327643918063,2.62411891113723
"census 2016 and 2017","Acer","All",NA,195,1,1.02725565559241,0.49924812740948,0.0126382081672705,2.75009645875813
"census 2016 and 2017","Ailanthus","All",NA,4,0,0.91854893908282,0,0,63.358783254367
"census 2016 and 2017","Amelanchier","All",NA,18,1,1.03293026085634,5.38329870270368,0.136077693448455,26.5517639129495
"census 2016 and 2017","Asimina","All",NA,4,0,1.07049965776865,0,0,57.7466030898207
"census 2016 and 2017","Carpinus","All",NA,241,11,1.03421461455662,4.41670113776191,2.22495619157144,7.76517971541681
"census 2016 and 2017","Carya","All",NA,1878,41,1.02935462967215,2.12158014079465,1.5266679183777,2.8672484578707
"census 2016 and 2017","Castanea","All",NA,1,0,0.980150581793292,0,0,97.6799568819728
"census 2016 and 2017","Celtis","All",NA,33,0,1.02080351772344,0,0,10.3723315050248
"census 2016 and 2017","Cercis","All",NA,107,7,1.01796874500246,6.43037432673238,2.6239753367418,12.8009867628438
"census 2016 and 2017","Cornus","All",NA,18,1,0.990949882120313,5.60484407597278,0.141838368139702,27.5057042627804
"census 2016 and 2017","Diospyros","All",NA,1,0,0.996577686516085,0,0,97.5314698893271
"census 2016 and 2017","Fagus","All",NA,307,0,1.02674755365898,0,0,1.163465858164
"census 2016 and 2017","Fraxinus","All",NA,441,50,1.01509698106941,11.1790468138252,8.41182269762518,14.4718008983595
"census 2016 and 2017","Hamamelis","All",NA,7,0,1.01574264202601,0,0,40.4774680152412
"census 2016 and 2017","Juglans","All",NA,121,1,0.993432552140784,0.831887017015265,0.0210599147984158,4.54779361950532
"census 2016 and 2017","Liriodendron","All",NA,2165,18,1.01267599622518,0.821044602031396,0.487306554326294,1.29451153627327
"census 2016 and 2017","Nyssa","All",NA,482,4,1.03401012777584,0.802689530883705,0.219118908777194,2.04236450553353
"census 2016 and 2017","Paulownia","All",NA,2,0,1.02395619438741,0,0,83.4913834806755
"census 2016 and 2017","Pinus","All",NA,88,1,1.03444091842449,1.0987379079231,0.0278084860763084,5.97023029713105
"census 2016 and 2017","Platanus","All",NA,26,0,1.00573895645764,0,0,13.1571812359987
"census 2016 and 2017","Prunus","All",NA,52,1,1.01353130100563,1.89764776776704,0.0480265381942124,10.1256188476175
"census 2016 and 2017","Quercus","All",NA,1227,31,1.02799268344521,2.45854284998236,1.67641346620833,3.47167164925705
"census 2016 and 2017","Robinia","All",NA,3,1,0.987451517225645,33.6759585055558,0.851009748735088,90.8488286404363
"census 2016 and 2017","Sassafras","All",NA,47,0,0.982072902558725,0,0,7.68093600237114
"census 2016 and 2017","Tilia","All",NA,128,0,1.03338894592745,0,0,2.75029264616304
"census 2016 and 2017","Ulmus","All",NA,105,10,1.00372217333203,9.49022336928004,4.64527252916205,16.760989035755
"census 2016 and 2017","Viburnum","All",NA,12,0,1.01483002509697,0,0,26.1337671761686
"census 2016 and 2017","Acer","negundo","acne",6,0,1.01254848277436,0,0,45.5122282145718
"census 2016 and 2017","Acer","platanoides","acpl",7,0,1.03803656986409,0,0,39.8105231934751
"census 2016 and 2017","Acer","rubrum","acru",182,1,1.02732585689465,0.534874861891033,0.0135399509608947,2.94395137622314
"census 2016 and 2017","Ailanthus","altissima","aial",4,0,0.91854893908282,0,0,63.358783254367
"census 2016 and 2017","Amelanchier","arborea","amar",18,1,1.03293026085634,5.38329870270368,0.136077693448455,26.5517639129495
"census 2016 and 2017","Asimina","triloba","astr",4,0,1.07049965776865,0,0,57.7466030898207
"census 2016 and 2017","Carpinus","caroliniana","caca",241,11,1.03421461455662,4.41670113776191,2.22495619157144,7.76517971541681
"census 2016 and 2017","Carya","cordiformis","caco",219,13,1.02164339806038,5.81404753434656,3.1315499369396,9.73705499046571
"census 2016 and 2017","Castanea","dentata","cade",1,0,0.980150581793292,0,0,97.6799568819728
"census 2016 and 2017","Carya","glabra","cagl",747,13,1.02944289134636,1.69094394537301,0.903332088012387,2.87421016065064
"census 2016 and 2017","Carya","ovalis","caovl",303,3,1.03008247436653,0.961323647169321,0.198678858307777,2.7835418744155
"census 2016 and 2017","Carya","tomentosa","cato",609,12,1.03165724266057,1.91056007051875,0.990989188167746,3.31356562078922
"census 2016 and 2017","Cercis","canadensis","ceca",107,7,1.01796874500246,6.43037432673238,2.6239753367418,12.8009867628438
"census 2016 and 2017","Celtis","occidentalis","ceoc",33,0,1.02080351772344,0,0,10.3723315050248
"census 2016 and 2017","Cornus","alternifolia","coal",1,0,0.999315537303217,0,0,97.5063086013017
"census 2016 and 2017","Cornus","florida","cofl",17,1,0.990457784756613,5.93730785363317,0.150250090486559,28.9208564728995
"census 2016 and 2017","Diospyros","virginiana","divi",1,0,0.996577686516085,0,0,97.5314698893271
"census 2016 and 2017","Fagus","grandifolia","fagr",307,0,1.02674755365898,0,0,1.163465858164
"census 2016 and 2017","Fraxinus","americana","fram",396,38,1.01274206818355,9.4811402926075,6.79683917450614,12.7811634840294
"census 2016 and 2017","Fraxinus","nigra","frni",33,12,1.03681579656939,35.3340759882037,19.75280137728,53.5822551126754
"census 2016 and 2017","Fraxinus","pennsylvanica","frpe",12,0,1.03308236367785,0,0,25.737386854771
"census 2016 and 2017","Hamamelis","virginiana","havi",7,0,1.01574264202601,0,0,40.4774680152412
"census 2016 and 2017","Juglans","cinerea","juci",2,0,0.9637234770705,0,0,85.2491313159276
"census 2016 and 2017","Juglans","nigra","juni",119,1,0.99393186432684,0.845444791560901,0.0214030687364253,4.62048374436547
"census 2016 and 2017","Liriodendron","tulipifera","litu",2165,18,1.01267599622518,0.821044602031396,0.487306554326294,1.29451153627327
"census 2016 and 2017","Nyssa","sylvatica","nysy",482,4,1.03401012777584,0.802689530883705,0.219118908777194,2.04236450553353
"census 2016 and 2017","Paulownia","tomentosa","pato",2,0,1.02395619438741,0,0,83.4913834806755
"census 2016 and 2017","Pinus","pungens","pipu",1,0,1.02121834360027,0,0,97.3008515063198
"census 2016 and 2017","Pinus","strobus","pist",84,1,1.03546168638571,1.14994102608671,0.0291037918701664,6.24117384586327
"census 2016 and 2017","Pinus","virginiana","pivi",3,0,1.01026694045175,0,0,70.3921388519436
"census 2016 and 2017","Platanus","occidentalis","ploc",26,0,1.00573895645764,0,0,13.1571812359987
"census 2016 and 2017","Prunus","avium","prav",41,1,1.02395619438741,2.38264698542264,0.0602878673357288,12.5744067584561
"census 2016 and 2017","Prunus","serotina","prse",11,0,0.974674880219028,0,0,29.1117998127869
"census 2016 and 2017","Quercus","alba","qual",384,4,1.03396646132786,1.00762024141426,0.275193999828438,2.55968822561801
"census 2016 and 2017","Quercus","coccinea","quco",1,0,1.03764544832307,0,0,97.1419999114626
"census 2016 and 2017","Quercus","falcata","qufa",1,0,1.06228610540726,0,0,96.8963322234379
"census 2016 and 2017","Quercus","michauxii","qumi",3,0,1.04494638375542,0,0,69.1716799773748
"census 2016 and 2017","Quercus","prinus","qupr",219,9,1.02533137058186,4.01012325744194,1.84970653306258,7.4757523151796
"census 2016 and 2017","Quercus","rubra","quru",350,8,1.0266784003129,2.22698602545763,0.966206865838626,4.34074090504772
"census 2016 and 2017","Quercus","velutina","quve",269,10,1.02298929541054,3.63546813665138,1.75679372922549,6.58398225870349
"census 2016 and 2017","Robinia","pseudoacacia","rops",3,1,0.987451517225645,33.6759585055558,0.851009748735088,90.8488286404363
"census 2016 and 2017","Sassafras","albidum","saal",47,0,0.982072902558725,0,0,7.68093600237114
"census 2016 and 2017","Tilia","americana","tiam",128,0,1.03338894592745,0,0,2.75029264616304
"census 2016 and 2017","Ulmus","americana","ulam",9,0,0.988059928511674,0,0,33.9546512592436
"census 2016 and 2017","Ulmus","rubra","ulru",96,10,1.00519050878394,10.3657677736607,5.08371892465851,18.2379085367063
"census 2016 and 2017","Viburnum","prunifolium","vipr",12,0,1.01483002509697,0,0,26.1337671761686
"census 2017 and 2018","All","All",NA,7536,201,0.999691192520029,2.66801026719045,2.3158942172864,3.05735825913901
"census 2017 and 2018","Acer","All",NA,194,7,1.03497816070055,3.48845556071227,1.41370791999588,7.05522373485175
"census 2017 and 2018","Ailanthus","All",NA,4,0,0.801505817932923,0,0,68.3556025763313
"census 2017 and 2018","Amelanchier","All",NA,17,0,0.999154487256915,0,0,19.5212116137675
"census 2017 and 2018","Asimina","All",NA,4,0,1.02943189596167,0,0,59.1740878803004
"census 2017 and 2018","Carpinus","All",NA,230,12,1.09646162545011,4.76952233164212,2.48793315393603,8.1832690996648
"census 2017 and 2018","Carya","All",NA,1837,13,0.982132803647884,0.720503271731265,0.38418095454309,1.22893101580608
"census 2017 and 2018","Castanea","All",NA,1,0,1.06228610540726,0,0,96.8963322234379
"census 2017 and 2018","Celtis","All",NA,33,0,1.08394001617821,0,0,9.79882083583771
"census 2017 and 2018","Cercis","All",NA,100,9,1.05122518822724,8.58083174034523,3.99792411161987,15.6653863946774
"census 2017 and 2018","Cornus","All",NA,17,1,1.04199379957322,5.65211823304352,0.142824174378353,27.7105574915311
"census 2017 and 2018","Diospyros","All",NA,1,0,0.960985626283368,0,0,97.84771830733
"census 2017 and 2018","Fagus","All",NA,307,1,1.06456913407666,0.306006536000425,0.00774634855447154,1.69308176134459
"census 2017 and 2018","Fraxinus","All",NA,391,70,1.05070450642537,17.1175483069438,13.5925668618234,21.1260572384348
"census 2017 and 2018","Hamamelis","All",NA,7,2,1.11899872885499,25.9693104218838,3.28553919292455,66.8768563197906
"census 2017 and 2018","Juglans","All",NA,120,6,1.00853296828656,4.95876286622888,1.84119458693326,10.4808521637497
"census 2017 and 2018","Liriodendron","All",NA,2147,18,0.984921098698118,0.851159734045315,0.505210687132529,1.34187518272855
"census 2017 and 2018","Nyssa","All",NA,478,2,0.957027770856781,0.437156264474192,0.05298806125551,1.57016701367523
"census 2017 and 2018","Paulownia","All",NA,2,0,1.1088295687885,0,0,81.0508551755526
"census 2017 and 2018","Pinus","All",NA,87,2,0.853296828656172,2.68872271484933,0.327619684845526,9.37712627050892
"census 2017 and 2018","Platanus","All",NA,26,0,1.01605854788606,0,0,13.0326653723491
"census 2017 and 2018","Prunus","All",NA,51,3,1.01096482398572,5.82044754436272,1.21665083696695,16.0810560346236
"census 2017 and 2018","Quercus","All",NA,1197,36,1.00128486857115,3.00371804026317,2.11244654400213,4.13432281010681
"census 2017 and 2018","Robinia","All",NA,3,1,0.831394022359115,38.5958691843982,1.00994007940114,94.1582923313956
"census 2017 and 2018","Sassafras","All",NA,47,3,1.00251940524561,6.367459738148,1.33284151648063,17.4992694975314
"census 2017 and 2018","Tilia","All",NA,128,5,1.09704397672827,3.56694595442223,1.16772538972054,8.12775278479875
"census 2017 and 2018","Ulmus","All",NA,95,9,1.0242443892071,9.26016034686482,4.32168654255113,16.8522705369449
"census 2017 and 2018","Viburnum","All",NA,12,1,1.05726671229751,7.90029236932472,0.199354958907716,36.8393209957368
"census 2017 and 2018","Acer","negundo","acne",6,0,1.04266484143281,0,0,44.5481814445268
"census 2017 and 2018","Acer","platanoides","acpl",7,0,1.03608096215899,0,0,39.8681712037936
"census 2017 and 2018","Acer","rubrum","acru",181,7,1.03468070382429,3.74023019997785,1.51661913839634,7.55423454224824
"census 2017 and 2018","Ailanthus","altissima","aial",4,0,0.801505817932923,0,0,68.3556025763313
"census 2017 and 2018","Amelanchier","arborea","amar",17,0,0.999154487256915,0,0,19.5212116137675
"census 2017 and 2018","Asimina","triloba","astr",4,0,1.02943189596167,0,0,59.1740878803004
"census 2017 and 2018","Carpinus","caroliniana","caca",230,12,1.09646162545011,4.76952233164212,2.48793315393603,8.1832690996648
"census 2017 and 2018","Carya","cordiformis","caco",206,2,1.01551670288338,0.956110356366235,0.115995533122626,3.4109361066508
"census 2017 and 2018","Castanea","dentata","cade",1,0,1.06228610540726,0,0,96.8963322234379
"census 2017 and 2018","Carya","glabra","cagl",734,6,0.978997998832497,0.834901427360701,0.306997182168212,1.8083153360132
"census 2017 and 2018","Carya","ovalis","caovl",300,2,0.981720282911248,0.67903781735118,0.0823432439213678,2.43125764522847
"census 2017 and 2018","Carya","tomentosa","cato",597,3,0.974674880219028,0.515535706501391,0.106444626065105,1.49916415116408
"census 2017 and 2018","Cercis","canadensis","ceca",100,9,1.05122518822724,8.58083174034523,3.99792411161987,15.6653863946774
"census 2017 and 2018","Celtis","occidentalis","ceoc",33,0,1.08394001617821,0,0,9.79882083583771
"census 2017 and 2018","Cornus","alternifolia","coal",1,0,1.1170431211499,0,0,96.3203804961319
"census 2017 and 2018","Cornus","florida","cofl",16,1,1.03730321697467,6.03216135562079,0.152429556958222,29.3229814232614
"census 2017 and 2018","Diospyros","virginiana","divi",1,0,0.960985626283368,0,0,97.84771830733
"census 2017 and 2018","Fagus","grandifolia","fagr",307,1,1.06456913407666,0.306006536000425,0.00774634855447154,1.69308176134459
"census 2017 and 2018","Fraxinus","americana","fram",358,56,1.05071524439907,14.9469838095657,11.4913777938434,18.9674667482091
"census 2017 and 2018","Fraxinus","nigra","frni",21,13,1.06046087154917,59.7499120253275,36.7090182081287,80.0398800649899
"census 2017 and 2018","Fraxinus","pennsylvanica","frpe",12,1,1.03331051791011,8.07585111189377,0.203972072691616,37.5085843028863
"census 2017 and 2018","Hamamelis","virginiana","havi",7,2,1.11899872885499,25.9693104218838,3.28553919292455,66.8768563197906
"census 2017 and 2018","Juglans","cinerea","juci",2,0,0.978781656399726,0,0,84.8083474719817
"census 2017 and 2018","Juglans","nigra","juni",118,6,1.00903722781007,5.04037289385518,1.87185824306206,10.6481637451612
"census 2017 and 2018","Liriodendron","tulipifera","litu",2147,18,0.984921098698118,0.851159734045315,0.505210687132529,1.34187518272855
"census 2017 and 2018","Nyssa","sylvatica","nysy",478,2,0.957027770856781,0.437156264474192,0.05298806125551,1.57016701367523
"census 2017 and 2018","Paulownia","tomentosa","pato",2,0,1.1088295687885,0,0,81.0508551755526
"census 2017 and 2018","Pinus","pungens","pipu",1,0,1.11430527036277,0,0,96.3501157948964
"census 2017 and 2018","Pinus","strobus","pist",83,2,0.840751094727988,2.85947099236766,0.348594027557969,9.95034180128542
"census 2017 and 2018","Pinus","virginiana","pivi",3,0,1.11339265343372,0,0,66.8589033289394
"census 2017 and 2018","Platanus","occidentalis","ploc",26,0,1.01605854788606,0,0,13.0326653723491
"census 2017 and 2018","Prunus","avium","prav",40,2,1.02936344969199,4.86089578287162,0.593976872059299,16.4792260352516
"census 2017 and 2018","Prunus","serotina","prse",11,1,0.944060730508369,9.60287105881503,0.243502927303019,43.101416544685
"census 2017 and 2018","Quercus","alba","qual",380,11,0.965452645988688,2.99675334754287,1.5053410169713,5.29865181007879
"census 2017 and 2018","Quercus","coccinea","quco",1,0,0.802190280629706,0,0,98.9933168662524
"census 2017 and 2018","Quercus","falcata","qufa",1,0,0.733744010951403,0,0,99.344465612893
"census 2017 and 2018","Quercus","michauxii","qumi",3,1,0.95916039242528,34.4743949449171,0.876000631690421,91.4720489935478
"census 2017 and 2018","Quercus","prinus","qupr",210,10,1.04623708484078,4.55632913839972,2.20601209270079,8.2194998601642
"census 2017 and 2018","Quercus","rubra","quru",342,6,1.01996149396992,1.72034823815616,0.63386977932528,3.70668762227653
"census 2017 and 2018","Quercus","velutina","quve",260,8,0.995061338387827,3.09195582214377,1.34416533100205,6.00124753908767
"census 2017 and 2018","Robinia","pseudoacacia","rops",3,1,0.831394022359115,38.5958691843982,1.00994007940114,94.1582923313956
"census 2017 and 2018","Sassafras","albidum","saal",47,3,1.00251940524561,6.367459738148,1.33284151648063,17.4992694975314
"census 2017 and 2018","Tilia","americana","tiam",128,5,1.09704397672827,3.56694595442223,1.16772538972054,8.12775278479875
"census 2017 and 2018","Ulmus","americana","ulam",9,2,1.01270058559586,21.9766946753656,2.77969510184307,59.547036383789
"census 2017 and 2018","Ulmus","rubra","ulru",86,7,1.02545246167805,7.94575646288162,3.25382164101341,15.6885522492412
"census 2017 and 2018","Viburnum","prunifolium","vipr",12,1,1.05726671229751,7.90029236932472,0.199354958907716,36.8393209957368
"census 2018 and 2019","All","All",NA,7719,127,0.996370902345998,1.65123375930983,1.3783698414761,1.96156681813043
"census 2018 and 2019","Acer","All",NA,199,1,0.965498264766681,0.520422863237369,0.013176283006866,2.865349644848
"census 2018 and 2019","Ailanthus","All",NA,4,0,1.18001368925394,0,0,54.2296273981626
"census 2018 and 2019","Amelanchier","All",NA,23,1,1.01264768026664,4.29470622958935,0.10864353054697,21.7067181505289
"census 2018 and 2019","Asimina","All",NA,11,0,0.904984132910211,0,0,30.9653712860324
"census 2018 and 2019","Carpinus","All",NA,286,0,0.895267634487347,0,0,1.43037808446034
"census 2018 and 2019","Carya","All",NA,1902,19,1.01649979739616,0.982813516113401,0.592723152047037,1.53054740941713
"census 2018 and 2019","Castanea","All",NA,1,0,0.900752908966461,0,0,98.3349731524647
"census 2018 and 2019","Celtis","All",NA,40,0,0.870636550308008,0,0,10.050769600214
"census 2018 and 2019","Cercis","All",NA,121,6,0.93980687969861,5.26776160058093,1.95799669333586,11.1131988422341
"census 2018 and 2019","Cornus","All",NA,20,0,0.94757015742642,0,0,17.6876814313046
"census 2018 and 2019","Diospyros","All",NA,1,0,0.991101984941821,0,0,97.5814399582893
"census 2018 and 2019","Fagus","All",NA,345,1,0.916783223720104,0.316123703630711,0.00800429281079262,1.74865294400903
"census 2018 and 2019","Fraxinus","All",NA,347,38,0.943311892095541,11.5695222276699,8.31958052829994,15.5325163185131
"census 2018 and 2019","Hamamelis","All",NA,12,0,0.909650924024641,0,0,28.6761282358761
"census 2018 and 2019","Juglans","All",NA,115,1,0.964461506413118,0.901462120619889,0.0228241070719948,4.92033468798256
"census 2018 and 2019","Liriodendron","All",NA,2150,15,1.01217961574583,0.689308263423649,0.386297658318446,1.13436449424266
"census 2018 and 2019","Nyssa","All",NA,503,3,1.05150887964479,0.56728838962592,0.117135913108757,1.64883944994147
"census 2018 and 2019","Paulownia","All",NA,3,1,0.896189824321241,36.3920784861097,0.937263283141532,92.826671004215
"census 2018 and 2019","Pinus","All",NA,86,3,1.18615793578785,2.94906086871326,0.611773122674952,8.37741041691922
"census 2018 and 2019","Platanus","All",NA,27,0,0.962810860141456,0,0,13.2294053388937
"census 2018 and 2019","Prunus","All",NA,51,0,0.968930761900927,0,0,7.19320227739313
"census 2018 and 2019","Quercus","All",NA,1179,27,1.00113148243938,2.28751791512667,1.5127726713317,3.31086596750959
"census 2018 and 2019","Robinia","All",NA,4,2,1.072553045859,47.5997651847458,6.3161757195953,91.8901799739996
"census 2018 and 2019","Sassafras","All",NA,47,1,0.979975825360071,2.17065948984636,0.0549532680178322,11.5107238081065
"census 2018 and 2019","Tilia","All",NA,125,0,0.896416153319644,0,0,3.23851307823505
"census 2018 and 2019","Ulmus","All",NA,102,8,0.932828709854921,8.38356570653497,3.69050600189879,15.8513837809044
"census 2018 and 2019","Viburnum","All",NA,15,0,0.902395619438741,0,0,23.8545548991275
"census 2018 and 2019","Acer","negundo","acne",11,0,0.916682222637048,0,0,30.6381427187868
"census 2018 and 2019","Acer","platanoides","acpl",7,0,0.919135621394348,0,0,43.6363676144107
"census 2018 and 2019","Acer","rubrum","acru",181,1,0.970258015965754,0.569373621453062,0.0144154758464965,3.13136386096321
"census 2018 and 2019","Ailanthus","altissima","aial",4,0,1.18001368925394,0,0,54.2296273981626
"census 2018 and 2019","Amelanchier","arborea","amar",23,1,1.01264768026664,4.29470622958935,0.10864353054697,21.7067181505289
"census 2018 and 2019","Asimina","triloba","astr",11,0,0.904984132910211,0,0,30.9653712860324
"census 2018 and 2019","Carpinus","caroliniana","caca",286,0,0.895267634487347,0,0,1.43037808446034
"census 2018 and 2019","Carya","cordiformis","caco",221,2,0.953688820339382,0.948714018107877,0.115113593463556,3.38487101141358
"census 2018 and 2019","Castanea","dentata","cade",1,0,0.900752908966461,0,0,98.3349731524647
"census 2018 and 2019","Carya","glabra","cagl",751,7,1.02762367493581,0.90714890442336,0.365469972779398,1.86009462070602
"census 2018 and 2019","Carya","ovalis","caovl",305,2,1.01207122900327,0.647941949286113,0.0785637812827589,2.32086400388178
"census 2018 and 2019","Carya","tomentosa","cato",625,8,1.02750444900753,1.24595105481706,0.539394544900884,2.44019734168138
"census 2018 and 2019","Cercis","canadensis","ceca",121,6,0.93980687969861,5.26776160058093,1.95799669333586,11.1131988422341
"census 2018 and 2019","Celtis","occidentalis","ceoc",40,0,0.870636550308008,0,0,10.050769600214
"census 2018 and 2019","Cornus","alternifolia","coal",1,0,0.914442162902122,0,0,98.2297008079101
"census 2018 and 2019","Cornus","florida","cofl",19,0,0.949313736085594,0,0,18.495976026346
"census 2018 and 2019","Diospyros","virginiana","divi",1,0,0.991101984941821,0,0,97.5814399582893
"census 2018 and 2019","Fagus","grandifolia","fagr",345,1,0.916783223720104,0.316123703630711,0.00800429281079262,1.74865294400903
"census 2018 and 2019","Fraxinus","americana","fram",324,35,0.939167321553815,11.4605057467589,8.11479757040216,15.5766706350166
"census 2018 and 2019","Fraxinus","nigra","frni",11,3,0.985128492315351,27.6215158649334,6.10984317070815,61.5246812792916
"census 2018 and 2019","Fraxinus","pennsylvanica","frpe",12,0,1.01688341318731,0,0,26.0885713254518
"census 2018 and 2019","Hamamelis","virginiana","havi",12,0,0.909650924024641,0,0,28.6761282358761
"census 2018 and 2019","Juglans","cinerea","juci",2,0,1.01984941820671,0,0,83.6106956176923
"census 2018 and 2019","Juglans","nigra","juni",113,1,0.963481189390222,0.918343732006344,0.0232516578129838,5.01054894480345
"census 2018 and 2019","Liriodendron","tulipifera","litu",2150,15,1.01217961574583,0.689308263423649,0.386297658318446,1.13436449424266
"census 2018 and 2019","Nyssa","sylvatica","nysy",503,3,1.05150887964479,0.56728838962592,0.117135913108757,1.64883944994147
