quadrat,tag,stem,sp,lx,ly,codes.2013,dbh.2013,status.2015,status.2016,status. 2017,new.status,dbh.if.dead,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown thinning,fraxinus.epicormic growth,EABF,DE.count,Old comments,2018 comments,cored,Date,surveyors
1820,182267,1,nysy,0.3,15.8,,246.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1820,182268,1,nysy,1.4,11.3,,121.6999969,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1820,182269,1,nysy,2.7,9,,141.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182085,1,quru,14.6,1,,447.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182086,1,caovl,17.9,1.3,,136.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182087,1,litu,17.4,3.8,,176,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182088,1,litu,17.6,4.7,,224.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182130,1,quve,19,16.4,,612,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182132,1,cagl,18.6,18.2,,112,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182135,1,ulru,17.5,20,,131,A,AU,DS,PD,129,2,I,F,BB,,,,,,,,,Old SS; likely dutch elm disease,,,7/16/2018,Prestipino
1821,182137,1,nysy,12.9,15,,213.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182151,1,litu,6.6,17.2,,496,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182272,1,cagl,6.3,2.9,,208,DS,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182275,1,litu,8.6,6.2,,518,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182279,1,cato,4.9,3.6,,359.5,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182280,1,qupr,3.5,5.3,,519,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182294,1,nysy,0.6,8.6,,144.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1821,182310,1,fram,1,13.5,,402.8999939,A,AU,AU,AU,,,I,,,,,,,3,2,"W, AS, SS, DE",7,break at ?5.5 m,,,7/16/2018,Prestipino
1822,182161,1,fram,16.8,3.2,,1072.099976,A,A,A,A,,,D,,,,,,,2,2,"W, AS, DE",1,,"internal rot, selective branch dieback",,7/16/2018,Prestipino
1822,182180,1,qupr,16,3.6,,128.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1822,182198,1,ceca,19.1,8.8,L,103.6999969,A,AU,DC,PD,107,2,I,UP,DF,,,,,,,,,leaves browning,,,7/16/2018,Prestipino
1822,182313,1,nysy,5.2,1.1,,134.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1822,182317,1,ulru,9,2.7,DC,161.3999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1822,182318,1,ploc,6.3,4.2,,750.2999878,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1822,182322,1,nysy,2.4,4.4,,208.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1822,182351,1,ulru,2,11.7,DC,140.3999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1822,182352,1,ceoc,1.2,10.3,L,114.9000015,A,A,AU,AU,,,,,,,,,,,,,,high liana load,high liana load,,7/16/2018,Prestipino
1822,182501,1,ulru,17.7,8.3,I,147.1000061,A,DS,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1822,182558,1,ulru,6.1,16.1,DS,159.3000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182371,1,fram,0.1,3.7,,106.4000015,A,A,A,A,,,I,,,,,,,1,0,VB,,,,,7/16/2018,Prestipino
1823,182372,1,ceca,2.8,3.5,,131,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182373,1,fram,4.9,1.8,,74,A,A,AU,A,,,I,,,,,,,1,0,"W, VB",,,,,7/16/2018,Prestipino
1823,182374,1,fram,5.4,2.4,,140.8000031,A,AU,DS,PD,140,3,I,BB,,,,,,5,0,"W,DE",4,,,,7/16/2018,Prestipino
1823,182375,1,unk,3.5,4.4,DS,272.2999878,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182376,1,ploc,2.9,12.6,L,608.5,A,A,A,A,,,,,,,,,,,,,,Tag lost,,,7/16/2018,Prestipino
1823,182378,1,ceoc,6,18.7,,147,A,A,AU,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182568,1,ceca,14.8,2,J,130.8000031,A,DC,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182570,1,juni,10.5,1,,530,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182574,1,fram,10.1,5,DS,365.3999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182574,2,fram,10.1,5,,324.7999878,A,A,AU,A,,,I,,,,,,,3,2,"DE, W",2,liana,liana,,7/16/2018,Prestipino
1823,182576,1,juni,15.7,5.4,,648.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1823,182577,1,ceca,15.9,7.3,,140,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182383,1,ulru,7.4,3.2,DC,220.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182384,1,unk,9.6,3.6,DS,897.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182385,1,caco,11.5,5.6,,123.9000015,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182386,1,ulru,11.5,5.9,DS,164.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182387,1,juni,7.4,9.7,,770,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182388,1,ceca,1.9,10.5,"L,A",183.1999969,A,A,A,A,,,,,,,,,,,,,,,"wilt, no K",,7/16/2018,Prestipino
1824,182389,1,ulru,0.1,7.2,DC,114.5999985,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182390,1,unk,1.7,11.3,DS,199,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182393,1,ulsp,5.6,13.9,DC,164.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182394,1,fram,2,20,,421,A,A,A,AU,,,I,,,,,,,4,1,"DE, W, AS",4,,,,7/16/2018,Prestipino
1824,182395,1,caco,11.8,15.1,,121,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182396,1,fram,19.9,18.6,,363,A,A,A,A,,,CD,,,,,,,3,3,W,,,liana,,7/16/2018,Prestipino
1824,182580,1,ceca,18.1,0.4,,142.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182581,1,ulru,16,3.5,DS,180.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182584,1,unk,19.3,5.5,DC,202.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182589,1,ulru,16.2,5.4,DS,233,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182600,1,ulru,18.9,11.5,DS,135.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182602,1,ulru,14.3,13.3,DC,238.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1824,182613,1,ceca,8.7,11.8,,134.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182399,1,litu,3,7.1,,453,A,A,A,A,,,,,,,,,,,,,,tag on ground,tag on ground,,7/16/2018,Prestipino
1825,182400,1,unk,8.3,0.7,DS,149,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182401,1,fram,11.6,4.8,,437.7999878,A,A,A,A,,,CD,,,,,,,2,1,W,,,,,7/16/2018,Prestipino
1825,182406,1,litu,9.2,9.2,,478,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182410,1,caovl,2.7,15.4,,123,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182624,1,ceca,18.3,9.6,M,124.5999985,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182626,1,ulsp,15.5,4.9,DC,253,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182627,1,ceca,12,7.6,M,109.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182630,1,quru,15.6,13.8,DS,248.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182632,1,juni,19.5,12.7,,276.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182634,1,cagl,14.1,16.1,,501.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182635,1,cagl,14.7,17.1,,534.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182636,1,nysy,6.9,18.1,,185.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1825,182638,1,cagl,10.2,13.7,,158.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182411,1,cagl,3.7,0.1,,117.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182412,1,caovl,8.3,4.6,,152.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182413,1,quru,7.3,5.1,,285.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182414,1,cagl,5.6,8,,143.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182415,1,litu,12.5,6.9,X,492,A,AU,AU,AU,,,,R1,R,B,,,,,,,,leaning,leaning,,7/16/2018,Prestipino
1826,182416,1,cagl,6.8,12.3,,110.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182421,1,cato,3.2,16.2,M,370.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182421,2,cato,3.2,16.2,S,226,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182639,1,saal,20,6.4,,126,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182640,1,rops,11.5,12.9,DS,219.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182645,1,unk,8.1,13.7,DS,249.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182646,1,quru,19.8,11.5,,774.0999756,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1826,182647,1,fram,18.3,16.3,"L,J",84.5,A,A,A,A,,,I,,,,,,,1,0,"W, SS",,,,,7/16/2018,Prestipino
1826,182648,1,quru,12.7,16.8,,675,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182423,1,fram,0.8,1.7,,126,A,A,A,A,,,I,,,,,,,1,0,none,,,,,7/16/2018,Prestipino
1827,182424,1,litu,8.3,0.6,,228.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182425,1,quru,9,0.2,I,977,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182427,1,quve,2.4,8.5,,415.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182428,1,fram,2.9,12.6,,93.19999695,A,A,DS,PD,92,2,I,BB,,,,,,5,0,"SS,DE",5,,,,7/16/2018,Prestipino
1827,182431,1,fram,4.2,17.9,,167.1999969,A,A,AU,DS,164,4,I,I,BB,,,,,5,0,"SS, W, DE, VB",5,,,,7/16/2018,Prestipino
1827,182432,1,fram,1.3,17.4,,183.1999969,DS,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182433,1,fram,0.7,15.2,DC,109.1999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182434,1,ceca,0.6,14.8,,110.0999985,A,A,A,A,,,,,,,,,,,,,,,R,,7/16/2018,Prestipino
1827,182652,1,litu,16.8,3.8,,459.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182653,1,litu,11.6,4.7,,169,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182654,1,casp,12.3,6.3,DS,258.2999878,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182656,1,litu,19.7,7.5,,530.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182657,1,litu,14.2,6.9,DS,107.1999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182658,1,litu,13.2,11.3,,596.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182660,1,litu,15.9,12.5,,535.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182661,1,ceca,17.4,12.6,,100,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182662,1,litu,13,13.4,,375,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1827,182663,1,ceca,12.5,18.2,A,101.1999969,A,A,A,A,,,,,,,,,,,,,,,"K, no wilt",,7/16/2018,Prestipino
1828,182000,1,quve,13,10.6,,394.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182435,1,fram,0.9,3.1,DC,164.6999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182436,1,juni,9.3,0.4,DC,304.7999878,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182437,1,fram,8.4,5.5,,79,A,A,AU,AU,,,I,,,,,,,5,2,"SS, W, VB",,,,,7/16/2018,Prestipino
1828,182440,1,fram,3.5,10,,157.1999969,A,A,A,A,,,I,,,,,,,3,2,W,,,,,7/16/2018,Prestipino
1828,182441,1,unk,2.7,9.3,DS,254,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182447,1,ulru,4.6,13.8,,138.1999969,A,A,AU,A,,,,,,,,,,,,,,break at ?10m,,,7/16/2018,Prestipino
1828,182665,1,fram,18,4.1,"DS,R",59.90000153,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182668,1,litu,12.9,1.6,,302.5,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182669,1,litu,17.2,5.3,,503.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182671,1,quru,13,10.6,DS,594.2000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182671,2,quru,13,10.6,,638.2999878,A,A,A,A,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182671,3,quru,13,10.6,DS,384.2999878,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182672,1,frpe,15.6,11.6,,62.5,A,A,A,AU,,,S,,,,,,,4,2,SS,,,dead crown,,7/16/2018,Prestipino
1828,182674,1,casp,19,12.1,DS,318.7000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182675,1,fram,18.7,13.7,,46.90000153,A,A,AU,AU,,,S,,,,,,,4,0,"W, VB, AS",,crown DF,"crown DF, galleries present",,7/16/2018,Prestipino
1828,182676,1,fram,19.1,16.7,DC,61.90000153,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/16/2018,Prestipino
1828,182678,1,fram,16.6,18.7,,162.1999969,A,A,A,A,,,I,,,,,,,1,3,W,,break at ?4m,galleries present,,7/16/2018,Prestipino
1829,182449,1,ceca,4.6,0.2,,108.4000015,A,A,A,A,,,,,,,,,,,,,,,Neofusicoccum spp. Likely,,7/18/2018,Prestipino/Wilson
1829,182451,1,fram,1.3,1.4,,355.6000061,A,A,A,A,,,CD,,,,,,,3,0,W,,,liana load,,7/18/2018,Prestipino/Wilson
1829,182452,1,fram,1.4,0.1,DC,80,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182455,1,fram,7.1,3.6,,257.2000122,A,A,DS,PD,258,2,I,BB,,,,,,5,0,"W,DE",4,,,,7/18/2018,Prestipino/Wilson
1829,182456,1,litu,8,6,,498.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182459,1,fram,3.1,9.4,,402.7000122,A,A,A,A,,,CD,,,,,,,2,0,W,,,,,7/18/2018,Prestipino/Wilson
1829,182460,1,ulru,2.1,9.4,,211.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182462,1,ulru,6.1,13.1,,141.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182465,1,ulru,3,12.7,,108.5999985,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182468,1,unk,3.9,17.1,DS,194.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182469,1,fram,3.9,17.7,,239.3999939,A,A,A,DS,240,4,CD,I,BB,,,,,5,0,"W, DE, SS",6,,,,7/18/2018,Prestipino/Wilson
1829,182680,1,cagl,19,5,M,267.5,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182680,2,cagl,19,5,S,224.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182681,1,litu,13,1,,590.0999756,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1829,182683,1,ceca,12.7,7.6,"B,I",115.5999985,A,AU,DS,PD,NA,1,I,U,B,,,,,,,,,stem bent/twisted at ~ 1 m; DBH unattainable,,,7/18/2018,Prestipino/Wilson
1829,182684,1,fram,14.5,9.3,,96.5,A,A,AU,DS,98,3,I,R,I,BB,,,,5,0,"W, DE",1,,,,7/18/2018,Prestipino/Wilson
1829,182685,1,quru,14.9,12.7,,650.9000244,A,A,A,AU,,,,CR,UP,,,,,,,,,,CR by tree #182689,,7/18/2018,Prestipino/Wilson
1829,182686,1,quve,15.1,15.9,M,544.5,A,A,A,AU,,,,CR,UP,,,,,,,,,,CR by tree #182689,yes,7/18/2018,Prestipino/Wilson
1829,182686,2,quve,15.1,15.9,S,541.5999756,A,A,A,DC,NA,1,CD,CR,UP,,,,,,,,,,CR by tree #182689,,7/18/2018,Prestipino/Wilson
1830,182477,1,litu,2.2,5,,573.4000244,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1830,182481,1,ceca,5.7,16,,106.6999969,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1830,182688,1,fagr,18.7,4.7,,126.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1830,182689,1,qual,10.9,0.6,M,516.7999878,A,A,A,AU,,,,UP,R1,,,,,,,,,,"Root rot, still sprouting leaves",,7/18/2018,Prestipino/Wilson
1830,182689,2,qual,10.9,0.6,S,393.6000061,A,A,A,AU,,,,UP,R1,,,,,,,,,,"Root rot, still sprouting leaves",,7/18/2018,Prestipino/Wilson
1830,182689,3,qual,10.9,0.6,S,323.5,A,A,A,AU,,,,UP,R1,,,,,,,,,,"Root rot, still sprouting leaves",,7/18/2018,Prestipino/Wilson
1830,182690,1,fram,9.2,2.9,"DS,R",47.09999847,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1830,182692,1,litu,17.8,11.7,,520.5,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1830,182693,1,litu,15.3,13.2,,821.0999756,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1830,182694,1,qual,19,18.9,,174.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1830,182695,1,fagr,17.5,18.8,,191.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1831,182483,1,fagr,2.2,1.6,,158.8000031,A,A,A,A,,,,,,,,,,,,,,,SS,,7/18/2018,Prestipino
1831,182487,1,rops,6.2,1,DS,260.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182488,1,litu,6.2,7.5,M,720.0999756,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182491,1,litu,7.6,7.9,,410,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182492,1,fram,6.8,8.2,DN,36.79999924,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182494,1,ulru,9.2,7,,180.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182495,1,fram,3.9,17.9,,98.40000153,A,A,A,DS,102,3,I,I,BB,,,,,5,0,"W, DE, SS",3,,,,7/18/2018,Prestipino
1831,182497,1,fram,3.6,16.3,,108.5999985,A,A,A,A,,,S,,,,,,,3,0,"SS, W, DE",2,1 branch DF completely,,,7/18/2018,Prestipino
1831,182498,1,fram,0.9,18.3,,145.6999969,A,A,A,A,,,I,,,,,,,2,0,none,,,,,7/18/2018,Prestipino
1831,182696,1,fram,14.7,2,,318.8999939,A,A,A,A,,,CD,,,,,,,2,2,"W, DE",1,,,,7/18/2018,Prestipino
1831,182697,1,fram,12.4,1.3,"DS,R",71.09999847,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182698,1,ulru,19.9,7.6,,216.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182701,1,ulru,12.2,14.5,,183.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182702,1,fram,19.7,16.3,,195.1000061,A,A,A,A,,,I,,,,,,,1,0,none,,,,,7/18/2018,Prestipino
1831,182703,1,fram,14.6,17.9,,141.1999969,A,A,A,A,,,I,,,,,,,1,0,none,,,,,7/18/2018,Prestipino
1831,182704,1,unk,14.3,18.5,DS,202,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182705,1,rops,12.6,19.6,DS,125,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182706,1,fram,11.7,18.6,"DS,R",92.80000305,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1831,182707,1,fram,10.9,17.5,DS,87.09999847,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino
1832,182499,1,ceca,7.4,2.4,,125.6999969,A,DC,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182500,1,fram,11.2,0.4,,405.2000122,A,A,A,A,,,D,,,,,,,1,0,W,,,,,7/18/2018,Prestipino/Wilson
1832,182708,1,cofl,11.8,3.3,,130,A,A,A,A,,,,,,,,,,,,,,,liana load; no anthracnose,,7/18/2018,Prestipino/Wilson
1832,182709,1,fram,10,4.3,DS,86.90000153,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182710,1,ulru,10.1,5.2,,117.5,A,DC,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182711,1,ceca,13.2,7.9,P,149.5,A,A,A,A,,,,,,,,,,,,,,,"one the ground, rot regrowth",,7/18/2018,Prestipino/Wilson
1832,182715,1,ulru,0.6,8.6,DC,159.6999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182717,1,unk,6.2,12.2,DC,138.3000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182718,1,ceca,1,16.3,,128.6000061,A,A,AU,AU,,,,DF,R,,,4,,,,,,SS,,,7/18/2018,Prestipino/Wilson
1832,182739,1,fram,18.8,1.9,,178.8999939,A,A,A,A,,,I,,,,,,,2,1,"W, VB",,rotting stem,exit holes eaten out by woodpeckers??,,7/18/2018,Prestipino/Wilson
1832,182740,1,fram,13.6,0.7,,279.1000061,A,A,A,AU,,,CD,,,,,,,4,5,"W, SS, DE",11,,,,7/18/2018,Prestipino/Wilson
1832,182742,1,ulru,15.2,5,,105,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182744,1,fram,19,4.6,,461.1000061,A,A,A,A,,,D,,,,,,,1,1,none,,,,,7/18/2018,Prestipino/Wilson
1832,182747,1,fram,14.1,11.6,,303.3999939,A,A,A,A,,,CD,,,,,,,1,3,W,,,,,7/18/2018,Prestipino/Wilson
1832,182748,1,litu,19.9,14.1,,245.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182749,1,fram,16,19.2,,93,A,A,A,A,,,I,,,,,,,1,1,W,,,,,7/18/2018,Prestipino/Wilson
1832,182750,1,fram,13.7,17.3,DS,351.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182752,1,rops,10.1,15.2,DS,142.6000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/18/2018,Prestipino/Wilson
1832,182755,1,fram,6.7,14.3,,753.2000122,A,A,A,A,,,D,,,,,,,4,4,"W, DE",3,,,,7/18/2018,Prestipino/Wilson
1901,190004,1,juni,15.8,0,,287.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/26/2018,Prestipino
1901,190014,1,ulru,11.9,6.7,DC,174.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/26/2018,Prestipino
1901,190016,1,cofl,6.8,4.2,,116.1999969,A,A,A,A,,,,,,,,,,,,,,,no anthracnose,,6/26/2018,Prestipino
1901,190017,1,litu,2.3,9.3,,577.5,A,A,A,A,,,,,,,,,,,,,,,,,6/26/2018,Prestipino
1901,190018,1,litu,4.8,11.1,M,805.9000244,A,A,A,A,,,,,,,,,,,,,,,,,6/26/2018,Prestipino
1901,190018,2,litu,4.8,11.1,S,381.1000061,A,A,A,A,,,,,,,,,,,,,,,,,6/26/2018,Prestipino
1901,190019,1,unk,12.4,9.4,DS,123.9000015,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/26/2018,Prestipino
1901,190048,1,ulru,6.7,17.4,DS,258.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/26/2018,Prestipino
