"tag","coreID","sp","1734","1735","1736","1737","1738","1739","1740","1741","1742","1743","1744","1745","1746","1747","1748","1749","1750","1751","1752","1753","1754","1755","1756","1757","1758","1759","1760","1761","1762","1763","1764","1765","1766","1767","1768","1769","1770","1771","1772","1773","1774","1775","1776","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
60377,"60377","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.926,1.042,1.382,1.07,0.898,1.055,0.815,0.362,0.334,0.441,0.496,0.271,0.164,0.402,0.236,0.136,0.285,0.249,0.262,0.8,0.698,1.379,1.002,0.667,1.12,0.883,1.18,1.312,1.216,0.734,0.797,0.845,0.746,0.627,0.602,0.349,0.507,0.284,0.294,0.244,0.374,0.543,0.546,0.428,0.626,0.734,0.541,0.418,0.27,0.442,0.555,0.35,0.456,0.437,0.522,0.712,0.555,0.51,0.385,0.525,0.406,0.336,0.255,0.16,0.317,0.343,0.353,0.272,0.343,0.354,0.367,0.437,0.446,0.353,0.448,0.309,0.447,0.298,0.279,0.223,0.283,0.173,0.257,0.352,0.65,1.115,1.032,1.045,0.925,0.87,0.708,0.822,0.516,0.787,0.94,0.541,0.497,0.671,0.724,0.77,0.754,0.677,0.576,0.491,0.511,0.833,0.725,0.636,0.536,0.532,0.564,0.729,0.716,0.707,NA,NA,NA,NA,NA,NA,NA,NA
60507,"60507A","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.017,2.68,2.009,0.775,0.429,0.329,0.336,0.346,0.262,0.294,0.464,0.716,1.093,0.743,0.53,0.347,0.518,0.408,0.716,0.722,0.393,0.687,0.572,0.645,0.417,0.636,0.569,0.388,0.632,0.326,0.326,0.414,0.332,0.416,0.462,0.234,0.285,0.392,0.672,0.688,0.512,0.599,0.951,1.012,0.957,1.277,1.176,1.147,0.966,0.777,0.719,1.81,1.694,1.51,1.599,2.054,1.191,1.097,0.793,0.774,0.602,0.73,0.681,0.544,0.712,0.396,0.632,0.696,0.694,0.634,0.394,0.383,0.382,0.384,0.361,0.548,0.393,0.988,0.698,0.877,0.775,0.48,0.519,0.565,0.405,0.522,0.34,0.507,0.375,0.444,0.346,0.343,0.455,0.363,0.423,0.355,0.458,0.295,0.377,0.402,0.38,0.476,0.601,0.368,0.467,0.918,1.337,1.695,1.282,0.85,0.31,0.211,0.452,0.745,0.227,NA
60507,"60507","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715,2.136,1.88,1.5,1.621,1.385,1.481,1.091,2.156,2.206,1.819,1.206,0.688,0.874,0.598,0.701,0.865,0.957,0.636,0.834,0.807,1.153,0.709,0.495,0.36,0.389,0.345,0.277,0.216,0.265,0.304,0.488,0.424,0.343,0.172,0.102,0.136,0.094,0.186,0.094,0.207,0.103,0.382,0.338,0.775,1.494,1.073,0.816,0.509,0.839,0.97,0.978,1.201,0.698,0.763,0.551,0.507,0.343,0.528,0.619,0.463,0.758,0.385,0.341,0.481,0.347,0.346,0.422,0.304,0.314,0.368,0.354,0.464,0.412,0.385,0.399,0.7,0.498,0.712,0.54,0.633,0.49,0.407,0.363,1.413,2.077,1.847,1.8,2.182,1.862,1.896,1.512,1.416,0.976,0.733,1.004,0.797,0.86,0.54,0.796,0.966,0.822,0.811,0.645,0.463,0.539,0.376,0.48,0.669,0.445,0.727,0.509,0.653,0.747,0.608,0.603,0.682,0.392,0.463,0.496,0.437,0.411,0.588,0.513,0.504,0.458,0.425,0.431,0.36,0.334,0.441,0.485,0.62,0.462,0.707,0.829,0.556,0.739,1.602,2.775,3.364,3.145,0.419,0.425,0.282,0.192,NA,NA,NA,NA
62148,"62148","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319,0.3,0.356,0.403,0.339,0.477,0.315,0.336,0.331,0.274,0.276,0.215,0.307,0.244,0.254,0.232,0.194,0.169,0.226,0.162,0.122,0.104,0.077,0.121,0.101,0.166,0.079,0.108,0.047,0.114,0.11,0.066,0.089,0.109,0.052,0.094,0.027,0.115,0.064,0.074,0.113,0.05,0.06,0.06,0.073,0.059,0.096,0.069,0.088,0.065,0.033,0.118,0.357,0.701,0.56,0.855,1.091,1.302,0.956,0.726,0.797,0.689,0.804,0.718,1.04,1.049,0.871,0.952,0.617,0.494,0.693,0.578,0.366,0.293,0.338,0.414,0.562,0.686,0.656,0.635,0.704,0.76,0.979,1.026,0.652,0.923,0.772,0.818,0.836,0.655,0.842,0.823,0.742,0.738,0.616,0.655,0.731,0.646,0.714,0.657,0.596,0.358,0.17,0.225,0.254,0.264,0.328,0.288,0.277,0.262,0.254,0.382,0.328,0.391,0.286,0.192,0.203,0.173,0.159,0.234,0.151,0.259,0.192,0.336,0.388,0.603,0.465,0.295,0.494,0.616,0.297,0.343,0.347,0.34,0.316,0.233,0.265,0.237,0.203,0.304,0.25,0.271,0.252,0.212,0.275,0.251,0.266,0.226,0.235,0.266,0.227,0.317,0.232,0.231,0.235,0.278,0.215,0.208,0.177,0.317,0.227,0.22,0.201,0.259,0.179,0.199,0.184,0.226,0.156,0.207,0.14,NA,NA,NA,NA,NA,NA,NA,NA
70069,"70069","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.055,0.916,0.907,0.62,0.562,0.702,0.523,0.45,0.511,0.306,0.427,0.299,0.329,0.243,0.355,0.322,0.327,0.25,0.338,0.191,0.187,0.188,0.24,0.181,0.206,0.226,0.138,0.058,0.098,0.082,0.039,0.044,0.06,0.068,0.036,0.069,0.037,0.027,0.069,0.062,0.035,0.08,0.067,0.138,0.114,0.253,0.167,0.253,1.004,1.719,2.638,1.806,2.049,1.735,1.81,1.71,1.596,1.383,1.735,1.537,1.486,1.673,2.13,2.748,1.497,1.656,1.961,1.461,0.939,0.995,1.074,1.519,0.977,1.171,1.078,1.385,1.655,1.243,1.787,1.744,1.646,1.293,1.288,1.244,1.276,1.08,0.93,0.587,0.921,1.226,1.076,1.596,1.247,1.181,0.986,1.142,1.338,1.372,1.029,1.486,1.186,1.094,1.219,1.498,1.495,1.413,1.424,1.304,1.125,1.133,1.508,1.469,0.963,0.821,0.921,0.86,1.094,0.866,0.901,1.092,0.577,0.826,1.428,1.142,1.281,0.982,0.722,1.031,1.009,0.856,1.109,NA,NA,NA,NA,NA,NA,NA,NA
70371,"70371","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971,0.779,0.916,0.917,0.655,0.557,0.65,0.388,0.381,0.355,0.336,0.237,0.375,0.287,0.222,0.277,0.335,0.262,0.663,0.973,1.081,0.832,0.753,0.754,1.07,1.253,0.851,1.126,1.12,1.513,1.202,1.511,1.517,1.309,1.308,0.943,0.939,0.846,0.778,1.646,2.16,2.296,1.521,1.933,2.207,1.873,1.403,1.401,1.547,1.185,0.703,1.255,1.564,1.495,1.669,1.559,1.445,1.579,1.662,1.924,1.814,1.778,1.344,1.168,1.289,1.255,1.171,1.344,1.357,1.125,1.554,1.658,1.595,1.702,1.336,1.36,1.149,0.99,1.154,1.098,0.826,1.131,1.05,1.213,1.145,1.433,1.468,1.403,1.268,1.123,0.932,1.246,1.276,1.334,0.902,0.806,1.112,1.074,1.198,0.74,0.876,1.156,0.918,1.209,1.56,1.179,1.347,1,1.196,1.292,1.486,1.877,1.857,NA,NA,NA,NA,NA,NA,NA,NA
70471,"70471","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361,0.263,0.301,0.12,0.155,0.178,0.149,0.219,0.222,0.289,0.141,0.226,0.412,0.538,1.158,0.981,0.702,0.752,1.101,0.62,0.552,0.386,0.504,0.388,0.346,0.441,0.319,0.324,0.252,0.227,0.252,0.188,0.368,0.066,0.184,0.166,0.151,0.546,0.935,0.881,0.546,0.541,0.769,0.768,0.914,0.648,0.815,0.425,0.749,0.668,0.695,0.652,0.769,0.677,0.748,0.805,0.814,0.679,0.669,0.716,0.614,0.37,0.458,0.579,0.361,0.266,0.226,0.458,0.241,0.162,0.272,0.175,0.216,0.245,0.141,0.148,0.538,1.101,1.376,1.434,1.246,0.883,1.165,0.869,0.8,0.888,0.924,0.757,0.9,0.99,1.041,0.973,0.956,0.731,0.642,0.518,0.333,0.31,0.335,0.278,0.383,0.233,0.212,0.316,0.473,0.505,0.524,0.616,0.699,0.614,0.919,0.95,1.269,0.953,1.071,0.914,1.042,0.967,0.622,0.94,0.907,0.966,0.928,1.056,0.966,0.998,0.801,0.825,0.769,0.648,0.569,0.679,NA,NA,NA,NA,NA,NA,NA,NA
70519,"70519","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723,0.589,0.599,0.46,0.584,0.445,0.55,0.696,0.622,0.564,0.488,0.552,0.436,0.493,0.435,0.551,0.345,0.462,0.552,0.657,1.163,1.029,0.914,0.885,1.099,1.506,1.548,1.652,1.528,1.473,1.377,1.482,1.638,1.186,1.402,1.04,1.25,1.232,1.538,1.35,1.555,1.128,1.248,1.087,1.066,1.011,1.045,1.143,1.15,1.33,1.282,0.832,0.916,0.769,1.049,1.569,1.498,1.109,0.732,1.303,2.492,2.461,2.783,2.953,2.103,2.328,2.366,2.437,1.776,1.734,1.23,1.021,1.51,1.814,1.709,1.375,1.172,0.962,0.989,1.001,0.954,0.942,0.333,0.957,0.885,0.807,0.833,0.854,0.841,0.788,0.89,0.729,0.568,0.702,0.776,1.04,0.745,0.709,0.886,0.859,0.759,0.635,0.779,0.646,0.678,0.67,0.964,0.896,0.572,0.744,0.492,0.497,0.492,0.684,0.829,NA,NA,NA,NA,NA,NA,NA,NA
70535,"70535","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.913,1.132,0.848,0.734,0.217,0.179,0.716,0.67,0.618,0.699,0.488,0.495,0.45,0.452,0.636,0.396,0.503,0.407,0.469,0.628,0.505,0.446,0.387,0.457,0.605,0.57,0.521,0.472,0.509,0.439,0.431,0.266,0.324,0.394,0.424,0.361,0.313,0.692,1.406,1.738,1.77,1.909,1.515,2.069,2.065,1.151,1.482,1.456,1.252,1.229,1.345,1.482,1.335,1.185,0.812,0.815,0.953,0.907,0.945,0.818,0.868,0.936,1.082,1.432,1.237,1.107,1.285,1.167,0.813,1.132,0.968,0.793,0.886,1.439,1.094,1.031,1.009,1.265,1.184,0.932,0.939,1.038,0.922,0.751,1.244,0.933,1.069,1.46,1.14,0.814,1.055,0.956,1.125,NA,NA,NA,NA,NA,NA,NA,NA
70536,"70536","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.656,0.792,0.588,0.598,0.565,0.695,0.965,0.73,0.548,0.464,0.404,0.276,0.369,0.367,0.149,0.311,0.352,0.415,1.042,1.703,1.891,1.093,0.896,1.022,1.477,1.193,0.804,1.197,1.137,1.381,1.409,1.228,1.34,0.794,0.933,1.305,1.586,1.372,1.583,1.41,1.842,1.548,1.187,1.224,1.696,1.671,1.186,0.946,1.157,1.083,0.609,0.972,1.007,0.853,0.733,0.829,0.872,1.092,3.229,2.248,2.056,2.066,1.254,1.764,2.081,1.887,2.422,1.528,1.011,0.736,0.898,1.052,1.263,1.322,1.551,1.783,1.869,1.295,1.266,1.191,0.566,0.95,0.865,0.957,0.983,1.019,1.253,1.017,1.484,1.161,0.793,1.246,1.164,1.272,0.723,1.029,1.231,1.068,1.062,0.651,1.083,0.663,0.924,0.785,1.026,0.685,0.808,0.514,0.578,0.713,0.791,0.884,1.045,NA,NA,NA,NA,NA,NA,NA,NA
70559,"70559","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.497,1.268,1.205,1.485,1.094,0.808,1.328,1.098,0.811,0.532,0.479,0.372,0.413,0.372,0.438,0.226,0.313,0.317,0.446,1.278,1.888,1.752,2.087,1.472,2.166,1.935,2.408,1.705,1.835,1.636,1.426,1.146,1.293,1.305,1.277,1.026,1.101,1.036,1.126,0.855,0.502,0.709,0.734,1.164,0.953,0.551,0.41,0.433,0.335,0.316,0.359,0.37,0.279,0.292,0.289,0.443,0.499,0.44,0.583,1.351,2.282,2.597,3.364,3.26,2.267,2.117,2.2,2.223,2.009,1.875,1.695,1.593,1.847,2.08,1.565,2.084,1.498,1.665,1.956,1.625,1.827,1.874,2.008,2.037,1.54,0.538,0.562,1.078,1.1,1.262,1.471,1.262,1.095,1.321,1.128,1.582,0.834,0.912,1.287,1.316,1.079,0.544,0.976,0.962,0.968,0.95,1.117,1.062,0.963,0.89,0.923,0.706,0.909,1.087,1.656,NA,NA,NA,NA,NA,NA,NA,NA
70601,"70601A","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.607,1.464,1.939,1.393,1.005,1.09,1.247,0.644,1.471,0.599,0.722,0.57,0.657,0.412,0.579,0.577,0.898,0.911,0.866,0.876,0.762,1.015,0.754,0.665,0.935,0.834,0.844,0.503,0.673,0.722,0.655,0.294,0.375,0.326,0.716,0.391,0.646,0.507,1.932,1.613,2.119,1.409,1.249,0.687,0.838,1.105,1.29,1.246,1.322,1.257,0.412,0.802,0.401,0.347,0.524,0.221,0.264,0.306,0.222,0.24,0.26,0.316,0.2,0.274,0.633,0.729,0.853,0.917,0.882,0.951,0.793,0.606,0.893,0.721,0.595,0.66,0.966,0.974,1.212,0.865,0.398,0.866,0.554,0.696,0.687,0.964,0.752,0.628,0.477,0.363,0.388,0.373,0.303,0.332,0.31,0.273,0.217,0.287,0.228
70601,"70601B","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892,1.675,1.015,1.174,0.745,1.596,1.231,0.975,0.644,0.986,0.867,0.932,0.668,0.53,0.925,0.272,0.277,0.323,0.338,0.349,0.636,0.531,0.572,0.761,1.697,1.748,2.156,2.254,1.161,1.906,1.066,0.55,0.517,0.674,0.71,0.335,0.639,0.764,0.533,0.619,0.249,0.293,0.348,0.304,0.155,0.411,0.31,0.471,0.243,1.272,1.282,2.163,1.798,1.522,1.552,1.733,1.278,1.67,0.813,0.548,0.473,1.204,1.098,1.089,0.559,0.423,0.835,0.411,0.677,0.335,0.641,0.401,0.983,0.447,0.707,0.357,0.485,0.356,0.229,0.188,0.23,0.176,0.199,0.244
