"tag","coreID","sp","1734","1735","1736","1737","1738","1739","1740","1741","1742","1743","1744","1745","1746","1747","1748","1749","1750","1751","1752","1753","1754","1755","1756","1757","1758","1759","1760","1761","1762","1763","1764","1765","1766","1767","1768","1769","1770","1771","1772","1773","1774","1775","1776","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
50426,"50426","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.252,0.754,0.726,0.927,0.983,0.723,0.828,0.517,0.505,0.521,0.517,0.642,0.687,0.649,0.796,0.789,0.76,0.799,0.488,0.393,0.41,0.316,0.444,0.448,0.647,0.477,0.338,0.345,0.254,0.219,0.158,0.283,0.197,0.253,0.149,0.266,0.256,0.105,0.105,0.1,0.169,0.132,0.197,0.919,1.059,0.752,0.762,1.002,1.358,1.843,1.695,1.42,1.379,1.402,1.412,1.085,1.181,1.024,0.836,0.941,0.862,0.814,0.826,0.976,0.808,0.658,0.649,0.621,0.827,0.724,0.689,0.683,0.488,0.63,0.293,0.464,0.502,0.535,0.559,0.483,0.497,0.377,0.303,0.276,0.197,0.274,0.23,0.223,0.253,0.193,0.221,0.234,0.187,0.229,0.357,0.397,0.25,0.261,0.245,0.195,0.244,0.167,0.16,0.196,0.109,0.2,0.189,0.189,0.229,0.244,0.294,0.229,0.372,0.267,0.191,0.237,0.231,0.38,0.237,0.271,0.294,0.259,0.187,0.206,0.211,0.2,0.162,0.183,0.296,0.26,0.198,0.276,0.219,0.231,0.236,0.23,0.227,NA,NA,NA,NA,NA,NA,NA,NA
50455,"50455","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.398,0.579,0.898,0.677,0.694,0.525,0.495,0.439,0.595,0.438,0.435,0.537,0.973,1.227,1.148,1.391,1.1,1.022,0.869,0.909,0.875,0.79,0.666,0.998,1.102,1.121,0.961,0.805,0.837,0.859,0.798,0.687,0.735,0.74,0.611,0.388,0.471,0.375,0.39,0.392,0.438,0.429,0.514,0.555,0.283,0.415,0.322,0.37,0.316,0.313,0.287,0.403,0.295,0.238,0.169,0.295,0.537,0.903,1.179,1.082,1.242,1.247,0.944,1.78,2.25,2.35,2.009,2.492,2.687,2.387,1.687,1.264,1.441,1.652,1.153,1.199,0.776,0.552,0.406,0.415,0.394,0.352,0.499,0.622,0.955,NA,NA,NA,NA,NA,NA,NA,NA
50517,"50517","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.567,1.289,1.213,1.147,1.061,0.915,1.11,0.606,0.906,0.769,0.638,0.558,0.441,0.534,0.455,0.568,0.422,0.451,0.468,0.407,0.572,0.576,0.517,0.389,0.406,0.387,0.218,0.352,0.331,0.487,0.284,0.265,0.58,0.758,0.51,0.3,0.235,0.169,0.056,0.093,0.065,0.101,0.071,0.059,0.079,0.031,0.043,0.107,0.108,0.154,0.113,0.078,0.117,0.104,0.153,0.177,0.247,0.297,0.456,0.557,0.414,0.564,0.587,0.313,0.661,0.408,0.657,0.488,0.525,0.531,0.37,0.249,0.389,0.707,0.289,0.311,0.215,0.186,0.181,0.196,0.132,0.309,0.303,0.237,0.155,0.129,0.1,0.204,0.176,0.241,0.242,0.164,0.113,0.16,0.142,0.14,NA,NA,NA,NA,NA,NA,NA,NA
52111,"52111","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.315,0.885,0.847,0.809,0.841,0.781,0.654,0.79,0.585,0.466,0.461,0.586,0.507,0.475,0.561,0.367,0.598,0.576,0.62,0.692,1.326,1.201,0.767,1.051,0.926,1.172,1.392,0.954,1.281,0.943,0.974,0.888,0.772,0.679,0.536,0.523,0.572,0.577,0.727,0.808,0.891,1.091,1.065,0.827,1.122,1.445,1.339,1.028,0.964,1.031,0.804,0.69,0.64,0.98,1.048,1.123,0.959,0.929,0.892,0.825,0.967,0.748,0.932,0.837,0.859,0.908,0.824,0.715,0.747,0.95,0.877,0.88,1.278,1.611,1.994,1.994,2.634,2.089,2.014,2.027,1.408,1.096,1.256,0.983,0.458,0.383,0.387,0.54,0.348,0.411,0.445,0.4,0.455,0.497,0.664,0.382,0.485,0.671,0.603,0.521,0.46,0.403,0.542,0.374,0.388,0.633,0.675,0.515,0.734,0.587,0.664,0.828,0.763,0.983,NA,NA,NA,NA,NA,NA,NA,NA
60016,"60016","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.257,3.337,2.159,2.084,2.556,3.745,3.321,4.213,2.924,0,0,0,2.228,2.374,2.163,2.166,2.128,1.956,1.584,1.716,1.858,1.576,1.968,1.551,1.248,2.289,1.3,1.184,1.113,1.07,1.435,1.456,1.079,1.011,0.742,1.119,1.111,0.991,1.076,0.728,0.837,0.691,0.692,0.699,1.063,0.813,0.684,0.915,0.808,0.806,0.854,0.675,0.668,0.514,0.608,0.654,0.569,0.355,0.707,0.475,0.188,0.135,0.186,0.077,0.161,0.178,0.198,0.163,0.169,0.222,0.258,0.209,0.22,0.232,0.394,0.33,0.327,0.312,0.482,0.433,0.55,0.474,0.548,0.538,0.436,0.455,0.632,0.56,0.726,0.757,NA,NA,NA,NA,NA,NA,NA,NA
60060,"60060","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.477,1.332,1.389,0.854,0.995,0.451,0.497,0.476,0.433,0.391,0.365,0.412,0.242,0.435,0.311,0.295,0.355,0.434,0.307,0.359,0.176,0.259,0.232,0.341,0.242,0.174,0.15,0.212,0.138,0.234,0.133,0.095,0.21,0.18,0.149,0.123,0.262,0.382,0.14,0.141,0.297,0.573,1.334,1.391,0.416,0.631,0.574,0.426,0.3,0.243,0.386,0.363,0.245,0.223,0.287,0.33,0.331,0.27,0.231,0.37,0.253,0.152,0.092,0.132,0.148,0.169,0.166,0.223,0.718,1.188,1.357,1.231,1.089,0.918,0.965,0.662,0.473,0.45,0.647,0.51,0.35,0.484,0.657,0.559,0.358,0.381,0.331,0.202,0.2,0.208,0.35,0.226,0.415,0.305,0.662,1.47,0.356,0.304,0.345,0.218,0.424,0.224,0.214,0.179,0.195,0.144,0.121,0.459,0.155,0.199,0.197,0.149,0.3,0.101,0.191,0.111,0.139,0.141,0.086,0.132,0.075,0.108,0.06,0.082,0.12,NA,NA,NA,NA,NA,NA,NA,NA
60060,"60060A","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.223,1.917,2.125,1.384,1.273,0.849,0.725,0.728,0.606,0.691,0.451,0.452,0.453,0.563,0.421,0.452,0.518,0.817,0.384,0.574,0.431,0.544,0.304,0.568,0.328,0.202,0.179,0.221,0.169,0.127,0.169,0.211,0.233,0.199,0.205,0.165,0.291,0.179,0.22,0.206,0.105,0.739,0.766,0.519,0.997,0.52,0.533,1.077,0.967,0.953,0.736,0.935,0.752,0.699,0.769,0.715,0.934,0.857,0.667,0.602,0.999,0.873,0.865,0.816,0.593,0.913,0.432,0.379,0.297,0.179,0.451,0.278,0.201,0.317,1.004,1.715,1.738,1.6,1.855,1.327,1.744,1.099,0.79,0.759,1.106,1.05,0.729,0.74,1.405,1.026,1.022,0.624,0.634,0.455,0.538,0.547,1.014,0.855,0.782,0.515,1.179,1.383,0.92,0.57,0.529,0.687,0.529,0.444,0.344,0.41,0.326,0.377,0.327,0.304,0.21,0.221,0.168,0.316,0.233,0.361,0.243,0.295,0.263,0.263,0.219,0.234,0.211,0.307,0.317,0.285,0.148,0.264,0.242,0.168
60060,"60060B","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.645,3.935,3.683,2.243,2.402,1.457,1.118,0.998,0.812,0.443,0.623,0.531,0.632,0.346,0.356,0.236,0.41,0.388,0.307,0.477,0.649,0.399,0.387,0.353,0.365,0.334,0.392,0.357,0.405,0.228,0.262,0.166,0.182,0.215,0.257,0.262,0.301,0.215,0.696,1.128,0.552,1.029,0.566,0.49,0.776,1.312,1.641,1.231,1.467,1.103,1.092,1.107,0.816,1.136,1.046,0.749,0.572,0.836,1.076,0.685,0.869,0.632,1.166,0.642,0.369,0.371,0.293,0.383,0.317,0.368,0.34,1.491,3.421,2.494,2.018,2.813,1.714,1.798,1.593,1.43,1.353,1.659,1.276,0.799,1.197,1.126,0.803,0.92,0.645,0.623,0.431,0.337,0.449,0.644,0.592,0.947,0.4,1.305,1.158,1.258,0.496,0.43,0.554,0.663,0.504,0.434,0.547,0.388,0.353,0.391,0.222,0.275,0.189,0.447,0.391,0.307,0.254,0.201,0.251,0.337,0.274,0.232,0.19,0.275,0.169,0.244,0.212,0.19,0.19
60078,"60078","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222,0.334,0.371,0.202,0.124,0.053,0.084,0.022,0.175,0.247,0.42,0.22,0.428,0.102,0.146,0.245,0.382,0.532,0.448,0.497,0.684,0.336,0.372,0.306,0.313,0.19,0.556,0.418,0.429,1.008,0.726,0.755,0.373,0.538,0.532,1.139,1.232,0.909,1.069,1.013,1.059,1.487,2.502,2.163,1.707,0.961,2.239,1.617,1.323,1.245,1.575,1.694,1.515,0.876,0.82,1.263,1.053,1.004,0.856,0.879,0.723,0.448,0.421,0.563,0.764,0.8,1.118,1.036,1.451,2.062,1.977,2.354,2.223,1.403,1.777,1.28,1.376,1.08,1.311,1.329,1.085,1.475,1.075,1.573,2.028,1.396,1.203,1.208,1.214,1.352,1.098,1.1,1.386,1.318,1.444,1.689,1.644,1.674,1.51,1.318,1.292,1.143,1.376,1.315,1.621,1.245,1.504,1.643,1.305,1.297,0.867,1.147,1.425,1.181,1.344,1.592,1.412,1.313,1.301,1.369,1.303,1.416,1.601,1.864,NA,NA,NA,NA,NA,NA,NA,NA
60121,"60121","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.081,1.079,1.021,0.643,0.766,0.89,0.597,0.529,0.589,0.355,0.479,0.349,0.355,0.428,0.356,0.531,0.442,0.387,0.488,0.39,0.374,0.327,0.364,0.317,0.307,0.27,0.31,0.227,0.18,0.234,0.193,0.141,0.181,0.175,0.16,0.139,0.204,0.25,1.061,1.032,0.724,0.456,0.544,0.526,0.723,4.381,2.295,2.036,1.507,1.44,1.151,1.072,1.405,1.205,1.206,0.944,0.916,0.855,1.071,0.992,1.084,1.088,1.358,1.34,1.454,1.554,1.325,1.422,1.54,1.148,0.878,1.171,1.343,1.482,1.303,1.201,1.177,1.36,1.238,1.39,1.476,1.791,1.288,1.388,1.401,1.267,0.959,1.064,1.014,0.877,1.124,1.202,1.275,1.38,1.243,1.111,1.066,1.04,0.988,0.957,0.821,1.172,0.986,1.091,0.959,1.148,1.144,1.127,1.392,1.123,0.953,1.128,1.002,1.256,0.799,1.023,1.167,0.89,1.09,0.692,0.904,0.884,0.756,1.088,1.367,1.06,1.386,0.903,0.94,0.96,1.034,1.141,1.317,NA,NA,NA,NA,NA,NA,NA,NA
60210,"60210","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.255,1.775,1.968,1.885,2.001,1.339,1.426,1.736,2.085,1.581,1.23,1.665,1.454,2.157,1.542,1.792,2.206,1.879,1.391,1.2,0.676,0.642,0.535,0.426,0.299,0.366,0.326,0.388,0.408,0.301,0.472,0.281,0.502,0.352,0.499,0.535,0.441,0.445,0.681,0.288,0.256,0.314,0.254,0.273,0.254,0.23,0.285,0.354,0.228,0.372,0.29,0.205,0.265,0.286,0.194,0.205,0.226,0.189,0.24,0.147,0.157,0.299,0.211,0.314,0.223,0.266,0.164,0.163,0.206,0.193,0.188,0.151,0.235,0.192,0.18,0.108,0.123,0.112,0.143,0.107,0.177,0.152,0.172,0.188,0.234,0.183,0.15,0.233,0.143,0.162,NA,NA,NA,NA,NA,NA,NA,NA
60315,"60315","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.304,1.777,1.778,2.027,2.468,1.613,1.429,1.309,1.462,1.905,1.728,1.581,1.399,1.89,1.439,0.977,1.504,1.298,1.891,1.824,1.441,1.563,1.017,1.202,1.237,1.106,1.438,1.164,1.8,1.167,0.952,0.856,0.744,0.751,0.744,1.32,1.736,1.866,1.484,1.063,1.295,1.344,1.311,1.19,1.361,1.031,1.382,1.121,1.168,1.057,1.279,1.279,1.117,1.014,1.217,1.078,1.265,1.043,1.235,0.966,1.432,1.645,1.271,1.31,1.082,1.375,1.341,1.061,1.339,1.753,1.491,1.327,1.267,1.297,1.026,0.906,0.753,0.872,NA,NA,NA,NA,NA,NA,NA,NA
60331,"60331","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.371,0.968,0.54,0.479,0.688,0.869,0.735,0.471,0.344,0.339,0.335,0.182,0.222,0.419,0.319,0.237,0.213,0.179,0.098,0.23,0.145,0.138,0.228,0.176,0.191,0.502,1.096,1.009,0.834,0.84,1.247,1.414,2.125,2.335,1.525,1.341,1.287,1.31,1.161,0.891,0.678,0.702,0.551,0.795,0.771,0.34,0.328,0.386,0.252,0.283,0.343,0.29,0.423,0.245,0.241,0.274,0.303,0.296,0.411,0.343,0.363,0.41,0.377,0.36,0.272,0.415,0.569,0.794,0.859,0.686,0.796,0.757,0.675,0.774,0.517,0.551,0.54,0.765,1.127,1.038,1.103,0.868,1.191,0.979,0.914,1.156,1.175,0.756,0.891,1.002,1.419,1.33,1.427,1.133,1.364,1.497,1.173,0.886,0.933,1.075,1.091,0.836,0.977,1.031,1.144,1.069,0.823,0.934,0.962,0.698,1.107,1.107,0.917,0.865,0.78,0.818,0.804,0.672,0.619,0.67,NA,NA,NA,NA,NA,NA,NA,NA
